business_name,text,predicted_label,prediction_reason,description,category
"Silky Smooth Waxing","Pain-free and perfect. First-time Brazilian wax only $35.",Advertisement,"First-time service special pricing.","Waxing salon specializing in gentle techniques","['Waxing salon', 'Beauty salon', 'Hair removal', 'Spa service']"
"The Pizza Oven","Wood-fired perfection. Online ordering special - free garlic bread with any pizza.",Advertisement,"Online order incentive with free add-on.","Authentic Italian wood-fired pizza restaurant","['Pizza restaurant', 'Italian restaurant', 'Casual dining', 'Takeout']"
"Smart Home Solutions","House is now high-tech. Complete smart home packages from $999.",Advertisement,"Package pricing starting point promotion.","Home automation installation and service","['Home automation', 'Electronics installation', 'Smart home service', 'Technology service']"
"Fit & Fabulous Studio","Dropped two dress sizes. New member special - 30 days for $30.",Advertisement,"New member trial period special pricing.","Women's fitness studio with group classes","['Women's gym', 'Fitness studio', 'Group fitness', 'Wellness center']"
"Crystal Clear Pools","Pool sparkles like diamonds. Spring opening special - complete service $199.",Advertisement,"Seasonal service package pricing.","Pool service and repair company","['Pool service', 'Pool cleaning', 'Pool repair', 'Pool maintenance']"
"The Learning Tree","Kids are thriving. Enroll for fall - save $200 on registration.",Advertisement,"Seasonal enrollment savings offer.","Private preschool with enrichment programs","['Preschool', 'Private school', 'Early education', 'Child development center']"
"Speedy Rooter Plumbing","Drain cleared instantly. $89 drain cleaning special - this month only.",Advertisement,"Monthly service special pricing.","Drain cleaning and sewer service specialists","['Plumber', 'Drain cleaning', 'Sewer service', 'Rooter service']"
"Bella's Bridal Boutique","Found my dream dress. Sample sale this weekend - up to 70% off.",Advertisement,"Weekend sale with maximum discount percentage.","Bridal gowns and formal wear boutique","['Bridal shop', 'Wedding dress store', 'Formal wear', 'Boutique']"
"Urban Retreat Massage","Stress melted away. Hot stone massage special - $89 for 90 minutes.",Advertisement,"Service duration and pricing promotion.","Therapeutic massage and wellness center","['Massage therapy', 'Spa', 'Wellness center', 'Therapeutic massage']"
"Quick & Easy Storage","Perfect storage solution. First month free on any unit size.",Advertisement,"First month free promotion for new rentals.","Self-storage facility with various unit sizes","['Storage facility', 'Self storage', 'Storage units', 'Moving storage']"
"The Breakfast Club","Best brunch in town. Bottomless mimosas every Sunday - only $15.",Advertisement,"Sunday special drink pricing.","All-day breakfast restaurant and cafe","['Breakfast restaurant', 'Brunch spot', 'Cafe', 'American restaurant']"
"Elite Auto Body","Car looks brand new after accident. Insurance deductible assistance available.",Advertisement,"Insurance-related financial assistance offer.","Collision repair and auto body shop","['Auto body shop', 'Collision repair', 'Car repair', 'Paint shop']"
"Happy Feet Podiatry","Walking pain-free now. New patient special includes exam and X-rays for $99.",Advertisement,"New patient package with included services.","Podiatry clinic specializing in foot care","['Podiatrist', 'Foot doctor', 'Medical clinic', 'Foot care specialist']"
"Discount Tire Center","Best tire prices guaranteed. Buy 3 tires, get the 4th free.",Advertisement,"Buy three get one free tire promotion.","Tire sales and installation center","['Tire shop', 'Auto service', 'Wheel alignment', 'Tire repair']"
"Serene Yoga Space","Found my inner peace. New student unlimited month - only $39.",Advertisement,"New student unlimited trial pricing.","Intimate yoga studio with experienced instructors","['Yoga studio', 'Meditation center', 'Wellness studio', 'Fitness center']"
"Metro Movers","Easiest move ever. Book online and save 15% on your move.",Advertisement,"Online booking discount incentive.","Professional moving company with packing services","['Moving company', 'Relocation service', 'Packing service', 'Moving and storage']"
"The Seafood Shack","Fresh catch daily. Lobster special every Friday - market price minus $5.",Advertisement,"Weekly special with discount off market price.","Casual seafood restaurant with ocean views","['Seafood restaurant', 'Fish restaurant', 'Casual dining', 'Waterfront dining']"
"Precision Eyecare","Perfect vision at last. Complete pair of glasses starting at $89.",Advertisement,"Starting price point for complete eyewear.","Optometry clinic with onsite glasses","['Optometrist', 'Eye doctor', 'Glasses store', 'Eye care center']"
"Lavish Lashes & Brows","Eyes that pop. Microblading special - $50 off this month.",Advertisement,"Monthly discount on cosmetic procedure.","Lash and brow enhancement studio","['Beauty salon', 'Eyebrow service', 'Lash salon', 'Cosmetic service']"
"City Fitness 24/7","Never miss a workout. Join now with no initiation fee - save $99.",Advertisement,"Waived initiation fee promotion.","24-hour access gym with modern equipment","['24-hour gym', 'Fitness center', 'Gym', 'Health club']"
"Taste of India","Flavors that transport you. Lunch buffet only $12.99 weekdays.",Advertisement,"Weekday lunch buffet pricing.","Authentic Indian restaurant with tandoor oven","['Indian restaurant', 'Buffet restaurant', 'Asian restaurant', 'Ethnic food']"
"Pro Clean Carpets","Carpets look new again. 3 rooms cleaned for $99 - limited time.",Advertisement,"Multi-room package pricing promotion.","Professional carpet cleaning with stain removal","['Carpet cleaning', 'Floor cleaning', 'Upholstery cleaning', 'Cleaning service']"
"The Golf Academy","Improved my swing dramatically. Lesson packages - buy 5, get 1 free.",Advertisement,"Lesson package bonus offer.","Golf instruction and practice facility","['Golf lessons', 'Golf school', 'Driving range', 'Golf instructor']"
"Sunny Side Cafe","Breakfast perfection. Early bird special 6-8am - 20% off your bill.",Advertisement,"Time-based percentage discount.","Cozy breakfast and lunch cafe","['Cafe', 'Breakfast spot', 'Coffee shop', 'Lunch restaurant']"
"Elite Lawn Service","Neighbors are jealous. Full service starting at just $30 per visit.",Advertisement,"Service starting price promotion.","Lawn care and landscaping company","['Lawn service', 'Landscaping', 'Yard care', 'Garden maintenance']"
"Sparkle Jewelry Repair","Ring looks stunning again. Free cleaning with any repair service.",Advertisement,"Free service add-on with repair.","Jewelry repair and custom design shop","['Jewelry repair', 'Watch repair', 'Custom jewelry', 'Goldsmith']"
"The Smoothie Lab","Energy boost guaranteed. Student discount - 15% off with ID.",Advertisement,"Student discount with ID verification.","Protein smoothies and healthy snacks","['Smoothie bar', 'Health food', 'Protein bar', 'Juice shop']"
"Comfort Zone HVAC","Perfect temperature year-round. Spring AC tune-up only $59.",Advertisement,"Seasonal maintenance special pricing.","Heating and air conditioning service","['HVAC service', 'AC repair', 'Heating service', 'Air conditioning']"
"Divine Hair Design","Hair goals achieved. Color and cut combo - save $30 this month.",Advertisement,"Service combination monthly savings.","Hair salon specializing in color treatments","['Hair salon', 'Hair colorist', 'Beauty salon', 'Hair stylist']"
"Express Wash & Fold","Laundry made simple. First-time customers - 20% off first order.",Advertisement,"First-time customer percentage discount.","Laundry service with pickup and delivery","['Laundry service', 'Wash and fold', 'Dry cleaning', 'Laundromat']"
"The BBQ Pit","Finger-licking good. All-you-can-eat ribs Mondays - $19.99.",Advertisement,"Day-specific unlimited food offer.","Southern BBQ restaurant with smokehouse","['BBQ restaurant', 'Southern restaurant', 'Smokehouse', 'American restaurant']"
"Vision Plus Optical","See clearly now. Buy one pair, get second pair 50% off.",Advertisement,"Second pair discount promotion.","Eyewear boutique with designer frames","['Optical store', 'Eyeglasses', 'Sunglasses store', 'Vision center']"
"Prestige Auto Sales","Found my dream car. 0% APR financing for qualified buyers.",Advertisement,"Financing promotion for qualified customers.","Used car dealership with warranty options","['Car dealer', 'Used cars', 'Auto sales', 'Vehicle dealer']"
