business_name,text,predicted_label,prediction_reason,name,description,category
Pizza Hut,More ingredients. On pizza was a little skimpy,Valid,"The review provides genuine feedback about the pizza ingredients being skimpy, which is directly relevant to Pizza Hut as a pizza restaurant. The 4-star rating is consistent with the mixed feedback (positive overall but with room for improvement).",Pizza Hut,Family-friendly chain known for its made-to-order pizzas.,"['Pizza restaurant', 'Chicken wings restaurant', 'Family restaurant', 'Fast food restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Pizza delivery', 'Pizza Takeout', 'Restaurant']"
Sweet's Island Place,Drove from Taylorsville and boy it was worth the drive. Their Loco Moco was the best I had in Utah. The staff friendly and makes you feel comfortable and welcome.,Valid,"The review describes a genuine dining experience at the Hawaiian restaurant, mentioning specific food (Loco Moco), staff friendliness, and the effort to travel there. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the restaurant's Hawaiian cuisine and service.",Sweet's Island Place,"Island-themed, counter-serve eatery offering Hawaiian dishes & tropical beverages.",['Hawaiian restaurant']
Goulding's Stagecoach Dining Room,"One of two restaurants in Monument Valley, Goulding's is open a bit later than the View and does not require you to pay $20 to enter the Tribal Park. That said, the food is lackluster (but not inedible by any means) and the service is slow.

The nearby movie theater is fantastic and they show John Wayne movies every night for free at 8pm.",Valid,"The review provides a genuine experience about dining at the restaurant, including details about food quality, service, location context, and operating hours. While it mentions a nearby movie theater, this is relevant contextual information about the area rather than being off-topic, and the primary focus remains on the restaurant experience.",Goulding's Stagecoach Dining Room,,['Restaurant']
Rancherito's Mexican Food,Good food for the type of place it is,Valid,"The review provides a genuine assessment of the food quality at this Mexican restaurant, with the 5-star rating consistent with the positive comment about 'good food'.",Rancherito's Mexican Food,"Fast-food chain offering familiar Mexican fare, including breakfast options, around the clock.","['Mexican restaurant', 'Breakfast restaurant', 'Latin American restaurant', 'Taco restaurant']"
West Valley Tire,I had to have a tire replaced and these guys offered a great deal on a used replacement. The tire was like new with very little wear. The price was below what others had quoted for a lower quality brand tire. The price that I was quoted over the phone was the exact price I paid plus taxes. No additional or hidden fees like install fee or disposal/recycling fee like at other places. The office staff where very friendly and helpful. The mechanics where the same and even allowed me to chat with them as they did the removal and installation of the new tire. Thank you guys.,Valid,"The review describes a genuine experience at the tire shop, detailing specific services received (tire replacement), pricing transparency, staff interactions, and the installation process. The 5-star rating is consistent with the positive detailed experience described.",West Valley Tire,,['Tire shop']
Homewood Suites by Hilton Salt Lake City Draper,"Clean, friendly, and quiet!",Valid,"The review provides a genuine assessment of the hotel experience with relevant descriptors (clean, friendly, quiet) that align with the extended stay hotel category and description. The 5-star rating is consistent with the positive feedback.",Homewood Suites by Hilton Salt Lake City Draper,"Modern suites with kitchens in a relaxed hotel offering an indoor pool, a gym & free breakfast.",['Extended stay hotel']
Iggy's Sports Grill,"Good beer selection. Service was good, Heather was sweet, but seemed overwhelmed at times. Always smiling tho. Food was good, on par for a sports bar.",Valid,"The review describes a genuine dining experience at the sports grill, mentioning specific aspects like beer selection, service quality, staff member by name, and food quality. The content is directly relevant to the restaurant's category as a sports bar and American restaurant, and the 4-star rating is consistent with the positive but balanced feedback provided.",Iggy's Sports Grill,"Vibrant, family-friendly chain sports bar with a long American menu that includes jumbo burgers.","['Bar & grill', 'Family restaurant', 'Hamburger restaurant', 'Pizza restaurant', 'Restaurant', 'Sports bar']"
Jim's,Always guaranteed to walk away full and happy!,Valid,"The review describes a positive dining experience consistent with a family restaurant/diner, mentioning satisfaction with food portions and overall experience. The 5-star rating aligns with the positive sentiment expressed.",Jim's,"Local chain serving breakfast & homestyle American entrees in a casual, family-friendly atmosphere.",['Diner']
Mr Money Installment Loans,Kyla is very professional and very nice to work with she has been great with me and my husband.,Valid,"The review describes a genuine experience with a specific staff member (Kyla) at the loan agency, praising their professionalism and service quality. The 5-star rating is consistent with the positive feedback about the employee's performance.",Mr Money Installment Loans,,['Loan agency']
Mystic Salon And Spa,"(Translated by Google) A very good service I recommend it ....

(Original)
Un servicio muy bueno lo recomiendo....",Valid,"The review describes a positive service experience at a hair salon, with a 5-star rating that matches the positive sentiment. The translated text shows genuine recommendation of the salon's service, which is directly relevant to the business category.",Mystic Salon And Spa,,['Hair salon']
Hatch Family Chocolates,"Love this shop! Magic Mondays are fantastic, love the frozen 'hot' chocolate! And the caramel apples 😋",Valid,"The review describes a genuine experience at the chocolate shop, mentioning specific products like 'Magic Mondays', frozen 'hot' chocolate, and caramel apples, which are all relevant to a chocolate shop/candy store. The 5-star rating is consistent with the positive sentiment expressed.",Hatch Family Chocolates,,"['Chocolate shop', 'Candy store']"
McDonald's,A regular McDonalds with the reliable menu as always. Doesn’t really stick out above or below the rest.,Valid,"The review describes a genuine experience at McDonald's, commenting on the menu reliability and comparing it to other locations. The 3-star rating is consistent with the neutral tone of the review, and the content is directly relevant to the fast-food restaurant.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",['Fast food restaurant']
Big Lots,As always no problems I will continue to shop there and recommend and wonder wants to shop there as well,Valid,"The review describes a genuine shopping experience at Big Lots, expressing satisfaction and intent to continue shopping there and recommend it to others. The 4-star rating is consistent with the positive sentiment, and the content is relevant to the discount store business.",Big Lots,"Chain selling a range of products, such as housewares, grocery items & furniture.",['Discount store']
WinCo Foods,My family LOVES LOVES Winco,Valid,The review expresses genuine positive sentiment about WinCo Foods with a 5-star rating that matches the enthusiastic text. The content is directly relevant to the supermarket business.,WinCo Foods,"Employee-owned 24/7 supermarket chain with discounted groceries & bulk foods, plus a deli & bakery.","['Supermarket', 'Bakery', 'Butcher shop', 'Deli', 'Grocery store', 'Produce market', 'Seafood market']"
Gorilla Car Wash Lehi,Great service and a good price!,Valid,"The review describes a genuine experience at the car wash, mentioning both service quality and pricing, which are relevant to the business category. The 5-star rating is consistent with the positive feedback.",Gorilla Car Wash Lehi,,['Car wash']
The Pie Pizzeria - So Jordan,"Terrible service by confused servers. Paying $20 for a large, you'd expect better.",Valid,"The review describes a genuine dining experience at the pizzeria, mentioning specific issues with service quality and pricing expectations. The 1-star rating is consistent with the negative feedback about service and value, and the content is directly relevant to the restaurant's operations.",The Pie Pizzeria - So Jordan,"Branch of a buzzy local chain serving up pies with gourmet toppings, subs & beer in a funky setting.","['Pizza restaurant', 'Gluten-free restaurant', 'Italian restaurant', 'Pizza delivery', 'Pizza Takeout', 'Restaurant', 'Vegan restaurant', 'Vegetarian restaurant']"
Cutrubus Automotive Team,Great place very helpful,Valid,"The review provides a genuine positive experience about the car dealer, with a 4-star rating that matches the positive sentiment expressed in the text.",Cutrubus Automotive Team,,"['Used car dealer', 'Auto broker', 'Car dealer', 'Car leasing service', 'Chauffeur service', 'Truck dealer', 'Truck repair shop']"
Corner Bakery Cafe,"They have good food but they always seem to get orders wrong. This last time I didn't receive my brownie, they made my sandwich with the wrong bread, and the wrong dressing was given with my salad. Wouldn't recommend this location.",Valid,"The review describes a genuine dining experience at Corner Bakery Cafe, providing specific details about food quality and service issues (missing brownie, wrong bread, wrong dressing). The 2-star rating is consistent with the mixed feedback (good food but poor service), and the content is directly relevant to the restaurant's offerings.",Corner Bakery Cafe,"Casual, counter-serve cafe chain offering a standard menu of sandwiches, pasta & pastries.","['Sandwich shop', 'American restaurant', 'Bakery', 'Bistro', 'Breakfast restaurant', 'Brunch restaurant', 'Coffee shop', 'Dessert restaurant', 'Salad shop']"
SLABpizza,Love this place. The pizza is good and the serving size is pretty decent.,Valid,"The review describes a genuine dining experience at the pizza restaurant, mentioning specific aspects like food quality and serving size. The 5-star rating is consistent with the positive feedback about the pizza and portions.",SLABpizza,,['Pizza restaurant']
Elite Housing,Charlie was incredible. What a wonderful guy and a great salesman. Kindly answered all my questions and more. Took his time to help me understand the process and gave me all the information to make an educated choice. Will definitely buy with Elite and with Charlie when the time comes.,Valid,"The review describes a genuine customer service experience with a specific salesperson named Charlie at Elite Housing, a mobile home dealer. The reviewer details their positive interaction, mentions the sales process, and expresses intent to purchase in the future, which is directly relevant to the business.",Elite Housing,,['Mobile home dealer']
Ride Pride USA Self Car Wash,"It's hard to beat the price here. I paid $2.00 for a self-serve carwash, and the hose has pretty good pressure, and is able to reach around most vehicles without issue. I'll probably come back here in the future.",Valid,"The review describes a genuine experience using the self-service car wash, mentioning specific details like the $2.00 price, hose pressure quality, and vehicle reach. The 4-star rating aligns with the positive but realistic feedback about the service.",Ride Pride USA Self Car Wash,,['Car wash']
Hickman Bridge Trail Head,The hike was not too difficult. The bridge was amazing. Not a lot of shade so go early or late.,Valid,"The review describes a genuine hiking experience at the trail head, mentioning specific details about the hike difficulty, the bridge, and practical advice about shade/timing. The 5-star rating is consistent with the positive experience described.",Hickman Bridge Trail Head,,['Hiking area']
Quarry Bend,It is a good place for people shopping needs.,Valid,"The review describes a positive experience about a shopping mall, mentioning it's good for 'people shopping needs' which directly relates to the business category 'Shopping mall'. The 5-star rating is consistent with the positive assessment.",Quarry Bend,,['Shopping mall']
Watchtower Coffee & Comics,This is my favorite coffee shop.  For espresso fans try The Dark Knight it has 6 shots of espresso with dark chocolate.,Valid,"The review describes a genuine experience at the coffee shop, mentioning specific menu items (The Dark Knight espresso drink) and expressing personal preference. The content is highly relevant to the business categories (coffee shop, comic cafe) and the 5-star rating aligns with the positive sentiment.",Watchtower Coffee & Comics,"Relaxed cafe offering hot & iced coffee, tea, housemade sodas, light eats plus comics & board games.","['Coffee shop', 'Comic book store', 'Comic cafe', 'Record store', 'Tea house', 'Wi-Fi spot']"
La Quinta Inn & Suites by Wyndham Logan,"Comfortable, good breakfast, in good condition, I like it.",Valid,"The review describes a genuine hotel experience with specific mentions of comfort, breakfast quality, and overall condition that are directly relevant to the hotel's services. The 4-star rating is consistent with the positive feedback.",La Quinta Inn & Suites by Wyndham Logan,"Informal hotel offering free breakfast & Wi-Fi, plus an indoor pool, a hot tub & meeting space.","['Hotel', 'Business center', 'Indoor lodging']"
KFC,"Good food, great KFC and A&W combo",Valid,"The review describes a genuine dining experience at KFC, mentioning 'good food' and referencing the KFC and A&W combo which is relevant to the fast-food restaurant. The 5-star rating is consistent with the positive feedback.",KFC,"Fast-food chain known for its buckets of fried chicken, plus wings & sides.","['Fast food restaurant', 'American restaurant', 'Chicken restaurant', 'Chicken wings restaurant']"
Shady Lane Park,"Cute little park surrounded by tall trees. Plenty of seating available, and has a large Pavillion and bathrooms",Valid,"The review provides a genuine description of the park's features (trees, seating, pavilion, bathrooms) that directly relates to the business category 'Park', and the 5-star rating is consistent with the positive descriptive text.",Shady Lane Park,,['Park']
Even Stevens Sandwiches,Very busy lunch hour,Valid,"The review is a brief but relevant comment about the business during lunch hour, which is directly related to a lunch restaurant/sandwich shop. The 4-star rating suggests a generally positive experience despite the busy conditions.",Even Stevens Sandwiches,,"['Sandwich shop', 'Breakfast restaurant', 'Brunch restaurant', 'Burrito restaurant', 'Caterer', 'Lunch restaurant', 'Restaurant', 'Salad shop']"
Ross Dress for Less,"(Translated by Google) Always worth a visit, you will always find something

(Original)
Immer wieder ein Besuch wert, man findet immer etwas",Valid,"The review describes a genuine shopping experience at Ross Dress for Less, mentioning that it's 'always worth a visit' and 'you will always find something,' which is relevant to a discount clothing/department store. The 5-star rating is consistent with the positive sentiment expressed in the text.",Ross Dress for Less,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Stockton 12 Honda,"Folks, nearly all of the positive reviews you read on here are not actual customers.  Several people at the Larry H. Miller Auto group have confirmed to me that they use a company called ReviewBoost to post ONLY their positive reviews.  Worse yet is that the reviews are not posted by the actual customer.  And in most cases the customer did not authorize and/or is unaware that the LHM group has used their ""feedback"" as an endorsement on the Internet.  You can click on any of the 5 star reviewers' names to see all the other Larry H. Miller stores they also reviewed.  You'll also notice they're all reviewing a similar set of companies.  Please flag the bogus reviews as inappropriate and mark them as not helpful.  You'll likely see this review marked by several as unhelpful as the ReviewBoost company logs in using their several fake Google accounts which don't represent a single person!  These guys are abusing the integrity of Google Reviews.",Rant_Without_Visit,The review is a lengthy rant about alleged fake review practices rather than describing any actual experience at the Honda dealership. The 1-star rating combined with content that focuses on criticizing review manipulation rather than services received strongly suggests the reviewer is not sharing a genuine visit experience but rather making accusations based on their analysis of other reviews.,Stockton 12 Honda,,"['Honda dealer', 'Auto machine shop', 'Auto parts store', 'Auto repair shop', 'Car dealer', 'Car finance and loan company', 'Car leasing service', 'Truck dealer', 'Used car dealer', 'Used truck dealer']"
McDonald's,Verrrrry busy location around 8 on a Friday!,Valid,"The review describes a genuine experience about the business being very busy at a specific time (8 PM on Friday), which is relevant information for a McDonald's restaurant. The 2-star rating is consistent with a negative experience due to the busy conditions.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",['Fast food restaurant']
Jim's,Jim's always has good food and good service. Portions are big and a good selection on the menu.,Valid,"The review provides a genuine assessment of the restaurant experience, mentioning food quality, service, portion sizes, and menu variety, which are all relevant to an American restaurant. The 4-star rating aligns with the positive feedback.",Jim's,"Local chain serving breakfast & homestyle American entrees in a casual, family-friendly atmosphere.",['Diner']
O'Reilly Auto Parts,"Great prices, online ordering is a bonus, it allows me to get parts ahead of time so when I need them they are there. The staff are very friendly and helpful.",Valid,"The review describes a genuine experience with the auto parts store, mentioning specific services like online ordering, staff helpfulness, and pricing. The content is directly relevant to the business category and the 5-star rating aligns with the positive feedback.",O'Reilly Auto Parts,,"['Auto parts store', 'Auto body parts supplier', 'Car battery store', 'Car repair and maintenance', 'Car stereo store', 'Motorcycle parts store', 'Trailer supply store', 'Truck accessories store']"
Chesters Chicken,Good food,Valid,"The review provides a genuine assessment of the food quality at a chicken restaurant, and the 4-star rating is consistent with the positive 'Good food' comment.",Chesters Chicken,,"['Chicken restaurant', 'Restaurant']"
Megaplex Theatres -Valley Fair Mall,Nice comfortable seats. Lots of food options. $5 Tuesday 🔥,Valid,"The review describes a genuine movie theater experience, mentioning specific features like comfortable seats, food options, and a promotional day ($5 Tuesday). The content is directly relevant to the movie theater business and the 5-star rating aligns with the positive feedback.",Megaplex Theatres -Valley Fair Mall,Theater chain offering all-digital screenings of new movies with reserved seating; some have IMAX.,['Movie theater']
Smith & Edwards - West Jordan,Love Smith's all the employees are always in a good mood and willing to help and Bruce is awesome.,Valid,"The review describes a genuine positive experience with the store's employees and specifically mentions an employee named Bruce. The 5-star rating is consistent with the praise for staff helpfulness and attitude, which is relevant to the retail experience at this sporting goods/home goods store.",Smith & Edwards - West Jordan,,"['Sporting goods store', 'Home goods store', 'Tack shop', 'Western apparel store']"
Fisher HVAC,"Brian is a great guy! Honest, friendly, and prompt. I HIGHLY recommend him!",Valid,"The review describes a genuine experience with the HVAC service, praising the contractor's qualities (honest, friendly, prompt) which are relevant to the heating/air conditioning contractor business. The 5-star rating is consistent with the positive feedback.",Fisher HVAC,,"['Heating contractor', 'Air conditioning contractor']"
Costa Vida,"Great food. Long waits during peak hours, even if you call ahead or order online for pick up",Valid,"The review provides a genuine experience about the restaurant, commenting on both food quality and service timing. The content is directly relevant to Costa Vida as a Mexican restaurant, and the 3-star rating aligns with the mixed feedback (positive about food, negative about wait times).",Costa Vida,Laid-back counter-serve Mexican chain with Baja-style tacos & burritos plus gluten-free options.,"['Takeout Restaurant', 'Mexican restaurant']"
Knighton Plumbing,"We have had them come out twice, once for some repiping and once for an emergency.  Both times they were very courteous and knowledgeable.  The prices are very reasonable, even when they came out on a weekend.  We will definitely be using them for all our plumbing needs!",Valid,"The review describes genuine experiences with the plumbing service, mentioning specific services (repiping, emergency call), positive attributes (courteous, knowledgeable, reasonable prices), and expresses intent to use them again. The 5-star rating is consistent with the positive experience described.",Knighton Plumbing,,['Plumber']
Maddox Ranch House Inc,Best burgers! And try the banana split! Yummy,Valid,"The review describes a genuine dining experience with specific food items (burgers and banana split) that are relevant to a steakhouse/restaurant, and the 5-star rating is consistent with the positive feedback.",Maddox Ranch House Inc,"Old-school steakhouse serving signature skinless fried chicken, bison & seafood in a rustic setting.","['Steak house', 'Banquet hall', 'Restaurant']"
NPS Store,"This is like a Big Lots and an Aldi's all in one. Cheap price, friendly service and I would recommend going there first before Ang other grocery store.",Valid,"The review describes a genuine shopping experience at the store, comparing it to similar retailers (Big Lots and Aldi's) and mentioning specific aspects like pricing and service quality. The 5-star rating is consistent with the positive recommendation, and the content is relevant to the store's category as a surplus/discount store.",NPS Store,,['Discount store']
Saffron Valley - Sugar House,Great food amd and service!,Valid,"The review provides a genuine positive assessment of the restaurant's food and service, which directly relates to the Indian restaurant business. The 5-star rating is consistent with the positive feedback.",Saffron Valley - Sugar House,"A straightforward menu of kebabs, biryanis & more are served in a laid-back, communal setting.","['Indian restaurant', 'Caterer', 'Indian takeaway', 'Modern Indian restaurant']"
Performance Ford Lincoln Bountiful,"Scheduled an appointment for service, and they got me in and out inside of 45 minutes, with a wash too. Thanks Performance & Blaine!",Valid,"The review describes a genuine service experience at the Ford dealership, mentioning scheduling an appointment, quick service time, and additional wash service. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the auto service business.",Performance Ford Lincoln Bountiful,,"['Ford dealer', 'Auto broker', 'Auto parts store', 'Auto repair shop', 'Car finance and loan company', 'Car leasing service', 'Lincoln dealer', 'Truck dealer', 'Used car dealer', 'Used truck dealer']"
Buffalo Wild Wings,Good service. Great wings. Was seated very fast around 5:30.,Valid,"The review describes a genuine dining experience at Buffalo Wild Wings, mentioning specific aspects like service quality, food (wings), and seating time. The content is directly relevant to the restaurant's offerings and the 5-star rating is consistent with the positive feedback.",Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout restaurant', 'Restaurant', 'Sports bar']"
WinCo Foods,WinCo is the best!  The cheapest prices in the world.  They have  a huge variety of products  from cheap eggs to organic produce.  The only thing to know is that they don't take credit cards.  Debit or cash only.,Valid,"The review provides a genuine experience about WinCo Foods, discussing relevant aspects like pricing, product variety, and payment methods. The content is directly related to the supermarket/grocery store business and the 5-star rating aligns with the positive feedback.",WinCo Foods,"Employee-owned 24/7 supermarket chain with discounted groceries & bulk foods, plus a deli & bakery.","['Supermarket', 'Bakery', 'Butcher shop', 'Deli', 'Grocery store', 'Produce market', 'Seafood market']"
Ogden Pizzeria,Always great!,Valid,"The review expresses a positive experience ('Always great!') that is relevant to the pizzeria, and the 5-star rating is consistent with the positive sentiment. While brief, the text relates to the business category and description.",Ogden Pizzeria,Family-friendly pizzeria with pies covered in special sauce & cheese-covered toppings.,"['Pizza restaurant', 'Italian restaurant']"
Century 16 Salt Lake and XD,"Century 16 is always a nice place to see a flick. They keep the theatres clean and they've been outfitted with comfortable, motorized lounge chairs so one can just relax and watch the movie. Like everywhere the tickets are a bit pricey as is the food but if you exercise some self control, you can get in and out in under $12.",Valid,"The review describes a genuine movie theater experience with specific details about the venue (clean theaters, motorized lounge chairs, pricing), and the 4-star rating is consistent with the balanced positive feedback that acknowledges both good aspects and minor concerns about cost.",Century 16 Salt Lake and XD,"Theater complex with multiple screens, all-stadium seating & self-service ticketing kiosks.","['Movie theater', 'Snack bar']"
Main Street Café,Food was relatively fast and pricing was definitely fair. The guy was really friendly and made the environment very inviting.,Valid,"The review describes a genuine dining experience at the cafe, mentioning food service speed, pricing, staff friendliness, and atmosphere. The 5-star rating is consistent with the positive feedback about the experience.",Main Street Café,"Cozy, vibrant cafe offering wide-ranging & vegan-friendly American dishes, plus a shaded patio.","['Cafe', 'Restaurant']"
The Bayou,"Inside dining closed until March. Until then,  To go orders on all food and draft beer!",Valid,"The review provides useful, location-specific information about the restaurant's current operating status (inside dining closed until March, takeout available). This is relevant to potential customers and relates directly to the business operations.",The Bayou,Buzzy eatery & bar offering Cajun-inspired fare & pub grub plus an extensive beer list & live music.,"['Cajun restaurant', 'American restaurant', 'Bar & grill', 'Beer hall', 'Pub', 'Restaurant']"
Lube It Express,Area around vacuums pretty dirty but otherwise equipment is reliable,Valid,"The review describes a genuine experience at an oil change service, mentioning specific aspects like vacuum area cleanliness and equipment reliability, which are relevant to the business category and services offered.",Lube It Express,,['Oil change service']
The Paint Mixer,Very fun date night for me and my husband. I expected a little more instruction so it ended up being a bit harder than I expected. They encourage creativity so that pushed me a bit but made it very fun! Fun group of girls working there!,Valid,"The review describes a genuine experience at the event venue, mentioning a date night activity, the level of instruction provided, creativity encouragement, and positive comments about the staff. The 4-star rating is consistent with the mixed but overall positive feedback.",The Paint Mixer,,['Event venue']
Wendy's,Who doesnt like a $4 meal and a .50 cent frosty ?!?!?,Valid,"The review discusses the pricing of meals and frostys at Wendy's, which is directly relevant to the fast-food restaurant experience. The 4-star rating aligns with the positive sentiment about the value proposition.",Wendy's,Fast-food burger chain serving sides such as chili & baked potatoes.,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
Big O Tires,Nice,Irrelevant,"The review text 'Nice' is extremely short and vague, providing no specific information about tire services, auto repair, or any experience related to the automotive business categories. The generic adjective does not relate to the tire shop services or demonstrate any actual visit or service experience.",Big O Tires,,"['Tire shop', 'Auto tune up service', 'Brake shop', 'Car repair and maintenance', 'Mechanic', 'Wheel alignment service']"
Ridley's Family Markets,Convenient location,Valid,"The review text 'Convenient location' is directly relevant to the grocery store business, describing a positive aspect of the location. The 4-star rating is consistent with the positive comment about convenience.",Ridley's Family Markets,,['Grocery store']
Garage on Beck,"Great food, great band, great service 😁😁",Valid,"The review describes a genuine experience at the venue, mentioning food, live music (band), and service, which are all relevant to this bar & grill/restaurant/live music venue. The 5-star rating is consistent with the positive feedback.",Garage on Beck,Auto repair shop transformed into a laid-back comfort-food haunt with live music & a garden patio.,"['Bar & grill', 'American restaurant', 'Bar', 'Live music venue', 'Restaurant']"
Sweet Lake Biscuits & Limeade,What a fantastic meal at a great venue. Love this! The Hoss is amazing. Great staff.,Valid,"The review describes a genuine dining experience with specific mentions of food ('The Hoss'), positive comments about staff, and overall satisfaction that aligns with the restaurant's offering of Southern biscuit sandwiches. The 5-star rating is consistent with the enthusiastic positive text.",Sweet Lake Biscuits & Limeade,"Southern biscuit sandwiches, creative limeades & salads top the menu at this inviting stop.","['American restaurant', 'Brunch restaurant', 'Restaurant']"
Break Bread Barber Co.,Decent barbershop. Newly renovated with a grungier/rougher vibe. The smell of 4:20 in the air and explicit rap lyrics over the TVs didn't feel professional but it caters to the target crowd I imagine. The haircut with tip was $47. As far as quality and overall experience goes I felt it was more of a $35 with tip haircut. I was able to get right in without a wait. Will probably return.,Valid,"The review describes a genuine experience at the barbershop, discussing the atmosphere, pricing, service quality, and wait time. The 4-star rating aligns with the mixed but overall positive feedback about the haircut and experience.",Break Bread Barber Co.,,"['Barber shop', 'Hair salon']"
Snowbird,We spent a week here with family.  You can never go wrong at snowbird.  Summer is beautiful.  Take the lift for stunning pics.,Valid,"The review describes a genuine experience at the mountain resort, mentioning a week-long family stay, positive comments about the location in summer, and specific activities like taking the lift. The 5-star rating is consistent with the positive experience described, and the content is highly relevant to Snowbird as a mountain resort.",Snowbird,"Expansive, all-season mountain resort with relaxed accommodations, plus 11 restaurants & a luxe spa.","['Ski resort', 'Event venue', 'Resort hotel', 'Wedding venue']"
Chinese Gourmet,Great for the price,Valid,"The review provides a genuine evaluation of the restaurant experience, commenting on value for money with a 4-star rating that aligns with the positive sentiment. The text is relevant to the Chinese restaurant business.",Chinese Gourmet,"No-frills chain dishing out standard Chinese fare, including meal deals, from behind a counter.","['Chinese restaurant', 'Asian restaurant']"
El Paisa Grill,"Two words: Taco Bar.

I cane here on various recommendations specifically for the taco bar and absolutely was not disappointed. All the varieties were good, you get a great assortment of trimmings to add on as you please, and the price was 👌. I only briefly looked at the rest of their offerings but it all seemed very good. The crowd was mostly Latinos, which was a excellent site to see as an affirmation of how good it was. I can’t wait to come back.",Valid,"The review describes a genuine dining experience at El Paisa Grill, specifically mentioning the taco bar which aligns with the business description. The reviewer provides specific details about the food quality, variety, pricing, and atmosphere, and the 5-star rating is consistent with the positive experience described.",El Paisa Grill,,"['Mexican restaurant', 'Restaurant']"
Gary Ricks Services Inc,Stephanie is awesome. I had my ducts cleaned and furnace serviced.,Valid,"The review describes a genuine service experience at the HVAC contractor, mentioning specific services (duct cleaning and furnace service) that directly relate to the business category. The 5-star rating is consistent with the positive feedback about the staff member Stephanie.",Gary Ricks Services Inc,,"['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Air duct cleaning service', 'Furnace repair service', 'Heating contractor', 'Heating equipment supplier']"
"Motel 6 Nephi, UT","Note, my stay was not recent, so if management/ownership has changed, conditions might be different, but other reviews suggest it hasn't.  Possibly the worst hotel that I've stayed at.  We had to go back to the desk to ask for towels, soap, shampoo, etc.  We went to use the hot tub to find out that they turn it off to save money and told us it would be about 12 hours or so before it heated up above the 60 degrees that it currently was.  Staff was not helpful.  The bed was uncomfortable, and the hotel was surprisingly noisy (poor insulation and weatherstripping on doors).  I think it only exists to take advantage of truckers just looking for any cheap place to crash who roll in at midnight.  It sounded like someone was trying to fix a transmission in the room above us.  My wife and I stopped here when my 1 yr old daughter decided that the 8+ hours we had been driving was unacceptable.  We still laugh about how miserable of a night it was, so in a way, it's a happy memory?",Valid,"The review describes a genuine stay experience at the motel with specific details about amenities (hot tub, towels, soap), staff interactions, room conditions, and circumstances of the visit. Despite the 1-star rating and negative sentiment, the reviewer provides detailed firsthand experiences that are directly relevant to evaluating this lodging establishment.","Motel 6 Nephi, UT","Straightforward budget lodging with an indoor pool & restaurant, plus free WiFi & morning coffee.","['Motel', 'Hotel']"
McDonald's,"I typically hoof it here from my office.  The service inside has been quick, efficient, and courteous.   I have no complaints and will continue to patronize this McDonald's.",Valid,"The review describes a genuine experience at McDonald's, mentioning the reviewer's regular visits from their office, positive comments about service quality (quick, efficient, courteous), and intent to continue patronizing the location. The 4-star rating is consistent with the positive feedback about the fast-food restaurant.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",['Fast food restaurant']
Storage City,"Awful, terribly horribly no good customer service...",Valid,"The review expresses a negative experience with customer service at a storage facility, which is relevant to the business. Despite the extreme 1-star rating and emotional language, it describes a direct experience with the service quality rather than indicating the reviewer never visited.",Storage City,,['Storage facility']
Old Iron Town Historic Site,Quick stop to see the history,Valid,"The review describes a genuine visit to a historical landmark, with the text 'Quick stop to see the history' being directly relevant to the business category 'Historical landmark' and the 5-star rating is consistent with a positive experience.",Old Iron Town Historic Site,,['Historical landmark']
The Rusted Spoon Ogden,Love this place fast service fast seating. Delicious food.,Valid,"The review describes a genuine dining experience with positive feedback about service speed, seating, and food quality, which directly relates to the restaurant's business as a family/American restaurant serving breakfast and comfort food.",The Rusted Spoon Ogden,Relaxed eatery serving breakfast & American comfort food in an Old West–themed space.,"['Family restaurant', 'American restaurant', 'Breakfast restaurant', 'Brunch restaurant', 'Restaurant']"
La Puente Restaurant,I was just on the phone with a lady and my daughter wanted to have her bday meal from this restaurant. I was on the phone still ordering 7 simple take out meals and the lady says she’s been on the phone with me for 3 minutes and she missed 3 calls already and I said well I’m trying to help your business along with trying to fulfill my daughter’s wishes. I asked for her name and she hung up on me! I wasn’t rude at all and this lady shouldn’t be answering phone calls for this business. Wow is all I can say. Taking my business somewhere else! I suggest you all do the same not very customer friendly business!,Valid,"The review describes a genuine customer service experience with the restaurant, detailing a specific phone interaction while trying to place an order. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the restaurant's service quality.",La Puente Restaurant,,"['Mexican restaurant', 'Latin American restaurant']"
