business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
El Paricutin Mexican Food,"(Translated by Google) The food is delicious.

(Original)
La comida esta deliciosa.",Valid,"The review provides a genuine positive assessment of the food quality at this Mexican restaurant. The 5-star rating is consistent with the positive comment 'The food is delicious', and the content is directly relevant to the restaurant's category and service.",,,,El Paricutin Mexican Food,,['Mexican restaurant']
Clarion Hotel & Suites,"Good breakfast. All you can eat Chinese buffet in hotel. Small refrigerator, but good price.",Valid,"The review describes a genuine hotel experience, mentioning specific amenities (breakfast, Chinese buffet, refrigerator, price) that are relevant to the hotel's services. The 4-star rating is consistent with the positive but balanced feedback provided.",,,,Clarion Hotel & Suites,"Straightforward quarters in an unpretentious hotel offering a gym, dining & free breakfast.","['Extended stay hotel', 'Buffet restaurant', 'Hotel', 'Restaurant']"
China Express,Love their food! 😊🍜🍲🍴,Valid,"The review expresses genuine positive sentiment about the food at a Chinese restaurant, with appropriate food emojis and a 5-star rating that matches the positive text content.",,,,China Express,,['Chinese restaurant']
Ladybug Latte,Friendly and yummy!,Valid,"The review describes a positive experience with friendly service and good taste at a coffee shop, which is directly relevant to the business. The 5-star rating is consistent with the positive feedback.",,,,Ladybug Latte,,['Coffee shop']
Big Lots,Manager Bob was awesome! Showed us everything we needed!,Valid,"The review describes a genuine shopping experience at Big Lots, mentioning specific interaction with a manager named Bob who helped them find products. This is relevant to the discount/furniture store business and the 5-star rating is consistent with the positive experience described.",,,,Big Lots,"Chain selling a range of products, such as housewares, grocery items & furniture.","['Discount store', 'Furniture store']"
PetSmart,It was early evening and my cats were afraid they were starving,Valid,"The review describes a genuine experience related to pets and visiting PetSmart for pet supplies/food, which directly relates to the business category as a pet supply store. The context of cats needing food is relevant to the store's purpose.",,,,PetSmart,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet adoption service', 'Pet groomer', 'Pet trainer']"
Dan's Supermarket,Good food at a reasonable price.,Valid,"The review describes a genuine experience about food quality and pricing at the supermarket, which is relevant to the business categories (Supermarket, Bakery, Deli, etc.). The 4-star rating is consistent with the positive sentiment expressed in the text.",,,,Dan's Supermarket,,"['Grocery store', 'Supermarket']"
Dairy Queen Grill & Chill,Received melty and runny blizzards. Informed staff.,Valid,"The review describes a genuine experience at Dairy Queen regarding their signature Blizzard ice cream products, which directly relates to the business description as an ice cream shop. The reviewer mentions receiving poor quality products and informing staff, which is relevant feedback about the service and product quality.",,,,Dairy Queen Grill & Chill,Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,"['Fast food restaurant', 'Ice cream shop']"
T.J. Maxx,Tons of discounted items cool shopping experience,Valid,"The review describes a genuine shopping experience at T.J. Maxx, mentioning 'discounted items' which aligns with the store's retail model, and the 4-star rating is consistent with the positive shopping experience described.",,,,T.J. Maxx,"Retail chain featuring stylish brand-name apparel, shoes & accessories, plus housewares.","['Department store', ""Children's clothing store"", 'Clothing store', 'Jewelry store', ""Men's clothing store"", 'Sunglasses store', 'Swimwear store', ""Women's clothing store""]"
Tractor Supply Co.,Friendly and helpful staff.,Valid,"The review describes a genuine experience with the staff at Tractor Supply Co., and the 4-star rating is consistent with the positive feedback about friendly and helpful service.",,,,Tractor Supply Co.,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots.","['Home improvement store', 'Animal feed store', 'Garden center', 'Hardware store', 'Lawn mower store', 'Pet supply store', 'Propane supplier']"
Sleep Inn & Suites Bismarck I-94,Nice place and very accommodating,Irrelevant,"The review text 'Nice place and very accommodating' is positive and suggests a good experience, but it's paired with a 1-star rating, creating a strong contradiction. This extreme mismatch between the positive content and negative rating indicates the review is likely not genuinely reflecting an actual experience at this hotel.",,,,Sleep Inn & Suites Bismarck I-94,"Modern lodging offering contemporary rooms & an indoor pool, plus an exercise room & free breakfast.","['Hotel', 'Event venue']"
Runnings,Love this place,Valid,"The review expresses genuine positive sentiment about the store with a 5-star rating that matches the positive text. While brief, the comment is relevant to the retail business.",,,,Runnings,,['Store']
Scenic Sports & Liquor,"Unless you are a good old boy
Our a local they were not very helpful or accommodating",Valid,"The review describes a genuine experience at the sporting goods/fishing store, expressing dissatisfaction with customer service based on perceived preferential treatment. The 2-star rating is consistent with the negative experience described.",,,,Scenic Sports & Liquor,,"['Fishing store', 'Sporting goods store']"
"SRT Communications, Inc.",Customer service has been top notch the past couple of years.,Valid,"The review describes a genuine experience with the company's customer service over multiple years, which is directly relevant to SRT Communications as a service provider. The 5-star rating is consistent with the positive feedback about their service quality.",,,,"SRT Communications, Inc.",,"['Internet service provider', 'Security system supplier', 'Telephone company']"
Smashburger,love the salads,Valid,"The review expresses positive sentiment about salads at Smashburger, which is relevant to the restaurant. Many burger chains serve salads as menu items, making this a genuine dining experience review despite being brief.",,,,Smashburger,"Counter-serve chain featuring signature smashed burgers, plus sides & shakes.","['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']"
Los Saguaros Mexican Restaurant,Fish tacos are always on point,Valid,"The review describes a genuine dining experience at a Mexican restaurant, specifically mentioning fish tacos which is relevant to the restaurant's category as a taco restaurant. The 5-star rating is consistent with the positive feedback.",,,,Los Saguaros Mexican Restaurant,,"['Restaurant', 'Burrito restaurant', 'Taco restaurant']"
Bubba's Bubbles,Grate for the famliy,Valid,"Despite the spelling errors ('Grate' instead of 'Great' and 'famliy' instead of 'family'), the review expresses a positive experience about a laundry service being good for families, which is relevant to the business category and supported by the 5-star rating.",,,,Bubba's Bubbles,,['Laundry']
Mobil,Decent but not impressive by any means decent hot food drink selection can be wonky at times usually friendly staff.,Valid,"The review provides a genuine assessment of a gas station experience, mentioning relevant aspects like hot food, drink selection, and staff friendliness, which are typical services found at gas stations.",,,,Mobil,,['Gas station']
Dunn Brothers Coffee,Great coffee,Valid,"The review provides a genuine positive assessment of the coffee at a coffee shop, with the 5-star rating consistent with the praise. The text directly relates to the core product of the business.",,,,Dunn Brothers Coffee,Espresso & cold-brew drinks made from sustainable beans are the specialty of this coffeehouse chain.,"['Coffee shop', 'Cafe']"
LongHorn Steakhouse,"Omg it was so good!👍 I can't wait to come back, and stuff my face again! 😂😆",Valid,The review expresses genuine enthusiasm about the food experience at the steakhouse with a 5-star rating that matches the positive sentiment. The text relates directly to dining at the restaurant and indicates the reviewer actually visited and enjoyed their meal.,,,,LongHorn Steakhouse,Casual steakhouse chain known for grilled beef & other American dishes in a ranch-style space.,"['Steak house', 'Bar & grill', 'Barbecue restaurant', 'Family restaurant', 'Takeout Restaurant', 'Traditional American restaurant']"
Burly's Roughrider Bar & Steakhouse LLC,Good food,Valid,"The review provides a genuine, positive assessment of the food quality at a bar & grill establishment, and the 5-star rating is consistent with the positive comment.",,,,Burly's Roughrider Bar & Steakhouse LLC,,['Bar & grill']
Giotto's,Faster service and friendly staff,Valid,"The review describes a genuine experience at the pizza restaurant, mentioning service speed and staff friendliness which are relevant aspects of dining at Giotto's. The 5-star rating is consistent with the positive feedback.",,,,Giotto's,,['Pizza restaurant']
Costco Wholesale,Very nice place good price on gas,Valid,"The review describes a genuine experience at Costco, mentioning specific aspects like the place being nice and good gas prices. This is relevant to a warehouse store that typically offers gas stations for members, and the 4-star rating aligns with the positive sentiment.",,,,Costco Wholesale,"Members-only warehouse selling a huge variety of items including bulk groceries, electronics & more.","['Warehouse store', 'Department store']"
Spitfire Bar & Grill,"I really liked the atmosphere, friendly staff, doing their best short 1 server.  The tea wasn't very good, was more like water.  My husband really enjoyed the full rack of ribs.  I think the breading on my Walleye was very greasy and too thick.  I removed it to eat the fish.  My son enjoyed his selection.  Overall, it smelled wonderful when we walked through the restaurant to our booth.  I think the prices of the food is higher than other places we've eaten similar dishes.  I never give 5 stars because nobody is perfect.  Thank you.",Valid,"The review provides a detailed and genuine dining experience at Spitfire Bar & Grill, discussing specific menu items (ribs, walleye, tea), service quality, atmosphere, and pricing. The content is highly relevant to the restaurant's category as a bar & grill and barbecue restaurant, and the 4-star rating aligns with the mixed but generally positive feedback provided.",,,,Spitfire Bar & Grill,"American eatery offering BBQ & wood-grilled meats, plus a bar for martinis, sangria & happy hour.","['Bar & grill', 'Barbecue restaurant']"
Party City,Party city is way over priced on there balloons won't go back there,Valid,"The review provides a genuine experience about Party City's balloon pricing, which is directly relevant to the party store business. The 2-star rating is consistent with the negative feedback about pricing.",,,,Party City,,['Party store']
Paradiso Mexican Restaurant | Fargo,Love the food and love we can bring the sauces home! Great staff and always delivers the meal the same,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific aspects like food quality, takeaway sauces, staff service, and consistency. The 5-star rating aligns with the positive feedback, and all content is directly relevant to the restaurant.",,,,Paradiso Mexican Restaurant | Fargo,"Local chain serving Mexican faves, including flame-grilled fare, in a casual, traditional space.","['Mexican restaurant', 'Restaurant']"
Harold Newman Arena,Fabulous addition to the University,Valid,"The review expresses a positive opinion about the arena as an addition to the University, which is relevant to the location. The 5-star rating is consistent with the positive sentiment expressed in the text.",,,,Harold Newman Arena,,['Gym']
Hardee's,Too expensive,Valid,"The review expresses a genuine opinion about the pricing at Hardee's, which is relevant to the fast-food restaurant experience. The 2-star rating is consistent with the negative feedback about cost.",,,,Hardee's,Fast-food chain serving fried chicken & big burgers.,['Fast food restaurant']
Coffee & Bagels,Bagel was great,Valid,"The review describes a genuine experience with the food (bagel) at this coffee shop/breakfast restaurant, and the 4-star rating is consistent with the positive feedback about the bagel quality.",,,,Coffee & Bagels,"Eco-conscious coffee chain offering java drinks, smoothies & teas alongside light fare & pastries.","['Coffee shop', 'Breakfast restaurant', 'Cafe']"
Barnes & Noble,"Friendly,helpful employees.",Valid,"The review describes a genuine experience with the staff at Barnes & Noble, and the 5-star rating is consistent with the positive feedback about employees being friendly and helpful.",,,,Barnes & Noble,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.","['Book store', 'Cafe', 'Childrens book store', 'Hobby store', 'Toy store']"
Arby's,Great service. Had a nice conversation with the workers. Food was hot and quick.,Valid,"The review describes a genuine dining experience at Arby's, mentioning specific aspects like service quality, staff interaction, and food temperature/speed. The content is directly relevant to the fast-food restaurant and the 5-star rating aligns with the positive feedback.",,,,Arby's,"Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","['Fast food restaurant', 'American restaurant', 'Deli', 'Takeout restaurant', 'Sandwich shop']"
Hornbacher's,Like the upstairs seating area,Valid,The review describes a specific feature of the grocery store (upstairs seating area) that is relevant to the business. The 4-star rating is consistent with the positive comment about liking this seating area.,,,,Hornbacher's,"Longtime (since 1951) market for groceries, meats & produce, with a deli, bakery & fresh flowers.","['Grocery store', 'Coffee shop']"
Maisey Dental Clinic,"It was our 2 year olds first dentist visit and our 4 year olds second dentist visit and they did amazing with them! Talked to them and let them know what they were doing,  asked if they were OK all through out the visit and cleaning.  Very friendly and caring staff from the front desk and all through their visit!",Valid,"The review describes a genuine experience at the dental clinic, specifically detailing a visit for two children's dental appointments. The content is directly relevant to the dental clinic's services, mentions specific aspects like staff friendliness and patient care, and the 5-star rating is consistent with the positive experience described.",,,,Maisey Dental Clinic,,['Dental clinic']
Shotgun Sally's,"Crowded and loud, not very good food",Valid,"The review describes a genuine dining experience with specific complaints about the restaurant being crowded, loud, and having poor food quality. The 1-star rating is consistent with the negative feedback about the American restaurant/bar & grill establishment.",,,,Shotgun Sally's,,"['American restaurant', 'Bar & grill', 'Live music venue']"
Jimmy John's,Dankest sub shop in town.  Open late.  Super cool bike delivery guy too.,Valid,"The review describes a genuine experience at Jimmy John's, mentioning specific aspects like the sandwiches ('sub shop'), late hours, and delivery service, all of which align with the business description and category. The 5-star rating is consistent with the positive language used.",,,,Jimmy John's,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.","['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Delivery Restaurant', 'Takeout Restaurant']"
Fleet Farm,"Great deals, great atmosphere to shop in. Gun section renovation top notch.",Valid,"The review describes a genuine shopping experience at Fleet Farm, mentioning deals, atmosphere, and the gun section renovation. This aligns well with the business being a department store that includes hunting/outdoor sports equipment, making the gun section reference relevant to the store's offerings.",,,,Fleet Farm,"Retailer with a range of merchandise, including fishing gear, housewares & automotive parts.","['Department store', 'Fishing store', 'Hardware store', 'Home improvement store', 'Hunting store', 'Outdoor sports store', 'Pet supply store', 'Work clothes store']"
Stonehome Brewing Company,Good food and fun place to have a beer with friends,Valid,"The review describes a genuine experience at the brewery, mentioning both food and beer which aligns with the business category of 'Restaurant' and 'Brewery'. The 5-star rating is consistent with the positive text.",,,,Stonehome Brewing Company,,"['Restaurant', 'Brewery']"
Gateway Chevrolet Cadillac,"Trying to buy a new pickup,  no prices on their vehicles,  no one around to answer any questions...I won't be buying from them I guess",Valid,"The review describes a genuine experience visiting the dealership to buy a pickup truck. The reviewer mentions specific issues encountered (no prices displayed, no staff available) that are directly relevant to the car dealership's service, and the 1-star rating is consistent with the negative experience described.",,,,Gateway Chevrolet Cadillac,,"['Chevrolet dealer', 'Cadillac dealer']"
Memorial Park,Nice park. Took my drone out here and crashed it a few times had fun tho,Valid,"The review describes a genuine experience at Memorial Park, mentioning using a drone and having fun despite crashes. The content is relevant to the park location and the 3-star rating is consistent with a mixed but positive experience.",,,,Memorial Park,,"['Park', 'Memorial park', 'Tourist attraction']"
Corwin Toyota of Fargo,Very polite people.,Valid,"The review provides a genuine assessment of the staff's behavior at the Toyota dealership, which is relevant to the business category and customer service experience.",,,,Corwin Toyota of Fargo,,"['Toyota dealer', 'Car dealer', 'Used car dealer']"
Taco Bell,Yuck... now I know why I stopped going there.,Valid,"The review expresses a genuine negative experience at Taco Bell, with the 1-star rating consistent with the disappointed sentiment. The text implies the reviewer has visited before ('I stopped going there') and is sharing their opinion about the food quality, which is relevant to this fast-food restaurant.",,,,Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Walmart Supercenter,They had exactly what I was looking for.,Valid,"The review describes a genuine shopping experience at Walmart, mentioning they found what they were looking for, which is relevant to a department/retail store. The 4-star rating is consistent with the positive experience described.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Domino's Pizza,Love it,Valid,"The review expresses a positive sentiment ('Love it') with a 4-star rating that is consistent with the text. While brief, the review is relevant to the pizza restaurant and represents a genuine opinion about the business.",,,,Domino's Pizza,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,"['Pizza delivery', 'Delivery Restaurant', 'Takeout Restaurant', 'Pizza restaurant', 'Pizza Takeout']"
Culver's,They always forget something and my beef Patty's were burnt,Valid,"The review describes a genuine dining experience at Culver's, mentioning specific issues with food quality (burnt beef patties) and service (forgetting items). The 2-star rating is consistent with the negative experience described, and the content is directly relevant to the restaurant's food and service.",,,,Culver's,Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
The Spot,Its the spot,Irrelevant,"The review text 'Its the spot' is extremely short and appears to be a play on words with the business name rather than describing any actual experience at the bar. The text doesn't relate to bar services, atmosphere, drinks, or any relevant aspects of the business.",,,,The Spot,,['Bar']
McDonald's,Very friendly service & hot food :-),Valid,"The review describes a genuine dining experience at McDonald's, mentioning specific aspects like friendly service and hot food that are directly relevant to the fast-food restaurant. The 5-star rating is consistent with the positive feedback.",,,,McDonald's,,['Fast food restaurant']
Hardee's,It’s a Hardee’s.,Valid,"The review is concise but relevant to the business. The neutral tone and 3-star rating are consistent, and the text acknowledges the establishment's identity as a Hardee's restaurant, which relates directly to the fast-food chain.",,,,Hardee's,Fast-food chain serving fried chicken & big burgers.,['Fast food restaurant']
Costco Wholesale,"I just love buying here, a lot of varieties to choose from",Valid,"The review describes a genuine shopping experience at Costco, mentioning 'buying here' and 'a lot of varieties to choose from' which directly relates to the warehouse store's business of selling a huge variety of items. The 5-star rating is consistent with the positive sentiment expressed.",,,,Costco Wholesale,"Members-only warehouse selling a huge variety of items including bulk groceries, electronics & more.","['Warehouse store', 'Department store']"
Corwin Automotive Group,Was never here,Rant_Without_Visit,"The reviewer explicitly states 'Was never here', indicating they have never visited the location, yet gave a 1-star rating, which represents a strong negative sentiment without any actual experience.",,,,Corwin Automotive Group,,['Car dealer']
West Acres Mall,Little bit of everything,Valid,"The review provides a genuine, albeit brief, assessment of the mall experience. The phrase 'Little bit of everything' accurately describes a shopping mall's variety of offerings and aligns well with the business description of 'over 100 shops, including department stores, plus a food court.' The 4-star rating is consistent with a positive but not overly enthusiastic experience.",,,,West Acres Mall,"Long-running mall with over 100 shops, including department stores, plus a food court & local art.",['Shopping mall']
Taco Bell,The best Taco Bell on the planet!,Valid,"The review expresses a genuine positive opinion about the Taco Bell location, with a 5-star rating that matches the enthusiastic text. The content is directly relevant to the restaurant.",,,,Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
South High Sports Arena,Good people,Valid,"The review provides a positive assessment of the people at the sports arena, which is relevant to the venue experience. Despite being brief, 'Good people' relates to the staff or patrons at the arena, and the 5-star rating is consistent with the positive sentiment.",,,,South High Sports Arena,,['Arena']
McDonald's,Great service!,Valid,"The review provides a genuine positive assessment of the service quality at McDonald's, and the 5-star rating is consistent with the positive feedback about service.",,,,McDonald's,,['Fast food restaurant']
Perkins Restaurant & Bakery,Not a very good meals but its okay,Valid,"The review provides a genuine assessment of the food quality at Perkins Restaurant & Bakery, which is directly relevant to the restaurant's service. The 3-star rating aligns with the lukewarm sentiment expressed in the text.",,,,Perkins Restaurant & Bakery,"Kid-friendly chain known for baked goods, breakfasts & other American standards in dinerlike digs.","['Restaurant', 'Bakery', 'Family restaurant']"
Emergency Food Pantry,Excellent food Bank. Thing is it is bimonthly but always over a hundred lb of food so I'm very grateful.,Valid,"The review describes a genuine experience at the food bank, mentioning specific details like bimonthly distribution and quantity of food received. The 5-star rating aligns with the grateful sentiment expressed, and the content is directly relevant to the food bank's services.",,,,Emergency Food Pantry,,['Food bank']
Allstate Peterbilt of Williston,Good experience every time.,Valid,"The review describes a genuine positive experience at the truck service business, with a 4-star rating that aligns with the positive sentiment of 'Good experience every time.'",,,,Allstate Peterbilt of Williston,,"['Truck repair shop', 'Dump truck dealer', 'Truck accessories store', 'Truck dealer', 'Truck parts supplier', 'Truck rental agency']"
Hardee's,It takes forever to get mediocre food. Nothing fast about this place.,Valid,"The review describes a genuine dining experience at Hardee's, commenting on service speed and food quality, which are relevant to a fast food restaurant. The 2-star rating is consistent with the negative feedback about slow service and mediocre food.",,,,Hardee's,Fast-food chain serving fried chicken & big burgers.,['Fast food restaurant']
iCare Electronic Repair,Staff is very friendly and the owner is a fair and honest man.,Valid,"The review describes a genuine experience with the business staff and owner, which is directly relevant to an electronic repair service. The positive sentiment aligns with the 5-star rating.",,,,iCare Electronic Repair,,"['Phone repair service', 'Cell phone store', 'Computer repair service', 'Computer support and services', 'Electronics repair shop', 'Mobile phone repair shop', 'Screen repair service']"
Mickelson Field Area,Very comforting and tranquil,Valid,"The review describes a genuine experience at the baseball field location, with adjectives 'comforting and tranquil' that are relevant to describing the atmosphere of a recreational sports venue. The 5-star rating is consistent with the positive sentiment.",,,,Mickelson Field Area,,['Baseball field']
The Toasted Frog,"Once again I try not to give any place five stars (because there is always room for improvement.) in an efforts to undo some critical reviews. I've eaten here at least twice and it has always been outstanding. The staff is friendly and accommodating. The food is extraordinary! The kitchen does amazing things even to the side dishes, which are often over looked at most establishments.

I look forward to our return.",Valid,"The review describes genuine dining experiences at the restaurant with specific details about staff, food quality, and side dishes. The 5-star rating aligns with the positive feedback, and the reviewer mentions visiting 'at least twice' which demonstrates actual visits to the location.",,,,The Toasted Frog,,"['Eclectic restaurant', 'Restaurant']"
Park Plaza Shopping Center,Good store,Valid,"The review provides a positive assessment ('Good store') that is relevant to the shopping center location, and the 5-star rating is consistent with the positive text.",,,,Park Plaza Shopping Center,,['Shopping mall']
Denny's,"(Translated by Google) Ok American breakfast restaurant Great food

(Original)
Ok Amerikansk frokost restaurant  God mat",Valid,"The review provides a genuine assessment of the dining experience at Denny's, praising it as a good American breakfast restaurant with great food. The 4-star rating is consistent with the positive feedback, and the content directly relates to the business description and category as a diner/American breakfast restaurant.",,,,Denny's,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.","['Diner', 'American restaurant', 'Breakfast restaurant']"
Lil' Bitz Pumpkin Patch (open Sept 19th- Oct 31st),Lots of family fun! All sorts of things to see and do. Oh and Pumkins!!! Lots of Pumpkins!! :),Valid,"The review describes a genuine experience at a pumpkin patch, mentioning family fun, activities, and pumpkins, which directly relates to the business category and name. The 5-star rating is consistent with the positive experience described.",,,,Lil' Bitz Pumpkin Patch (open Sept 19th- Oct 31st),,['Pumpkin patch']
Games Galore Party Rental,A little cheesy,Valid,"The review 'A little cheesy' with a 4-star rating appears to be a genuine assessment of the party rental service. While brief, the comment relates to the quality/style of party equipment or service provided by this party rental business, which is relevant to the business category.",,,,Games Galore Party Rental,,"['Party equipment rental service', 'Party store']"
Sky Dancer Casino & Resort,Nice casino for some fun.,Valid,The review provides a genuine assessment of the casino experience with a 4-star rating that aligns with the positive comment 'Nice casino for some fun.' The content is directly relevant to the business category (Casino) and describes an actual visit experience.,,,,Sky Dancer Casino & Resort,"Open 24/7, this hotel casino features over 525 slot machines plus classic table games & bingo.","['Casino', 'Bingo hall', 'Buffet restaurant', 'Concert hall', 'Event venue', 'Fast food restaurant', 'Fine dining restaurant', 'Sports bar']"
Scheels Arena,Went to a concert. Nice smaller venu. Parking was good. Security staff did a good job checking people and keeping the line moving.,Valid,"The review describes a genuine experience attending a concert at Scheels Arena. The reviewer mentions specific aspects of their visit including the venue size, parking, and security staff, which are all relevant to the arena's services. The 5-star rating is consistent with the positive experience described.",,,,Scheels Arena,"Indoor arena, home to the USHL Fargo Force, hosting sporting events & concerts, with 5,000 seats.","['Arena', 'Hockey rink']"
Ranchman's 23 Saloon and Steakhouse,"We arrived around 1130. We ordered 2 appetizers ( mozz sticks and spin dip). The apps were good the spin dip came with some soft garlic bread which was good.

We ordered steak with grilled shrimp and eggs with biscuits and gravy with a side of fruit. The fruit came out extremely early (before our apps were finished) and was clearly over ripe and had gone bad. The fruit had hit a fizzy sour phase. The gravy on the biscuits and gravy is canned or just a poor rendition of what sausage gravy should be.  The steak supposed to be med rare came out med well. The shrimp was over cooked to the point of chewy.

Prime rib sandwich with chips, onion rings, garlic mash and with 2 eggs and toast. The potatoes were a boiled potato that had no flavor. The chips were hit and miss raw and flavorless with some full on burnt. The eggs and toast never came.

Biscuits and gravy, eggs and sausage links. The eggs were supposed to be over easy but they were almost over hard. The sausage links never came.

Our empty appetizer plates sat on the table for quite a time. They were not busy. Our drinks often sat empty. Our waitress had a poor attitude and often responded as though we were troublesome for asking for our missing food ( eggs, sausage links and toast). She also slammed our plates onto the table when she was delivering food. We asked twice for our check before we got it. I had to ask twice and argue with the waitress over our check being incorrect as they were still charging us for the food we never received and the fruit which I told her twice that was bad. I ended up having to open a dispute with my banking institution.

The final thought the food was poorly made, over cooked and outright over its good date on some. The service was lackluster and poor. The price given all of these short comings is appallingly high. Our bill was also incorrect and when pointed out I was told that no it was fine it was just out of order.  I wouldn’t recommend stopping in for some food. There is a small diner about 15 minutes down the road that is cheaper with better service.

Skip this stop and head into NewTown for a better meal.",Valid,"This is a detailed review describing a genuine dining experience at the restaurant. The reviewer provides specific information about their visit including arrival time, ordered items, food quality issues, service problems, and billing disputes. The 1-star rating is consistent with the numerous negative experiences described, making this a legitimate customer review despite being highly critical.",,,,Ranchman's 23 Saloon and Steakhouse,,['American restaurant']
The Home Depot,"Excellent customer service when it comes to any inquiry i may have regarding current projects.

Terrible when it comes to check out. If i choose self checkout it should be just that. SELF checkout, i didnt know self meant my items would be aggressively grabbed out of my basket and scanned in, not the first time either, in fact its everytime. One person who stands out in my mind is naned Sophia, not only was she grabby like my toddler she failed to to charge me for some bolts i picked up, making me late for picking up my daughter from daycare. Another lady actually took my card out of my hand, they dont even do that in a nornal checkout.

Dear management, do not have lanes labeled self checkout if they arent just that.",Valid,"The review describes genuine experiences at The Home Depot, including specific interactions with staff members and detailed complaints about the self-checkout process. Despite the 1-star rating, the content is relevant to the business as a home improvement store and reflects actual visits to the location.",,,,The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Bathroom supply store', 'Cabinet store', 'Hardware store', 'Lighting store', 'Paint store', 'Rug store', 'Tool store', 'Window treatment store']"
McDonald's,"Disorganized staff, staff more interested in talking to their friends, long wait for food.",Valid,"The review describes a genuine dining experience at McDonald's, mentioning specific issues with staff behavior and service quality that are directly relevant to the restaurant. The 2-star rating is consistent with the negative feedback about disorganized staff and long wait times.",,,,McDonald's,,['Fast food restaurant']
MAC'S Hardware,They have a very large selection of everything most people will ever need some good prices some very high prices you gotta price shop if you want to save money helpful workers they know what they have and where it is,Valid,"The review describes a genuine shopping experience at the hardware store, mentioning specific aspects like product selection, pricing, and staff helpfulness. The 4-star rating is consistent with the balanced feedback about both good and high prices.",,,,MAC'S Hardware,,"['Hardware store', 'Store']"
Culver's,"Food was OK, they ran out off coffee cups and gave me two soda cups to double up and use for coffee..",Valid,"The review describes a genuine dining experience at Culver's, mentioning specific details about the food quality and service (running out of coffee cups). The content is directly relevant to the restaurant and the 3-star rating is consistent with the mixed experience described.",,,,Culver's,Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
Kohl's,Always a place where the staff is friendly and open super late during the holidays.  KOHLS KNOWS WHAT CUSTOMERS WANT,Valid,"The review describes a genuine shopping experience at Kohl's, mentioning specific aspects like friendly staff and extended holiday hours. The 5-star rating is consistent with the positive feedback about customer service and convenience.",,,,Kohl's,"Chain department store offering a wide selection of brand-name clothing, accessories & homewares.",['Department store']
JL Beers,"Most taps in town, some of the best burgers. Quick service. Wish the barstools weren't so cold, I've got a bony ass.",Valid,"The review provides a genuine experience at JL Beers, mentioning specific aspects like the beer taps, burgers, service quality, and even a minor complaint about the barstools. The content is directly relevant to the bar's offerings (craft beers and burgers) and matches both the description and category. The 5-star rating aligns with the overall positive tone despite the minor criticism.",,,,JL Beers,Relaxed hangout featuring burgers with creative topping combos & an assortment of craft beers.,"['Bar', 'Bar & grill', 'Hamburger restaurant']"
Olive Garden Italian Restaurant,Good place to eat,Valid,"The review provides a genuine, positive assessment of the dining experience at the Italian restaurant. The 5-star rating is consistent with the positive comment 'Good place to eat', and the text is directly relevant to the restaurant's service and food quality.",,,,Olive Garden Italian Restaurant,"Lively, family-friendly chain featuring Italian standards such as pastas & salads.","['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']"
