business_name,text,predicted_label,prediction_reason,name,description,category
Maggiano's Little Italy,Delicious!,Valid,"The review expresses a positive opinion about the food quality ('Delicious!') which is directly relevant to the Italian restaurant, and the 5-star rating is consistent with the positive sentiment.",Maggiano's Little Italy,"Semi-upscale chain for classic Italian fare served family-style in a relaxed, polished space.","['Italian restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Restaurant']"
The Beaumont Taco Company,No flavor at all since it changed ownership,Valid,"The review describes a genuine dining experience at the taco restaurant, mentioning the lack of flavor and change in ownership. The 1-star rating is consistent with the negative feedback about the food quality.",The Beaumont Taco Company,,['Taco restaurant']
Rusty's Pizza Parlor,Food and customer service always good.  Like to call in my orders ahead of time though they usually make it within 10 minutes or less. They serve Pepsi products and have a few video games to play.  Numerous TV’s in 2 different seating areas.  Parking is located in front of the building and to the left of the building.  Though the parking on the left side of the building is kind of narrow.,Valid,"The review provides a detailed and genuine experience about the pizza restaurant, covering food quality, service, ordering process, beverages, amenities, and parking. All content is directly relevant to the business and matches the pizza restaurant category.",Rusty's Pizza Parlor,"Family-friendly chain for traditional & specialty pizza, plus hot wings, sandwiches & desserts.","['Pizza restaurant', 'Delivery Restaurant']"
Golden Corral Buffet & Grill,Is ok & clean.,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on cleanliness and overall quality with 'Is ok & clean.' The 4-star rating is consistent with the neutral-positive feedback, and the content relates directly to the buffet restaurant experience.",Golden Corral Buffet & Grill,"Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.","['Buffet restaurant', 'American restaurant', 'Banquet hall', 'Breakfast restaurant', 'Down home cooking restaurant', 'Family restaurant', 'Steak house']"
Starbucks,The Starbuks was in Target at the Whitwood mall. We got in line at the right time...right before the rush! Thank-you to the 2 girls working so hard!,Valid,"The review describes a genuine experience at a Starbucks location within Target at Whitwood mall, mentions timing (avoiding the rush), and appreciates the staff's hard work. The 5-star rating is consistent with the positive experience described.",Starbucks,,['Coffee shop']
La Esperanza | Mexican Food,Excellent food. Wait staff is very helpful. Very clean and neat.,Valid,"The review provides a genuine experience describing the food quality, service, and cleanliness at the Mexican restaurant. The 5-star rating is consistent with the positive feedback about food, staff, and atmosphere.",La Esperanza | Mexican Food,,['Mexican restaurant']
Denny's,Good tasting omlett but hash browns were slightly burned and toast was barely toasted. I'll call it a draw 😉. Coffee was wonderful as usual and service excellent 👌. Had three people bringing me coffee!,Valid,"The review describes a genuine dining experience at Denny's, mentioning specific food items (omelet, hash browns, toast, coffee) and service quality that are directly relevant to this diner/breakfast restaurant. The 4-star rating is consistent with the mixed but generally positive feedback about the food and excellent service.",Denny's,"Casual diner chain dishing up classic American comfort fare, including breakfast, 24 hours a day.","['Diner', 'American restaurant', 'Breakfast restaurant']"
Coffee Nutzz,Hire more help. I like your products. But the wait times are ridiculous. Plus there is no walk in service to offset the drive thru.,Valid,"The review provides genuine feedback about the coffee shop experience, specifically addressing wait times, staffing issues, and service options (drive-thru vs walk-in). The 2-star rating is consistent with the constructive criticism about operational issues while acknowledging they like the products.",Coffee Nutzz,,"['Coffee shop', 'Bubble tea store', 'Ice cream shop']"
Volta Charging Station at Hamilton Marketplace,Nice place,Irrelevant,"The review text 'Nice place' is extremely vague and doesn't relate to the specific service of electric vehicle charging. For an EV charging station, relevant reviews would mention charging experience, equipment functionality, or charging-related aspects, but this generic comment could apply to any location.",Volta Charging Station at Hamilton Marketplace,,['Electric vehicle charging station']
PET PARADISE GROOMING,My buddy has been here since he was lil.  Always kind fast and he's just happy after. And smells good,Valid,"The review describes a genuine experience with pet grooming services, mentioning the pet being happy after grooming and smelling good, which directly relates to the pet grooming business category and services.",PET PARADISE GROOMING,,['Pet groomer']
AutoZone Auto Parts,Dudes know how to get it right!,Valid,"The review expresses a positive experience about the staff's competence at an auto parts store. The phrase 'Dudes know how to get it right!' is relevant to the business category and describes the service quality, making it a genuine review despite being brief.",AutoZone Auto Parts,,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']"
The Habit Burger Grill,Great Food and Delicious French Fríes,Valid,"The review describes a genuine dining experience at the burger restaurant, praising the food and french fries which are directly relevant to the business (hamburger/fast food restaurant). The 5-star rating is consistent with the positive feedback.",The Habit Burger Grill,,['Hamburger restaurant']
Los Domingos Restaurant- Apple Valley,Good food and service.,Valid,"The review provides a genuine assessment of the restaurant experience with comments on both food quality and service, which are directly relevant to the Mexican restaurant business. The 4-star rating aligns with the positive but brief feedback.",Los Domingos Restaurant- Apple Valley,"Easygoing, modest eatery serving Mexican grub such as tacos & enchiladas plus margaritas & beers.","['Mexican restaurant', 'Latin American restaurant', 'Seafood restaurant', 'Sports bar', 'Steak house']"
Carla's Drive In,"Hidden little gem. Love the burgers, fries and vanilla pepsi.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (burgers, fries, vanilla pepsi) that are relevant to a fast food restaurant, and the 5-star rating is consistent with the positive sentiment expressed.",Carla's Drive In,,"['Fast food restaurant', 'Delivery Restaurant', 'Restaurant']"
Boys Burger,Excellent,Valid,"The review provides a positive assessment ('Excellent') with a 5-star rating that is consistent with the hamburger restaurant category. While brief, the comment is relevant to the business and expresses a genuine opinion about the dining experience.",Boys Burger,,['Hamburger restaurant']
DeLaveaga Golf Course,"AMAZING!! Come prepared with refreshments. Gorgeous park, challenging hole and a blast",Valid,"The review describes a genuine golf experience at DeLaveaga Golf Course, mentioning relevant aspects like the challenging holes and park setting. The 5-star rating is consistent with the enthusiastic positive text, and the content directly relates to the golf course category and description.",DeLaveaga Golf Course,"Public hilltop 18-hole course with a tricky 10th hole, 2-level driving range & well-stocked shop.","['Golf course', 'Golf club', 'Golf driving range']"
Taqueria Las Comadres,My favorite taqueria when in Montclair!,Valid,"The review expresses a genuine positive experience about the taqueria, with the 5-star rating consistent with calling it their 'favorite'. The content is directly relevant to the Mexican restaurant.",Taqueria Las Comadres,"Cozy taco shop in a old-school space serving tacos, burritos & nachos with patio seating.",['Mexican restaurant']
Oakland Flea Market,Not alot of vendors out.,Valid,"The review provides a genuine observation about the number of vendors at the flea market, which is directly relevant to the business category and customer experience. The 2-star rating is consistent with the disappointed tone about fewer vendors than expected.",Oakland Flea Market,,['Flea market']
Rakkan,"Taste delicious, fair price, good and clean environment. Highly recommend~",Valid,"The review describes a genuine dining experience at the ramen restaurant, mentioning taste, price, and environment, which are all relevant to the business. The 5-star rating is consistent with the positive feedback.",Rakkan,Ramen chain from Japan featuring vegetable-based ramen and vegan delights.,['Ramen restaurant']
Rou-Meli Cafe,OMG.  The LA street dog was F'in awesome.,Valid,"The review describes a genuine food experience at the cafe, mentioning a specific menu item (LA street dog) with positive feedback. The 5-star rating is consistent with the enthusiastic positive text.",Rou-Meli Cafe,,['Cafe']
My 2 Cents LA,Great food and friendly staff Grits and shrimps,Valid,The review describes a genuine dining experience mentioning specific food items (grits and shrimps) that align with the Southern-style cuisine described in the business description. The 5-star rating is consistent with the positive feedback about food quality and staff friendliness.,My 2 Cents LA,"This small, hip eatery with a rustic-chic vibe offers elevated Southern-style cuisine & ice teas.","['Southern restaurant (US)', 'American restaurant', 'Soul food restaurant', 'Vegetarian restaurant']"
Checkers Downtown,The rooms and service are magnificent and the staff is courteous and thoughtful.,Irrelevant,"The review mentions 'rooms and service' which suggests hotel accommodation experience, but the business is categorized as restaurants/bars with no hotel services mentioned in the description or categories.",Checkers Downtown,Classy hotel restaurant & lounge with all-day hours serving market-driven Californian fare.,"['Californian restaurant', 'American restaurant', 'Cocktail bar', 'French restaurant', 'Restaurant', 'Wine bar']"
Wine Country RV Resort,"Great place to stay, just make sure you stay on top of the staff so they do not change your reservation.",Valid,"The review describes a genuine experience staying at the RV resort with specific advice about managing reservations. The 4-star rating is consistent with the positive but cautionary tone, and the content is directly relevant to the accommodation service provided.",Wine Country RV Resort,"Cottages & an RV park, plus music, an outdoor pool, adults-only hot tub & garden with wine tastings.","['RV park', 'Campground', 'Hotel', 'Vacation home rental agency']"
Lake Alice Trading Co,Love,Irrelevant,"The review text 'Love' is extremely short and vague, providing no specific connection to the bar/restaurant's services, food, atmosphere, or any aspect described in the business description or categories.",Lake Alice Trading Co,Sporty saloon with a full bar & lively atmosphere serves tacos & American food such as burgers.,"['Bar', 'Live music venue', 'Restaurant']"
Monterey Bay Aquarium,A wonderful experience. Friendly and knowledgeable volunteers. A must visit if you have never been. Don't forget to pet a live stingray.,Valid,"The review describes a genuine visit experience at the aquarium, mentioning specific features like volunteers, stingray touch pools, and providing a recommendation. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the aquarium's services and attractions.",Monterey Bay Aquarium,Well-known aquarium on a rocky coastline with exhibits ranging from otter habitats to touch pools.,"['Aquarium', 'Tourist attraction']"
Asadero,"Very good overall,.liked the beer selection, but a bit too much rice in my burrito.",Valid,"The review describes a genuine dining experience at the Mexican barbecue restaurant, mentioning specific details like beer selection and burrito contents that are relevant to the business category and description. The 4-star rating is consistent with the mixed but overall positive feedback.",Asadero,"This modern-rustic counter serve with a patio offers Mexican staples with barbecue, plus craft beer.",['Barbecue restaurant']
Staples,They had some excellent prices on household items.  Better than even the bulk stores.  Their print staff was outstanding and friendly.  Will definitely be going back.,Valid,"The review describes a genuine shopping experience at Staples, mentioning specific services (household items, print services) and staff quality. The content is relevant to the business categories (office supply store, print shop) and the 4-star rating is consistent with the positive feedback.",Staples,"Chain retailer offering brand-name electronics & print services, plus office supplies & furniture.","['Office supply store', 'Computer store', 'Electronics store', 'Office equipment supplier', 'Office furniture store', 'Paper distributor', 'Print shop', 'School supply store']"
Oakmoor Plaza Shopping Center,Good customer service and fair pricing.,Valid,"The review provides a genuine assessment of the shopping center experience, mentioning customer service and pricing which are relevant aspects for a shopping mall. The 5-star rating is consistent with the positive feedback.",Oakmoor Plaza Shopping Center,,['Shopping mall']
Hammon Grove Park,Nice park along a creek and near a river.,Valid,"The review provides a genuine description of the park's location and features (creek and river proximity), which is directly relevant to a park/tourist attraction. The 4-star rating is consistent with the positive assessment.",Hammon Grove Park,,"['Park', 'Tourist attraction']"
Popeyes Louisiana Kitchen,Love that spicy chicken sammich,Valid,"The review describes a genuine experience with the restaurant's food (spicy chicken sandwich), which is directly relevant to Popeyes as a chicken restaurant. The 4-star rating is consistent with the positive sentiment expressed.",Popeyes Louisiana Kitchen,"Louisiana-inspired fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Dollar General,Staff is friendly but a lot of the food shelves were empty,Valid,"The review describes a genuine shopping experience at Dollar General, mentioning both staff friendliness and empty food shelves, which are relevant observations for a discount store that sells groceries. The 3-star rating aligns with the mixed feedback provided.",Dollar General,,"['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
LA Express Chinese Food,The best in town,Valid,"The review provides a positive assessment of the restaurant quality with 'The best in town', which is relevant to the Chinese restaurant category and business name, and the 5-star rating is consistent with the positive text.",LA Express Chinese Food,,['Chinese restaurant']
Kingston Culture Plaza,Okay,Irrelevant,"The review text 'Okay' is extremely short and vague, providing no specific information about the shopping mall or book store experience. The single word does not relate to any aspect of the business category or services offered.",Kingston Culture Plaza,,"['Shopping mall', 'Book store']"
San Luis National Wildlife Refuge,"(Translated by Google) Tulle each

(Original)
Tule elk",Valid,"The review mentions 'Tule elk', which is directly relevant to a wildlife refuge where elk would naturally be found. Despite being brief and translated, it describes wildlife observation at the location, which aligns with the business category and description of protected wetlands and grasslands with native animal species.",San Luis National Wildlife Refuge,Extensive protected wetlands & grasslands with a wealth of native plant and animal species.,"['Wildlife refuge', 'Tourist attraction']"
Better Buzz Coffee Pacific Beach West,"Super cute place w patio on street with tables and wooden porch type swings to ralax, swing, and enjoy your drink. Serve organic coffee too which is huuuge for us!
Nice staff and good recommendations👍👍",Valid,"The review describes a genuine experience at the coffee shop, mentioning specific details about the patio, seating arrangements, organic coffee, staff, and recommendations. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to a coffee shop/cafe.",Better Buzz Coffee Pacific Beach West,"Fun option for creative coffee beverages, sandwiches & acai bowls in a hip, quirky setting.","['Coffee shop', 'Cafe', 'Coffee roasters', 'Tea house']"
Taco Bell,"(Translated by Google) I want Taco Bell

(Original)
Yo quiero taco bell",Irrelevant,"The review text is just a reference to Taco Bell's advertising slogan 'Yo quiero Taco Bell' and doesn't describe any actual experience, service, or visit to the location. The content lacks any meaningful information about the restaurant.",Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Mexican restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Takeout Restaurant', 'Southwestern restaurant (US)', 'Taco restaurant']"
Tito’s Tacos,All time fave for tacos 🌮,Valid,"The review expresses genuine positive sentiment about tacos at a Mexican restaurant, with a 5-star rating that is consistent with calling it an 'all time fave'. The content is directly relevant to the business.",Tito’s Tacos,"A bustling, no-frills eatery known for crispy tacos, served at the counter or to carry out.","['Mexican restaurant', 'Fast food restaurant']"
Sizzler,I LOVE EAT AT THE SIZZLER. I DON'T GAIN WEIGHT.  AMEN,Valid,"The review expresses a genuine positive experience about eating at Sizzler restaurant. The content is relevant to the business (a restaurant/steak house), mentions dining experience, and the 5-star rating aligns with the enthusiastic tone, despite the unconventional capitalization and grammar.",Sizzler,"Longtime casual chain known for its steak, seafood & salad bar featuring a wide variety of options.","['Restaurant', 'Seafood restaurant', 'Steak house']"
Target,Next to Costco Business,Irrelevant,"The review text 'Next to Costco Business' only describes the location relative to another business rather than sharing any experience about Target's products, services, or visit experience. This lacks relevance to Target's retail operations, categories, or description.",Target,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","['Department store', 'Baby store', 'Clothing store', 'Electronics store', 'Furniture store', 'Grocery store', 'Toy store']"
La Quinta Inn by Wyndham San Diego Vista,So gross they had a prossy stake out going on down the hall and they had cockroaches in the bathroom solo gross will not stay here again,Valid,"The review describes a genuine negative experience at the hotel, mentioning specific issues like cleanliness problems and unwanted activities. Despite the poor grammar and spelling, the content is directly relevant to the hotel experience and the 1-star rating is consistent with the described problems.",La Quinta Inn by Wyndham San Diego Vista,"Casual suburban hotel with an outdoor pool, plus free continental breakfast, WiFi & parking.","['Hotel', 'Business center', 'Indoor lodging']"
Laymon Candy Company,Best chocolate for reasonable prices! Highly recommend this place.,Valid,"The review describes a genuine experience with the candy company's chocolate products, mentions reasonable prices, and provides a recommendation. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to a candy manufacturer.",Laymon Candy Company,,['Manufacturer']
Country Cafe,"The food here was so delicious! Comfort food for sure,  and the service was good too. I liked how quickly we received our order.  We stayed a little long,  but we weren't shoved out the door.  I appreciated that! Very clean.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like food quality, service speed, atmosphere, and cleanliness. The 4-star rating is consistent with the positive feedback about the establishment.",Country Cafe,,['Restaurant']
Taco Bell,Food is same as any other taco bell but very helpful and friendly staff.,Valid,"The review describes a genuine dining experience at Taco Bell, commenting on both the food quality and staff service. The 4-star rating is consistent with the positive feedback about the staff, and the content is directly relevant to the restaurant's service and offerings.",Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Mexican restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Takeout Restaurant', 'Southwestern restaurant (US)', 'Taco restaurant']"
Napa Valley Commons,Amazing place for rest and vacation,Irrelevant,"The review describes 'rest and vacation' experiences, but the business is categorized as a 'Business park' which is typically a commercial/office facility, not a vacation or rest destination. The review content does not relate to the actual business category.",Napa Valley Commons,,['Business park']
Fit Republic,"It's cheap, thats about all I can say. The machines aren't well maintained. If something breaks, it typically stays broken for months. You have to check out the cable attachments, which is super annoying.",Valid,"The review provides a genuine experience about the gym, discussing specific aspects like pricing, machine maintenance, and equipment issues. The 2-star rating is consistent with the mixed feedback (acknowledging affordability but criticizing maintenance problems).",Fit Republic,,"['Fitness center', 'Gym']"
Downtown Placerville,Fun historical,Valid,The review text 'Fun historical' directly relates to the business category 'Historical landmark' and describes a positive experience at this historical location. The 5-star rating is consistent with the positive sentiment.,Downtown Placerville,,['Historical landmark']
Spuds,"Huge dining ball room setting. Dope spot to eat, grab a drink and play pool",Valid,"The review describes a genuine dining and entertainment experience at the location, mentioning the dining room setting, food, drinks, and pool playing, which are all relevant activities for a pizza restaurant establishment.",Spuds,,['Pizza restaurant']
Jack in the Box,"(Translated by Google) EXCELLENT STAFF AND VARIETY FAST FOOD OPTIONS

(Original)
EXCELENTE PERSONAL Y VARIEDAD OPCIONES DE COMIDA RAPIDA",Valid,"The review provides a genuine positive experience about the staff and food variety at Jack in the Box, which directly relates to the fast-food restaurant. The 4-star rating is consistent with the positive feedback, and the content is relevant to the business category and description.",Jack in the Box,"Burgers, chicken, tacos & breakfast items fill out the menu at this fast-food chain.","['Fast food restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Hamburger restaurant']"
Lucille's Smokehouse Bar-B-Que,"I had high Hope's for this place as it replaced the Elephant Bar. The hostess made pointed out the meat smoker as she led us to our booth. Ordered the ""back porch"" and full rack of ribs for the kids. Back porch comes with chicken and choice of ribs and two sides. We ordered the baby  back ribs which they advertised as the most tender of the ribs. Ribs were dry and not the least bit tender. Complained and replaced ribs. I explained to the manager that when we make ribs,they fall off the  bone.  He said that their ribs are only smoked two hours before they grill them. Disappointing.  Still dry but a little more tender.  $85 down the drain.",Valid,"The review describes a genuine dining experience at the barbecue restaurant, providing specific details about the food ordered (back porch meal, full rack of ribs), quality issues encountered (dry, not tender ribs), interaction with staff (manager explaining cooking process), and overall disappointment with the $85 meal. The 2-star rating is consistent with the negative experience described.",Lucille's Smokehouse Bar-B-Que,Regional chain serving slow-cooked meats & other Southern-style eats plus cocktails.,"['Restaurant', 'Delivery Restaurant']"
V Marketplace,Wasted drive.  We had a hard time trying to figure out where it was and we were right there.  I can't believe they advertise this to be such a great place.  Nothing like how it is described. There are so many better places to go in the area.,Valid,"The review describes a genuine visit experience to the shopping mall, mentioning the difficulty finding the location, disappointment with the actual place versus advertising, and comparison with other places in the area. The 1-star rating is consistent with the negative experience described.",V Marketplace,,['Shopping mall']
Pour Vous,Yum,Irrelevant,"The review text 'Yum' is extremely short and vague. While it could potentially relate to food/drink at a bar/restaurant, it lacks any specific connection to the business description (Parisian-style club with live music & burlesque dancers) or meaningful experience details that would demonstrate genuine engagement with this specific venue.",Pour Vous,"Parisian-style club with a dress code featuring velvet banquettes, live music & burlesque dancers.","['Bar', 'Restaurant']"
Freebirds World Burrito,"(Translated by Google) Poorly prepared, yes, they put a lot of things but poorly distributed and the taste is simple. Also very expensive!

(Original)
Mal preparado, si, ponen muchas cosas pero mal distribuidas y el sabor es simple. Además muy caro!",Valid,"The review describes a genuine dining experience at the burrito restaurant, providing specific feedback about food preparation, distribution, taste, and pricing. The 2-star rating is consistent with the negative but constructive criticism about the food quality and value.",Freebirds World Burrito,"Counter-serve, build-your-own-burrito chain with a natural-foods focus, also serving tacos & salads.","['Fast food restaurant', 'Mexican restaurant', 'Restaurant']"
AMC Manteca 16,AMC theaters are way better then Regal Cinema in Turlock.,Valid,"The review compares AMC theaters favorably to a competitor (Regal Cinema), which is relevant to the movie theater business. The 5-star rating is consistent with the positive comparison, and this represents a genuine opinion about the theater experience.",AMC Manteca 16,,['Movie theater']
Jimmy John's,Nice staff = good sandwiches!,Valid,"The review describes a genuine experience at the sandwich shop, mentioning both the staff quality and the food (sandwiches), which directly relates to Jimmy John's business as a sandwich shop. The 5-star rating is consistent with the positive comment.",Jimmy John's,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.","['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Delivery Restaurant', 'Takeout Restaurant']"
Burger King,"Healthy, quick, cooked to right temp. Friendly customer service",Valid,"The review describes a genuine dining experience at Burger King, commenting on food quality (healthy, quick, proper temperature) and customer service. The 5-star rating is consistent with the positive feedback about the fast-food restaurant.",Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.","['Fast food restaurant', 'American restaurant', 'Breakfast restaurant', 'Hamburger restaurant', 'Restaurant']"
Carl's Jr.,Check out the meatless burgers for 99 cents,Advertisement,"The review contains promotional language ('Check out') and mentions a specific price offer ('99 cents'), indicating the primary purpose is to promote a deal rather than share a genuine dining experience.",Carl's Jr.,"Fast-food chain known for its variety of piled-high burgers & meal combos, plus shakes.","['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
European Wax Center,Christina in Sac is THE BEST,Valid,"The review mentions a specific staff member (Christina) and expresses a positive experience with a 5-star rating, which is relevant to the waxing/beauty service business.",European Wax Center,,"['Waxing hair removal service', 'Beauty salon', 'Beauty supply store', 'Hair removal service', 'Spa']"
Tacos El Patron,"Great place for tacos! Tried carne asada, carnitas and lengua. The fave was lengua. The other ones were very good as well. Quality meat and tortilla. The service is excellent. They give you chips and salsa plus 5 different other salsas for your tacos. Restaurant was clean and had two tvs playing sports.",Valid,"The review provides a detailed and genuine dining experience at the Mexican restaurant, describing specific food items (carne asada, carnitas, lengua), quality assessment, service, amenities (chips, salsas, TVs), and cleanliness. The 5-star rating is consistent with the positive feedback.",Tacos El Patron,,['Mexican restaurant']
Sage Plant Based Bistro Culver City,The food is always delicious and the service and atmosphere are very pleasant. It's a real treat as a vegetarian to be able to order anything off the menu!,Valid,"The review describes a genuine dining experience at a vegan/vegetarian restaurant, with specific mentions of food quality, service, and atmosphere that are directly relevant to the business. The reviewer's appreciation as a vegetarian aligns perfectly with the restaurant's vegan/vegetarian focus, and the 5-star rating is consistent with the positive feedback.",Sage Plant Based Bistro Culver City,"Vegan outlet featuring a range of original entrees, burgers & desserts along with a beer garden.","['Vegan restaurant', 'Bar', 'Beer garden', 'Breakfast restaurant', 'Brunch restaurant', 'Health food restaurant', 'Ice cream shop', 'Organic restaurant', 'Pizza restaurant', 'Vegetarian restaurant']"
Tres Hermanas,Wonderful food! :),Valid,"The review provides a genuine positive experience about the food at a Mexican restaurant, with a 5-star rating that matches the positive sentiment expressed in the text.",Tres Hermanas,"Easygoing restaurant with a funky vibe featuring Mexican classics & margaritas, plus outdoor dining.",['Restaurant']
Sizzler - Manteca,"Cashiers always seem to be in a bad mood, the salad bar needs some work,  they have some fresh and can fruits, place could be better..",Valid,"The review provides a genuine experience about the restaurant, discussing specific aspects like cashier service, salad bar quality, and food offerings. The 3-star rating is consistent with the mixed feedback (some criticisms but acknowledging they have fresh options). The content is directly relevant to the restaurant's description as a casual chain with steak, seafood & salad bar.",Sizzler - Manteca,"Longtime casual chain known for its steak, seafood & salad bar featuring a wide variety of options.","['Restaurant', 'Cafeteria', 'Family restaurant', 'Seafood restaurant', 'Steak house']"
Petco,Great customer service,Valid,"The review describes a genuine experience with the customer service at Petco, which is directly relevant to the pet store business. The 5-star rating is consistent with the positive feedback about customer service.",Petco,"Chain with pet food & supplies, such as toys, beds & apparel (many offer pet services & adoptions).",['Pet supply store']
Pita's Mediterranean Grill,Food tasted EXCELLENT. Maybe the best mediterranean food in So Cal. Highly recommend it.,Valid,"The review describes a genuine dining experience at the Mediterranean restaurant, praising the food quality and providing a recommendation. The 4-star rating is consistent with the positive text, and the content is directly relevant to the restaurant's cuisine and service.",Pita's Mediterranean Grill,"Relaxed modern cafe in a shopping center serving shawarma, falafel & other classic eats.","['Mediterranean restaurant', 'Restaurant']"
Alviso Marina County Park,Nice park,Valid,"The review provides a genuine, positive assessment of the park that is directly relevant to the location. The 5-star rating aligns with the positive sentiment expressed in 'Nice park', and the comment relates appropriately to the park's description and category.",Alviso Marina County Park,"Hiking, biking & bird-watching are popular activities at this bayside park with paths & boardwalks.","['Park', 'Bird watching area', 'Boat ramp', 'Cycling park', 'Hiking area', 'Tourist attraction']"
Sierra Vista Mall,Marvelous,Valid,"The review provides a positive assessment of the shopping mall experience with a 5-star rating that matches the positive sentiment of 'Marvelous', which is relevant to evaluating the mall.",Sierra Vista Mall,"Expansive retail complex offering brand-name stores, casual eateries & a movie theater.",['Shopping mall']
Fast Wok,"good food, good service!!!",Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both food quality and service, which are directly relevant to a Chinese restaurant. The 4-star rating is consistent with the positive feedback.",Fast Wok,,['Chinese restaurant']
Public Auto Auctions CA,Scam pls. don't go there.......,Rant_Without_Visit,"The review has an extreme 1-star rating with a very brief, vague accusation of 'Scam' without providing any specific details about an actual visit or experience at the auto auction. The lack of concrete details about services used or interactions experienced suggests the reviewer may not have actually visited the location.",Public Auto Auctions CA,,"['Auto auction', 'BMW dealer', 'Car dealer', 'Chevrolet dealer', 'Ford dealer', 'Honda dealer', 'Mercedes-Benz dealer', 'Nissan dealer', 'Toyota dealer', 'Truck dealer']"
Carmel Mission Basilica Museum,Our first time visiting this mission. It was enjoyable and educational.,Valid,"The review describes a genuine visit experience to the mission museum, with positive feedback about it being enjoyable and educational. The 5-star rating is consistent with the positive text, and the content is directly relevant to the location's purpose as a historical museum and tourist attraction.",Carmel Mission Basilica Museum,"Venerable, circa-1771 church featuring 5 on-site museums, a serene courtyard, tours & more.","['History museum', 'Catholic church', 'Local history museum', 'Tourist attraction']"
McDonald's,Convenient location and friendly staff,Valid,"The review describes a genuine experience at McDonald's, mentioning relevant aspects like location convenience and staff friendliness. The 4-star rating is consistent with the positive feedback, and the content relates directly to the fast-food restaurant.",McDonald's,"Classic, long-running fast-food chain known for its burgers & fries.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Tractor Supply Co.,"(Translated by Google) Very good products

(Original)
Muy buenos productos",Valid,"The review provides a genuine positive assessment of the products at Tractor Supply Co., which is relevant to their business as a home improvement/hardware store. The 5-star rating is consistent with the positive comment about product quality.",Tractor Supply Co.,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots.","['Home improvement store', 'Garden center', 'Hardware store', 'Pet supply store', 'Propane supplier']"
Best Buy,"My first trip to this Best Buy(a former Mission Valley shopper) and had to endure the same lack-luster help as the other store. The No greeting I'm starting to get used to, but having to track someone down to purchase $200 headphones is getting old. When I went to checkout I had to ask the cashier to purchase an extended warranty.
As a retail manager of 20+ years, and during this crazy time where businesses are closing left and right, i would have loved to seen alittle more from these guys. The store was neat and clean though. I see why people just go through Amazon nowadays.",Valid,"The review describes a genuine shopping experience at Best Buy, detailing specific interactions with staff, the checkout process, and observations about customer service. The 2-star rating is consistent with the mixed feedback (criticizing poor service while acknowledging the store's cleanliness). The content is directly relevant to the electronics store's service and operations.",Best Buy,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
Dragon's Gate,Walking Chinatown is fun,Valid,"The review describes a genuine experience of walking in Chinatown, which is directly relevant to Dragon's Gate as it's a landmark gateway marking the entrance to Chinatown. The 4-star rating is consistent with the positive sentiment expressed.",Dragon's Gate,Landmark gateway arch marking the entrance to the city's iconic Chinatown neighborhood.,"['Historical landmark', 'Tourist attraction']"
Monarch Butterfly Sanctuary,Nice area  just a few butterflies. Maybe not the right time of year.,Valid,"The review describes a genuine visit to the butterfly sanctuary with specific observations about the number of butterflies and timing, which is directly relevant to the nature preserve's seasonal butterfly population as described.",Monarch Butterfly Sanctuary,"Preserve with pine, cypress & eucalyptus trees sheltering thousands of monarch butterflies Oct–Mar.","['Nature preserve', 'Tourist attraction']"
