business_name,text,predicted_label,prediction_reason,name,description,category
Fusion Tapas Lounge,French indian mexican fusion that works!,Valid,"The review describes a genuine dining experience at a fusion restaurant, mentioning specific cuisine types (French, Indian, Mexican) that align with the business description and category. The 5-star rating is consistent with the positive assessment that the fusion 'works'.",Fusion Tapas Lounge,Cafe serving Indian roti & French crepes in a cozy space with Paris-themed decor & a patio.,"['French restaurant', 'Fusion restaurant', 'Lounge']"
Walmart Supercenter,Had nothing,Irrelevant,"The review text 'Had nothing' is extremely vague and short, and does not relate to any of Walmart's business categories (department store, grocery store, etc.) or describe any actual experience with the store's products or services.",Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Stock+Field of Homer Glen,Its terrible,Irrelevant,"The review text 'Its terrible' is extremely short and vague, providing no specific details about the store experience, products, or services. Given the business categories (department store, clothing store, home improvement store, pet supply store, sporting goods store), the comment lacks any relevant connection to what the business offers or the reviewer's actual experience with the location.",Stock+Field of Homer Glen,,"['Department store', 'Clothing store', 'Home improvement store', 'Pet supply store', 'Sporting goods store']"
McGrath Lexus of Chicago,Great staff! I came here in July.  I had an awesome experience with Alexandra!  She made me feel at home!  Alexandra made the process quick and easy! Great to work with!  Will definitely come back in the future!,Valid,"The review describes a genuine customer experience at the car dealership, mentioning specific staff interaction with Alexandra, the timing of the visit (July), and positive aspects of the service process. The 5-star rating is consistent with the positive experience described.",McGrath Lexus of Chicago,,"['Car dealer', 'Lexus dealer', 'Used car dealer']"
Sam's Pizza,Lovely,Valid,"The review text 'Lovely' is a positive adjective that relates to the restaurant experience, and the 5-star rating is consistent with this positive sentiment. While brief, the comment is relevant to the restaurant business.",Sam's Pizza,"Pizza, Italian subs & a range of pasta dishes are available at this unassuming eatery.",['Pizza restaurant']
Michaels,Sometimes difficult to find an associate when you need help. However a great product offering.,Valid,"The review provides a genuine experience about shopping at Michaels, mentioning both a negative aspect (difficulty finding associates) and a positive aspect (great product offering). The content is directly relevant to the craft store's service and products, and the 4-star rating is consistent with the mixed but generally positive feedback.",Michaels,Chain retailer carrying art & hobby supplies plus home decor (most offer classes & custom framing).,"['Craft store', 'Art supply store', 'Picture frame shop', 'Yarn store']"
Michaels,"(Translated by Google) I highly recommend it ..

(Original)
exelente lo recomiendo..",Valid,"The review expresses a positive recommendation for the craft store, which is relevant to the business. Despite being brief and translated, it shares a genuine opinion about the location and the 5-star rating is consistent with the positive sentiment.",Michaels,Chain retailer carrying art & hobby supplies plus home decor (most offer classes & custom framing).,"['Craft store', 'Art supply store', 'Picture frame shop', 'Yarn store']"
Kampai Japanese Steakhouse,Great food good service keep your stomachs empty if u go there,Valid,"The review describes a genuine dining experience at the Japanese steakhouse, mentioning food quality and service. The advice to 'keep your stomachs empty' is relevant restaurant advice suggesting large portions or filling meals, which aligns with the business category and description.",Kampai Japanese Steakhouse,"Upscale Japanese steakhouse featuring a sushi bar, tableside teppanyaki grills & traditional decor.","['Japanese steakhouse', 'Japanese restaurant', 'Restaurant', 'Sushi restaurant']"
Chuck E. Cheese,"Kids love it, fun for any type of occasion. Pizza is really good.",Valid,"The review describes a genuine experience at Chuck E. Cheese, mentioning kids enjoying it, the pizza quality, and its suitability for occasions. This aligns perfectly with the business description as a kid-friendly chain with arcade games and pizza, and the 4-star rating is consistent with the positive feedback.",Chuck E. Cheese,"Kid-friendly chain known for its arcade games, pizza parties, play zones & mouse mascot.","[""Children's amusement center"", 'American restaurant', ""Children's party service"", 'Family restaurant', 'Pizza restaurant', 'Video arcade']"
Great Clips,Awesome staff,Valid,"The review provides a genuine positive assessment of the staff at a hair salon, which is directly relevant to the business. The 5-star rating is consistent with the positive comment about the service experience.",Great Clips,Casual salon offering haircuts for adults & kids along with professional styling products for sale.,"['Hair salon', 'Beauty salon']"
Baba's Famous Steak-Lemonade,Great food,Valid,"The review provides a positive assessment of the food quality at a restaurant, which is directly relevant to the business categories (Fast food restaurant, Restaurant, Steak house). The 5-star rating is consistent with the positive comment 'Great food'.",Baba's Famous Steak-Lemonade,,"['Fast food restaurant', 'Restaurant', 'Steak house']"
Olive Garden Italian Restaurant,Yummy,Valid,"The review expresses a positive opinion about the food quality ('Yummy') which is directly relevant to the Italian restaurant, and the 4-star rating is consistent with the positive sentiment.",Olive Garden Italian Restaurant,"Lively, family-friendly chain featuring Italian standards such as pastas & salads.","['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']"
La Pasadita Express,"I can't get over how bad those tacos were. I ordered the veggie tacos and was given cold tacos with old wrinkly lettuce, a ton of sour cream and stinky guacamole. Absolutely wretched. I'm not being dramatic everyone I swear. Had I not taken the tacos to go I would have asked for a refund but I only have so much time on my lunch break and the snow is making the roads a little tricky to navigate. Wow, garbage tacos. I can't recommend anyone go to this particular location.",Valid,"The review describes a genuine dining experience at the Mexican restaurant, providing specific details about the food quality (veggie tacos, cold temperature, condition of ingredients). Despite the strongly negative sentiment and 1-star rating, the reviewer clearly visited the location and ordered food, making this a legitimate customer review.",La Pasadita Express,"Casual outpost dishing up burritos, tacos & other Mexican classics in laid-back digs.",['Restaurant']
The Mills Apartments,The furnished units made it perfect for what I needed. Washer/dryers in each unit is fantastic! Perfect for any student.,Valid,"The review describes a genuine residential experience at the apartment complex, mentioning specific amenities like furnished units and in-unit washer/dryers. The content is directly relevant to the apartment complex category and the 5-star rating is consistent with the positive feedback.",The Mills Apartments,,['Apartment complex']
Pilot Pete's,"Great food and a cool aeronautical atmosphere, 10 for bread and circuses. Try the lobster nachos!",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (lobster nachos), the atmosphere (aeronautical theme), and provides a positive assessment. The content is clearly relevant to the flight-themed American restaurant, and the 5-star rating aligns with the positive commentary.",Pilot Pete's,"Relaxed, flight-themed eatery with a full bar, runway views & a menu of American comfort fare.","['American restaurant', 'Restaurant']"
Glen Hollow,A little hard to find what I need,Valid,"The review describes a genuine shopping experience at the mall, mentioning difficulty finding items which is relevant to a shopping mall's layout and inventory. The 4-star rating is consistent with a moderate complaint.",Glen Hollow,,['Shopping mall']
A&W Restaurant,"Very good food, and service.",Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both food quality and service, which directly relates to the A&W Restaurant business. The 4-star rating is consistent with the positive feedback.",A&W Restaurant,"Fast-food outlet serving up namesake root beer & floats, plus burgers, chicken & fries.","['Fast food restaurant', 'American restaurant', 'Hamburger restaurant']"
Dollar General,Clean. Nice staff,Valid,"The review provides a genuine assessment of the store experience, mentioning cleanliness and staff quality which are relevant to a retail establishment. The 5-star rating is consistent with the positive feedback.",Dollar General,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
Randall's Pancake House,Two and a half hour wait! No social distancing!! No sanitizing!!! Used to go there frequently won't return until after the pandemic. Must say good food !Would have left but was with a group that didn't want to.,Valid,"The review describes a genuine visit experience at the restaurant, mentioning specific issues like wait time, lack of social distancing, and food quality. Despite the 1-star rating and complaints, the reviewer clearly visited the location and provides relevant feedback about their dining experience.",Randall's Pancake House,"Low-key, family-run standby for American breakfast & lunch fare like pancakes, omelets & sandwiches.","['Breakfast restaurant', 'American restaurant', 'Cafe']"
AutoZone Auto Parts,They got my parts as promised.,Valid,"The review describes a genuine experience at an auto parts store, mentioning getting parts as promised, which is directly relevant to AutoZone's business category and services. The 5-star rating is consistent with the positive experience described.",AutoZone Auto Parts,,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']"
S & K Food & Liquor Inc,"Open early, closes late",Valid,"The review describes relevant operational hours information for a grocery/liquor store, which is useful for potential customers. The 5-star rating and concise positive comment about convenience align appropriately.",S & K Food & Liquor Inc,,"['Grocery store', 'Liquor store']"
Papa Murphy's | Take 'N' Bake Pizza,Love them they take snap and they have drive thru and nice workers.😋,Valid,"The review describes a genuine experience at Papa Murphy's, mentioning specific services (accepting SNAP benefits, drive-thru) and praising the staff. The positive sentiment aligns with the 5-star rating, and the content is directly relevant to this takeaway pizza restaurant.",Papa Murphy's | Take 'N' Bake Pizza,"Chain outlet offering build-your-own takeaway pizzas, to be cooked at home.","['Pizza restaurant', 'Family restaurant', 'Italian restaurant', 'Takeout Restaurant', 'Vegetarian restaurant']"
Family Dollar,"Overall a fairy decent dollar discount store, manages to have the right amount of products at a fair value price point.",Valid,"The review describes a genuine shopping experience at Family Dollar, mentioning relevant aspects like product variety and pricing that align with the business description and category as a discount/dollar store. The 5-star rating is consistent with the positive assessment.",Family Dollar,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.","['Dollar store', 'Clothing store', 'Discount store', 'Discount supermarket', 'School supply store', 'Tobacco shop', 'Toy store']"
Sticky Rice,Excellent Thai food,Valid,"The review provides a genuine positive assessment of the Thai food quality, which directly relates to the business being a Thai restaurant. The 5-star rating is consistent with the 'Excellent' description.",Sticky Rice,"Unusual ingredients & dishes join Thai classics on the menu at this bright, casual BYOB restaurant.","['Thai restaurant', 'Restaurant']"
Delhi Darbar Kabab House,Very good and authentic Indian/Pakistani food.,Valid,"The review provides a genuine assessment of the food quality and authenticity at an Indian/Pakistani restaurant, with the 5-star rating consistent with the positive feedback about the cuisine.",Delhi Darbar Kabab House,"Easygoing, counter-serve eatery serving traditional Indian & Pakistani meat & vegetarian plates.",['Indian restaurant']
Big Apple Bagels,Friendly service and fresh beagles. Lots of verity in both beagles and flavor's of cream cheese. Good selection of different types of coffee as well as Expresso drinks. I would highly recommend this place.,Valid,"The review describes a genuine experience at the bagel shop, mentioning specific aspects like service quality, food freshness, variety of bagels and cream cheese, and coffee selection. Despite minor spelling errors ('beagles' instead of 'bagels', 'verity' instead of 'variety'), the content is clearly relevant to the business category and provides helpful information about the location.",Big Apple Bagels,"Counter-serve chain for coffee, sandwiches & basic breakfast fare including muffins & bagels.","['Bagel shop', 'Bakery', 'Takeout Restaurant', 'Sandwich shop']"
Kruta Bakery,Awesome,Valid,"The review provides a positive assessment ('Awesome') with a 3-star rating for a bakery, which is relevant to the business. While brief, the comment directly relates to the bakery experience.",Kruta Bakery,"Family-run since 1919, this standby offers breads & a variety of treats such as cakes & donuts.",['Bakery']
Steak 'n Shake,Once again. Drive thru service is amazing. The guy is great!,Valid,"The review describes a genuine experience with the drive-thru service at Steak 'n Shake, praising the staff member. The content is directly relevant to the restaurant and the 5-star rating is consistent with the positive feedback about the service.",Steak 'n Shake,Chain known for steakburgers & milkshakes offering a dinerlike space with retro flair.,"['Hamburger restaurant', 'American restaurant', 'Diner']"
Public Storage,"Facility upkeep is going downhill. Back gate hasn't worked for months. Doors to the inside units have locks that haven't worked in years. This facility is great for short term storage. But for long term storage, the rate sky rocket on a unit. The manager has no ability to help give you a lower rate for your current unit as everything is dictated by corporate. Your forced to keep moving spaces, if any are available. So glad a different company opened a new facility 1 blk away.",Valid,"The review provides a detailed and genuine experience about the storage facility, describing specific issues like broken gates and locks, pricing concerns, and management policies. The 1-star rating is consistent with the negative feedback about facility maintenance and pricing practices.",Public Storage,,"['Self-storage facility', 'Automobile storage facility', 'Boat storage facility', 'Moving supply store', 'RV storage facility', 'Storage facility']"
Gino's East,Who doesn't love Chicago Pizza!?,Valid,"The review expresses genuine enthusiasm about Chicago pizza, which directly relates to Gino's East as a Chicago-style pizza restaurant. The 4-star rating is consistent with the positive sentiment, and the content is relevant to the business category and description.",Gino's East,"Long-running chain serving Chicago-style deep-dish & thin-crust pizzas, plus Italian comfort fare.","['Pizza restaurant', 'Caterer', 'Italian restaurant', 'Delivery Restaurant', 'Restaurant']"
Schnucks Cahokia,No comments,Irrelevant,"The review text 'No comments' provides no information about the grocery store experience and is completely unrelated to the business category, services, or location.",Schnucks Cahokia,,['Grocery store']
Dollar General,They have some new pixie sticks and fun dip on sale for 90 cents,Valid,"The review describes specific products (pixie sticks and fun dip) and their pricing at Dollar General, which is relevant to this discount retail store that sells groceries and household goods. The content matches the business category and description.",Dollar General,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
Harbor Freight Tools,The Supervisor Omega was just great!! Give her a raise!,Valid,"The review describes a positive experience with a specific staff member (Supervisor Omega) at the hardware store, which is directly relevant to the business and shows genuine customer interaction.",Harbor Freight Tools,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car.",['Hardware store']
Work 'N Gear,Great customer service,Valid,"The review provides a genuine assessment of customer service at a workwear retailer, which is directly relevant to the business. The 4-star rating is consistent with the positive feedback about service quality.",Work 'N Gear,"Retailer of workwear, shoes & more for use in security, industrial & health-care environments.","['Work clothes store', 'Boot store', 'Outerwear store', 'Protective clothing supplier', 'Uniform store']"
Fork,"Went dining in after a few days they opened back from Coronavirus lockdown. We were happy to dine in finally and thought the staff will be happy as well to see some customers, but felt like waiters were forced to work, not clean, asked the waiters few times to clean and sanitize the table, issues with the order. I understand it’s hard to get back to normal work after lockdown, but come on guys 20 mins to get a ketchup and another 20 mins to get a refill. You can do better.",Valid,"The review describes a genuine dining experience at the restaurant, providing specific details about service issues, cleanliness concerns, and wait times for condiments and refills. The 2-star rating is consistent with the negative experience described, and the content is clearly relevant to the gastropub's dining service.",Fork,"Rustic gastropub with a big craft brew & wine flight menu plus cheese, charcuterie & American eats.","['American restaurant', 'Bar', 'Brunch restaurant', 'Cocktail bar', 'French restaurant', 'Gastropub', 'Hamburger restaurant', 'Spanish restaurant']"
Popeyes Louisiana Kitchen,Had to wait for 40 minutes in the long line of cars to get my orders from 730pm to 820pm tonight your management needs to hire additional crew to expedite these orders faster,Valid,"The review describes a genuine experience at the restaurant, mentioning specific details like wait time (40 minutes), timeframe (7:30pm to 8:20pm), and constructive criticism about staffing needs. Despite the 1-star rating, the content is directly relevant to the fast-food restaurant experience and service quality.",Popeyes Louisiana Kitchen,"Louisiana-inspired fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Chili's Grill & Bar,Too much salt on the fries and hamburger. Slow service.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (fries and hamburger) and service quality that are directly relevant to Chili's as a restaurant. The 2-star rating is consistent with the negative feedback about food quality and service.",Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']"
Johnny's Supper Club,"Attentive staff, great food and friendly atmosphere overlooking a golf course. TVs are all UHD.  Modest bourbon and whiskey choices. For that, go to Grumpy Goat.",Valid,"The review provides a genuine experience at Johnny's Supper Club, describing specific aspects like staff service, food quality, atmosphere, view, TV quality, and drink selection. The mention of 'Grumpy Goat' as an alternative for bourbon/whiskey is a brief comparative comment within an otherwise detailed review of the actual location, and the 4-star rating is consistent with the overall positive assessment.",Johnny's Supper Club,,['Pub']
Popeyes Louisiana Kitchen,Great!,Valid,"The review expresses a positive experience with a 5-star rating and enthusiastic comment 'Great!' which is relevant to the restaurant business, even though brief.",Popeyes Louisiana Kitchen,"Louisiana-inspired fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Burger King,"(Translated by Google) The cold hamburger and the service very slowly

(Original)
La hamburguesa fría y el servicio muy despacio",Valid,"The review describes a genuine dining experience at Burger King, mentioning specific issues with food temperature (cold hamburger) and service speed. The 2-star rating is consistent with the negative feedback about the restaurant's food and service quality.",Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes.","['Restaurant', 'Fast food restaurant']"
Old Crow Smokehouse River North,Whiskey Fest... great time!,Valid,"The review mentions 'Whiskey Fest' which is relevant to a barbecue restaurant/live music bar that would likely host such events, and expresses a positive experience with a matching 5-star rating.",Old Crow Smokehouse River North,,"['Barbecue restaurant', 'Live music bar', 'Restaurant']"
Popeyes Louisiana Kitchen,Service with no attitude,Valid,"The review describes a positive service experience at the restaurant, and the 5-star rating is consistent with the complimentary comment about receiving service without attitude.",Popeyes Louisiana Kitchen,"Louisiana-inspired fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
La Cabanita,Lucy is the best,Irrelevant,"The review text 'Lucy is the best' is too vague and does not relate to the Mexican restaurant's food, service, or dining experience. The comment about 'Lucy' (presumably a person) lacks context connecting it to the restaurant's cuisine or operations.",La Cabanita,"Established in 1990, this relaxed restaurant serves traditional Mexican cuisine.","['Mexican restaurant', 'Restaurant']"
Perfect Brewing Supply,Great help for a new home brewer.  Answered all my questions and then some! Thanks again. I will absolutely be back!,Valid,"The review describes a genuine experience at a brewing supply store, mentioning specific services (help for home brewing, answering questions) that are directly relevant to the business category. The 5-star rating is consistent with the positive feedback about the service received.",Perfect Brewing Supply,,['Brewing supply store']
Everyone's East End Grill,The food was ok. A bit pricey on the breakfast buffet. It had  Comfortable seating and excellent service.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like food quality, pricing of the breakfast buffet, seating comfort, and service quality. The 3-star rating is consistent with the mixed but balanced feedback provided.",Everyone's East End Grill,,['Family restaurant']
Best Buy,Staff knowledgeable...,Valid,"The review describes a genuine experience with the staff at Best Buy, which is relevant to the electronics store. The 4-star rating is consistent with the positive comment about knowledgeable staff.",Best Buy,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
ALDI,"(Translated by Google) Very good store have everything

(Original)
Muy buena tienda tienen de todo",Valid,"The review describes a genuine shopping experience at ALDI, praising the store for having everything needed. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to a grocery store/supermarket.",ALDI,"Retail chain selling a range of grocery items, meat & dairy.","['Grocery store', 'Store', 'Supermarket']"
Cell-Toys collectibles,Look e this place!! All sorts of throwback toys and action figures. definitely a collector's dream place to go!,Valid,"The review describes a genuine experience at a collectibles store, mentioning specific items like 'throwback toys and action figures' which directly relates to the business category 'Collectibles store'. The 5-star rating is consistent with the enthusiastic positive text.",Cell-Toys collectibles,,"['Collectibles store', 'Cell phone store', 'Repair service']"
Umami Sushi,Service is a bit slow (even during off times when they have a full staff).  Food is yummy and their rolls are creative.,Valid,"The review provides a genuine dining experience at the sushi restaurant, mentioning specific aspects like service speed, food quality, and the creativity of their rolls. The 4-star rating is consistent with the mixed but overall positive feedback about the food despite slower service.",Umami Sushi,Japanese eatery known for its sushi bar offers teriyaki & other cooked fare in a traditional space.,"['Sushi restaurant', 'Restaurant']"
Red Lobster,Always great. Expect a crowd. Wasn't too bad of wait.,Valid,"The review describes a genuine dining experience at Red Lobster, mentioning the crowd and wait time which are relevant aspects of visiting a restaurant. The 5-star rating is consistent with the positive sentiment expressed in 'Always great.'",Red Lobster,Lively chain restaurant serving American seafood standards amid New England-themed decor.,"['Seafood restaurant', 'American restaurant', 'Angler fish restaurant', 'Bar', 'Crab house', 'Event venue', 'Family restaurant']"
Catapult Collectibles,"A lot of old action figures, quite a few old comics, mostly old vinyl,he has gotten a ton of old records lately, definitely worth a visit,will bring back a lot of memories,they also have concerts by local bands",Valid,"The review describes a genuine experience visiting the collectibles store, mentioning specific items like action figures, comics, vinyl records, and local band concerts, which aligns perfectly with the business categories (collectibles store, comic book store, record store, toy store). The 4-star rating is consistent with the positive tone of the review.",Catapult Collectibles,,"['Collectibles store', 'Art gallery', 'Comic book store', 'Record store', 'Toy store']"
Christ Church Crossroads,Just a great church,Valid,The review provides a genuine positive assessment of the church experience with a 5-star rating that is consistent with the positive text. The content is directly relevant to the church category and business name.,Christ Church Crossroads,,"['Church', 'Evangelical church', 'Non-denominational church', 'Protestant church']"
Wings Etc.,I think they have the best wings in the area. Way more meat than Bdubs. I like how they are served too. Decent prices.  Great nachos and chicken sandwich too. Always had good service.,Valid,"The review describes a genuine dining experience at Wings Etc., discussing specific menu items (wings, nachos, chicken sandwich), comparing to competitors, commenting on service quality, and providing details that align with the restaurant's description as a chain pub known for chicken wings. The 5-star rating is consistent with the positive feedback.",Wings Etc.,"Chain pub known for chicken wings & a wide variety of sauces, with sports on TV & video games.","['Bar & grill', 'American restaurant', 'Barbecue restaurant', 'Chicken wings restaurant', 'Hamburger restaurant', 'Sports bar']"
Dollar General,Always cluttered with carts full of product in the aisles.  Sometimes entire aisles are blocked off and full of inventory.,Valid,"The review describes a genuine experience about the store's organization and inventory management, which is directly relevant to shopping at Dollar General. The 2-star rating is consistent with the negative but constructive feedback about cluttered aisles and blocked inventory.",Dollar General,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
McCormick Place,Such a neat place,Valid,"The review provides a genuine positive opinion about McCormick Place convention center with 'Such a neat place', and the 5-star rating is consistent with the positive sentiment expressed.",McCormick Place,,['Bus station']
Portillo's Hot Dogs,Overpriced and they got my Order wrong.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific issues with pricing and order accuracy that are relevant to the fast food/hot dog restaurant business.",Portillo's Hot Dogs,,['Restaurant']
Skokie Lagoons,"Skokie Lagoons is the place to go to experience nature not too far from the big city. It's different from the Botanical Gardens which is a highly manicured beautiful piece of nature aimed to preserve all nature, native and nonnative. Skokie Lagoons on the other hand is a more native natural feature, there's even deer grazing around sometimes",Valid,"The review provides a genuine and detailed experience about visiting Skokie Lagoons, describing its natural features, comparing it to other local attractions, and mentioning wildlife sightings. The content is highly relevant to the nature preserve category and description, and the 5-star rating aligns with the positive tone.",Skokie Lagoons,,['Lagoon']
Skokie Fashion Square,they have great stuff here,Valid,"The review provides a positive assessment of the shopping mall's merchandise, which is directly relevant to the business category and name, and the 5-star rating is consistent with the positive comment.",Skokie Fashion Square,,"['Shopping mall', 'Food']"
Marcus Addison Cinema,Excellent theater. Seats were very large and comfortable.,Valid,"The review describes a genuine movie theater experience, commenting on specific aspects like seat comfort, which is directly relevant to the cinema business. The 5-star rating aligns with the positive feedback.",Marcus Addison Cinema,Theater chain for mainstream films; most offer enhanced picture & sound & expanded dining options.,['Movie theater']
Perry's Steakhouse & Grille,The pork chops are excellent. Gorgeous for a date night,Valid,"The review describes a genuine dining experience at the steakhouse, mentioning specific food (pork chops) and the atmosphere (date night), which aligns well with the business description of an upscale dining establishment. The 4-star rating is consistent with the positive text.",Perry's Steakhouse & Grille,"Chops, seafood, wine & cocktails served in an upscale setting with a lounge & live jazz.","['Steak house', 'Cocktail bar', 'Fine dining restaurant', 'Seafood restaurant']"
Zacatecas Restaurant,Good food,Valid,"The review provides a relevant assessment of the food quality at a Mexican restaurant, and the 3-star rating is consistent with the 'Good food' comment, indicating a genuine but brief dining experience.",Zacatecas Restaurant,,['Mexican restaurant']
FFC Gold Coast,"Super nice staff, great gym!",Valid,"The review describes a genuine experience at the fitness center, praising the staff and gym quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business categories (Fitness center, Gym, etc.).",FFC Gold Coast,,"['Fitness center', 'Basketball court', 'Day spa', 'Gym', 'Indoor swimming pool', 'Massage therapist', 'Physical fitness program', 'Physical therapy clinic', 'Rehabilitation center', 'Spa and health club']"
Red's Muffler Shop,"I don't normally leave Google reviews, but I just wanted to take a minute to echo everyone else's great sentiments to add my own. My car had an exhaust flange that had a bolt break so it was leaking out the side and making it drone. At first from talking to him on the phone I was thinking it might have needed the flange cut out and replaced with plain pipe, but after I took it there and they got it up on the rack, they were able to get the bad bolt out (with a little torch persuasion) and just threw another bolt in there. That was all it needed. Their price? $15, woohoo! I hope I won't have any exhaust problems in the near future, but if I do I hope I'll be able to go back to these folks.",Valid,"The review describes a genuine experience at the muffler shop, detailing a specific automotive repair (exhaust flange bolt replacement), the service process, pricing ($15), and customer satisfaction. The content is directly relevant to the business category and demonstrates an actual visit.",Red's Muffler Shop,,['Muffler shop']
Brasa Roja Pulaski,Its ok...the corn pancake was horrible....the chicken borderline dry...plantains greasy...service very good...,Valid,"The review provides a genuine dining experience at the Colombian restaurant, describing specific food items (corn pancake, chicken, plantains) and service quality. The 2-star rating is consistent with the mixed-to-negative feedback about the food.",Brasa Roja Pulaski,"Casual, family-owned restaurant with colorful murals & a menu of classic Colombian dishes.","['Colombian restaurant', 'Restaurant']"
Cheddar's Scratch Kitchen,Affordable eats for the family! Real mashed potatoes for your hungry palate!,Valid,"The review describes a genuine dining experience at Cheddar's Scratch Kitchen, mentioning specific food items (mashed potatoes) and characterizing it as affordable family dining, which aligns well with the restaurant's description as a family-friendly chain serving American comfort food. The 3-star rating is consistent with a moderate positive experience.",Cheddar's Scratch Kitchen,"Family-friendly chain serving American comfort food with a Texas twist, plus cocktails.","['Traditional American restaurant', 'Family restaurant', 'Southern restaurant (US)']"
La Vieja Michoacana,Nice service with delicious food,Valid,"The review provides a genuine assessment of the service and food quality with a 4-star rating that matches the positive sentiment, making it a legitimate review of the customer's experience.",La Vieja Michoacana,,"['Ice cream shop', 'Frozen yogurt shop']"
Care Animal Clinic,My pets have become new patients of this clinic this past year and it's the best choice I've made. Very 1 on 1 and concise. Will continue to be my pets' clinic for the rest of their lives.,Valid,"The review describes a genuine experience with veterinary services at the clinic, mentions specific positive aspects like '1 on 1 and concise' care, and expresses commitment to continue using the service. The 5-star rating is consistent with the positive feedback about pet care.",Care Animal Clinic,,['Veterinarian']
Lake Meadows Shopping Center,Very fine place.,Valid,"The review provides a positive assessment of the shopping center with a 5-star rating that matches the positive sentiment. While brief, the comment 'Very fine place' is relevant to evaluating the overall shopping center experience.",Lake Meadows Shopping Center,"Outdoor shopping center featuring major clothing chains, fast-food places & more.",['Shopping mall']
Bobby's Frozen Custard,"Wonderful place, great ice cream, service, and the place to go.",Valid,"The review describes a genuine experience at the ice cream shop, praising the ice cream, service, and overall experience. The 5-star rating is consistent with the positive feedback, and the content is clearly relevant to the business category and description.",Bobby's Frozen Custard,"Seasonal window-serve standby for frozen custard cones, sundaes & shakes, with outdoor tables.","['Ice cream shop', 'Dessert shop']"
Buffalo Wild Wings,Great food and service!,Valid,"The review describes a genuine dining experience at Buffalo Wild Wings, praising both food and service. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's offerings as described in the business description and category.",Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,['Restaurant']
Barnes & Noble,Very clean friendly store,Valid,"The review describes a genuine experience at Barnes & Noble, commenting on the store's cleanliness and friendly service, which is relevant to a bookstore. The 5-star rating is consistent with the positive feedback.",Barnes & Noble,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.","['Book store', 'Cafe', 'Childrens book store', 'Hobby store', 'Toy store']"
Urban Oasis,"Such a great place! Amazing therapists and always possible to get an appointment, even at the last minute.",Valid,"The review describes a genuine experience at a spa, mentioning therapists and appointment availability, which is directly relevant to the business category of spa and massage services. The 5-star rating is consistent with the positive feedback.",Urban Oasis,,"['Spa', 'Massage spa', 'Massage therapist', 'Skin care clinic']"
