business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Pappas Bar-B-Q,It's okay  that nice,Irrelevant,"The review text 'It's okay that nice' is extremely vague and doesn't relate to the barbecue restaurant's food, service, or experience. The content doesn't mention anything about barbecue, smoked meats, or dining experience that would be relevant to this restaurant category.",,,,Pappas Bar-B-Q,Long-standing chain dishing up Texas-style smoked meats & sides in a relaxed counter-serve setting.,['Barbecue restaurant']
Church's Chicken,Chicken taste like plastic,Valid,"The review provides a genuine negative experience about the chicken quality at Church's Chicken, which is directly relevant to this chicken restaurant. The 1-star rating is consistent with the negative feedback about the food.",,,,Church's Chicken,"Fast-food chain offering fried chicken, sandwiches, wings & Southern-influenced sides.","['Chicken restaurant', 'Family restaurant', 'Fast food restaurant']"
Pinthouse Pizza,Slow service,Valid,"The review provides a genuine critique of the service quality at the restaurant, which is directly relevant to the dining experience at Pinthouse Pizza. The 3-star rating is consistent with the mild complaint about slow service.",,,,Pinthouse Pizza,"British-pub-inspired spot with elaborate pizzas, plus a house brewery specializing in hoppy beers.","['Pizza restaurant', 'Bar', 'Brewery', 'Brewpub']"
Ulta Beauty,Steph was amazing! Highly recommend!,Valid,"The review describes a positive experience with a staff member named Steph at Ulta Beauty, which is relevant to the cosmetics store and beauty salon services. The 5-star rating is consistent with the positive feedback.",,,,Ulta Beauty,"Chain with a diverse selection of cosmetics & other beauty products, plus on-site salon services.","['Cosmetics store', 'Beauty salon', 'Hairdresser']"
Turquoise Grill & Bar,Great service with traditional Turkish cuisine,Valid,The review describes a genuine dining experience mentioning 'great service' and 'traditional Turkish cuisine' which directly relates to the business as a Turkish/Mediterranean restaurant. The 5-star rating is consistent with the positive feedback.,,,,Turquoise Grill & Bar,This modern outpost with a long menu of Mediterranean classics offers cocktails & an outdoor patio.,"['Mediterranean restaurant', 'Bar & grill', 'Greek restaurant', 'Restaurant', 'Turkish restaurant']"
JCPenney,One stop shop,Valid,"The review 'One stop shop' is relevant to JCPenney as a department store that sells a wide variety of items including clothing, footwear, and furniture. The phrase directly relates to the business description and category, and the 4-star rating is consistent with a positive but brief assessment.",,,,JCPenney,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.","['Department store', ""Children's clothing store"", 'Fashion accessories store', 'Home goods store', 'Jewelry store', ""Men's clothing store"", 'Shoe store', 'Wedding store', ""Women's clothing store""]"
Clark Gardens,"This place is a true hidden gem. Be prepared to walk. There isn’t a lot of shade, so during the summer months, be prepared. The gardens itself is very pretty. It’s laid out sort of wide open. There never seems to be crowds here, but the last two times I went, they were preparing for a wedding. Btw, this would be a great place to get married. They even have a chapel on the grounds. Well worth a trip to see.",Valid,"The review provides a detailed and genuine experience of visiting Clark Gardens, describing specific aspects like the layout, shade conditions, walking requirements, and wedding facilities. The content is highly relevant to a botanical garden and tourist attraction, and the 5-star rating aligns with the positive description of the location as a 'hidden gem' and 'well worth a trip to see'.",,,,Clark Gardens,,"['Botanical garden', 'Tourist attraction']"
Patel Brothers,"Typical Indian grocery store
Item price labelling is always lagging behind and you may find a few surprieses at checkout",Valid,"The review provides a genuine experience about shopping at this Indian grocery store, mentioning specific issues with price labeling that customers might encounter. The content is directly relevant to the business category and description, and the 4-star rating aligns with the mixed but overall positive tone.",,,,Patel Brothers,"This grocery chain sells Indian foods, plus beauty products, spiritual items & more.","['Grocery store', 'Indian grocery store', 'Supermarket']"
Two Men and a Truck,This entire team is amazing! From start to finish the process was seamless. Highly recommend to everyone!,Valid,"The review describes a genuine experience with the moving service, praising the team and process. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business category of moving services.",,,,Two Men and a Truck,,"['Mover', 'Moving and storage service', 'Moving supply store', 'Piano moving service']"
Pappadeaux Seafood Kitchen,"Excellent  service, excellent food!",Valid,"The review describes a genuine dining experience with positive feedback about service and food quality, which is directly relevant to this seafood restaurant. The 5-star rating is consistent with the positive text.",,,,Pappadeaux Seafood Kitchen,"Convivial chain dishing up hearty portions of New Orleans-style seafood, steaks, salads & more.",['Seafood restaurant']
Hobby Lobby,Big variety,Valid,"The review mentions 'Big variety' which directly relates to Hobby Lobby's business description of carrying 'a variety of arts & crafts materials' and aligns with the store categories. Despite being brief, the comment is relevant to the shopping experience and the 5-star rating is consistent with the positive sentiment.",,,,Hobby Lobby,"Chain carrying a variety of arts & crafts materials, plus party supplies, fabric & home-decor items.","['Craft store', 'Fabric store', 'Hobby store', 'Home goods store', 'Picture frame shop', 'Scrapbooking store']"
Sonic Drive-In,"I'm not a fan of Sonic's burgers but it's got the best drinks, shakes, slushes, tater tots and hot fudge sundaes even banana splits. Don't forget the coke and root beer floats. I'm sure by now you can get what ever flavor you want with your float. They keep it nice and clean and the employees are always nice.",Valid,"The review provides a genuine experience at Sonic Drive-In, discussing specific menu items (burgers, drinks, shakes, slushes, tater tots, sundaes, floats) that align with the business description as a fast-food restaurant and ice cream shop. The reviewer shares balanced feedback about food preferences and compliments the cleanliness and staff, which is relevant to the location and service.",,,,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Hamburger restaurant']"
Super 8 by Wyndham Houston/Webster/NASA,Clean place with a pretty good breakfast.,Valid,"The review describes a genuine stay experience at the hotel, mentioning cleanliness and breakfast which are relevant to the hotel's services. The 4-star rating is consistent with the positive feedback.",,,,Super 8 by Wyndham Houston/Webster/NASA,"Straightforward budget hotel with an outdoor pool & hot tub, plus free continental breakfast & WiFi.","['Hotel', 'Lodge']"
Petco,The service is very friendly and their animals are well kept,Valid,"The review describes a genuine experience at Petco, mentioning friendly service and well-kept animals, which directly relates to the pet store's category and services. The 4-star rating is consistent with the positive feedback.",,,,Petco,"Chain with pet food & supplies, such as toys, beds & apparel (many offer pet services & adoptions).","['Pet supply store', 'Pet store']"
Cabela's,Very friendly and knowledgeable staff.,Valid,"The review describes a genuine experience with the staff at Cabela's, which is relevant to the sporting goods store. The positive comment about friendly and knowledgeable staff aligns with the 5-star rating and is appropriate for evaluating a retail establishment.",,,,Cabela's,"Retail mainstay stocking a huge inventory of hunting, fishing & camping supplies, plus boats & ATVs.","['Sporting goods store', 'Boat dealer', 'Camping store', 'Gun shop']"
ANNA'S MEXICAN GRILL LIMITED,"This was a great place, we took our daughter in law for her bday while my grand baby attended dance class. The bar tender was very knowledgeable and attentive.  We will go again.",Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific details like visiting for a birthday celebration, the bartender's service quality, and expressing intent to return. The 5-star rating is consistent with the positive experience described.",,,,ANNA'S MEXICAN GRILL LIMITED,,['Mexican restaurant']
Fat Dog Beverages,Always my favorite stop when looking for alcohol. Always find something tasty! And I don't like drinking. Staff is always friendly and helpful and store is always stocked clean and organized,Valid,"The review describes a genuine experience at the liquor store, with specific details about finding tasty alcoholic beverages, friendly staff, and the store's cleanliness and organization. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the business category of liquor/beer/wine store.",,,,Fat Dog Beverages,,"['Liquor store', 'Beer store', 'Wine store']"
America Buffet,"Nice options, good taste.",Valid,"The review provides a genuine assessment of the buffet restaurant experience, mentioning 'nice options' and 'good taste' which directly relate to the food quality and variety at an all-you-can-eat buffet. The 5-star rating is consistent with the positive feedback.",,,,America Buffet,"Standard all-you-can-eat buffet featuring familiar foods such as mac ’n’ cheese, ribs & fajitas.",['Restaurant']
Hyderabad House,"Worst customer service ever experienced. You guys should understand that you are representing India. You are spoiling India’s Name.
When the food arrived, it was fallen on the plate from the bowl. Worst food representation!!
The bhatura was not cooked properly!!
Seriously?
We ordered extra Bhaturas, 25 minutes later when they got in my nerves, I told them not to bring them I will just leave. No apologies and all they had to say is “never mind”
I feel pity for you guys.",Valid,"The review describes a genuine dining experience at the Indian restaurant, detailing specific issues with food quality (bhatura not cooked properly, food presentation), service problems (25-minute wait, poor customer service), and overall dissatisfaction. The 1-star rating is consistent with the detailed negative experience described.",,,,Hyderabad House,"Casual outpost of a local chain offering an array of Indian specialties, including curry & biryani.",['Indian restaurant']
Denny's,The service staff is very nice,Valid,"The review describes a genuine experience about the service staff at Denny's, which is relevant to the restaurant. The 5-star rating is consistent with the positive comment about nice service staff.",,,,Denny's,"Casual diner chain dishing up classic American comfort fare, including breakfast, 24 hours a day.","['American restaurant', 'Breakfast restaurant', 'Diner', 'Restaurant']"
Caribbean Jerk Cuisine,Great food perfect service.... fresh hot food..,Valid,The review describes a genuine dining experience with positive comments about the food quality and service that are relevant to this Caribbean/Jamaican restaurant. The 5-star rating is consistent with the positive feedback.,,,,Caribbean Jerk Cuisine,"Jerk chicken, curried & stewed meats plus vegetarian options dished up in a simple setting.","['Jamaican restaurant', 'Caribbean restaurant']"
IHOP,"Busy, but we got in at 11:30am in 5-10 min. Food was good, service good.",Valid,"The review describes a genuine dining experience at IHOP, mentioning wait time, food quality, and service. The content is relevant to the restaurant and the 4-star rating is consistent with the positive feedback about food and service quality.",,,,IHOP,,"['Restaurant', 'American restaurant', 'Breakfast restaurant', 'Family restaurant']"
Mariscos Lauro Villar,Great service & food was delicious!,Valid,"The review describes a genuine dining experience at the seafood restaurant, commenting on both service and food quality. The 5-star rating is consistent with the positive feedback about the restaurant's offerings.",,,,Mariscos Lauro Villar,,['Seafood restaurant']
Simply Self Storage,"Very nice facility! Amy, the store manager, is awesome and incredibly helpful and really sets a great tone to the place.  Plus the pricing cant be beat. A+++",Valid,"The review describes a genuine experience at the storage facility, mentioning specific staff (Amy the store manager), facility quality, pricing, and service - all relevant to a self-storage business. The 5-star rating is consistent with the positive feedback.",,,,Simply Self Storage,,"['Self-storage facility', 'Moving and storage service', 'Moving supply store', 'Storage facility']"
Country Thyme AC & heat,Amazing customer service! We had an issue and they came out at no cost and fixed it! They have our service and recommendation from here on out!,Valid,"The review describes a genuine service experience with the HVAC contractor, mentioning specific details about customer service, a repair visit at no cost, and future recommendations. The 5-star rating is consistent with the positive experience described.",,,,Country Thyme AC & heat,,"['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Service establishment', 'Heating contractor', 'Pressure washing service']"
D-S Lawn & Automotive,Very clean and well stocked store . Did not have the part I was looking for .,Valid,"The review describes a genuine experience visiting the store, mentioning it being clean and well-stocked, and searching for a specific part. This is relevant to an automotive/lawn equipment store, and the 5-star rating reflects satisfaction with the store's condition despite not finding the needed part.",,,,D-S Lawn & Automotive,"Authorized STIHL dealer selling lawn mowers, hedge trimmers, chainsaws, blowers & protective gear.",['Lawn mower store']
Days Inn by Wyndham Amarillo East,"Nice employees. Clean rooms comfortable beds. Grab n go breakfast. Coffee makers, microfridge in rooms.",Valid,"The review describes a genuine hotel experience with specific details about room amenities, breakfast, and staff quality that are directly relevant to the hotel business. The 4-star rating is consistent with the positive feedback provided.",,,,Days Inn by Wyndham Amarillo East,"Straightforward hotel with outdoor pool, including free breakfast, Wi-Fi & 24-hour airport shuttle.","['Hotel', 'Lodge']"
Tobin Center for the Performing Arts,Beautiful inside and out. Only downfall the restrooms are downstairs.,Valid,"The review describes a genuine experience at the performing arts venue, commenting on the building's aesthetics and providing specific feedback about the restroom location. The 5-star rating is consistent with the overall positive sentiment, and the content is directly relevant to the venue.",,,,Tobin Center for the Performing Arts,,"['Performing arts theater', 'Arts organization', 'Ballet theater', 'Concert hall', 'Event venue', 'Live music venue', 'Opera house']"
Foodarama Market,Its always busy. I have never had any issues here.,Valid,"The review describes a genuine experience at the supermarket, mentioning it's always busy and that the reviewer has had no issues there. The 5-star rating is consistent with the positive text, and the content is relevant to a grocery store/supermarket.",,,,Foodarama Market,"Supermarket featuring a bakery & other familiar departments, plus a selection of beer & wine.","['Grocery store', 'Bakery', 'Convenience store', 'Supermarket']"
Carnitas Michoacan,"(Translated by Google) Delicious basket tacos, pork carnitas and sauces.

(Original)
Ricos tacos de canasta, carnitas de puerco y salsas.",Valid,"The review describes a genuine dining experience at a Mexican restaurant, specifically mentioning food items (basket tacos, pork carnitas, and sauces) that are relevant to the business category and name. The 4-star rating is consistent with the positive description of the food as 'delicious/ricos'.",,,,Carnitas Michoacan,,['Mexican restaurant']
Wortham Theater Center,Saw Don Giovanni. Fab!!,Valid,"The review describes a genuine experience attending a performance (Don Giovanni opera) at the theater, which directly relates to the venue's purpose as a performing arts theater that hosts Houston Grand Opera. The 5-star rating and positive comment 'Fab!!' are consistent with the experience described.",,,,Wortham Theater Center,Impressive & spacious duo of theaters play home to the Houston Ballet & the Houston Grand Opera.,['Performing arts theater']
Best Buy,I love Best Buy! Their customer service is excellent. I've noticed they've been remodeling the stores and they look very nice. Definitely will continue to shop here.,Valid,"The review describes a genuine shopping experience at Best Buy, praising customer service and store improvements. The content is directly relevant to the electronics retailer, and the 5-star rating aligns with the positive feedback about the store and service.",,,,Best Buy,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.","['Electronics store', 'Appliance store', 'Computer store', 'Home theater store', 'Music store', 'Video game store', 'Video store']"
Sonic Drive-In,"Absolutely the worst experience I have ever had at any fast food establishment, we pulled in and ordered our food, 2 orders of tots and 3 drinks, and attempted to process a payment with debit cardand after 35 minutes a lady comes to our vehicle with no drinks and when we mention it she apologizes for the mixup then walks away with the tots sitting them in the kitchen for 15 minutes before coming back out with all of our items and requesting payment never having mentioned that their credit card machine was down, nobody in my vehicle is carrying cash, so we requested to speak with the manager about how he needs to get signs up explaining to customers that the card machines are down, Denzel said that their credit card machines haven't been working properly for a week and that he just turns it off and back on every hour, which is very bad problem management in my opinion. After which the lady who had brought out our items initially threw it all away while walking back to the kitchen.",Valid,"The review describes a detailed, genuine experience at Sonic Drive-In including specific issues with ordering, payment processing, staff interactions, and service problems. The 1-star rating is consistent with the negative experience described, and all content is directly relevant to the fast-food restaurant.",,,,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Hamburger restaurant']"
Minute Maid Park,"Great ball park , good food options",Valid,"The review describes a genuine experience at the baseball stadium, mentioning both the ballpark quality and food options, which are relevant to the venue. The 5-star rating is consistent with the positive feedback.",,,,Minute Maid Park,"Astros' home ballpark with retractable roof, plenty of concessions options & a train station theme.",['Stadium']
Chick-fil-A North Beltline Road,"Lluvia Solachi was the shift Manager.
Assistant Manager was the Hispanic lady.
My order number was 5387903.
I called over the phone and asked if they serve lunch or just breakfast. The lady on the phone humbly requested 15 times to ready. I waited and reached there in 15 mins. I ordered my food at the drive thru and asked me to wait another 10 mins. I was patient. I went to my house and there is no cheese on my sandwich. I called back and let the manager know about the issue but she said she can only refund me for the cheese but how can I eat the sandwich without the cheese. She first tried to give me a coupon for sandwich but again she changed her mind and she asked me to come back again instead and said they will fix my order if I bring them back. I went back again and took all the food I took earlier and they made my sandwich again. Took more than 1 hour in total, 2 trips, 2 phone calls lasting total of 12 mins to get a sandwich from my beloved fast food chain that I have been customer since so long.

I hope this gets delegated to the higher management for further learning.

Posted me off all the way.",Valid,"The review describes a detailed, genuine experience at the Chick-fil-A location, including specific order issues, interactions with staff, and service problems. Despite the 1-star rating and negative tone, the reviewer clearly visited the location and provides specific details about their experience with the food and service.",,,,Chick-fil-A North Beltline Road,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']"
Walmart Supercenter,Great,Valid,"The review expresses a positive sentiment about Walmart Supercenter with a 5-star rating. Although the text is brief, 'Great' is a relevant positive assessment that aligns with the business categories (department store, etc.) and the high rating, indicating a genuine customer experience.",,,,Walmart Supercenter,,"['Department store', 'Discount store', 'Electronics store', 'Grocery store', 'Supermarket']"
Wingstop,"The food and the over-all politeness of the employees is great, but each and every single time I order from here something is wrong with my order. Its happened literally every time. If this stopped happening, it would easily earn a 5 star rating.",Valid,"The review describes a genuine experience at Wingstop, discussing both positive aspects (food quality, employee politeness) and a specific recurring issue (order accuracy problems). The 3-star rating is consistent with the mixed feedback provided.",,,,Wingstop,Casual counter-serve chain serving a variety of chicken wings & sides.,['Chicken wings restaurant']
Del Frisco's Double Eagle Steakhouse,Bone in Prime Ribeye with brussel sprouts was amazing!,Valid,"The review describes a genuine dining experience at the steakhouse, mentioning specific menu items (Bone in Prime Ribeye with brussel sprouts) that are consistent with the restaurant's category as a steak house and fine dining establishment. The 5-star rating aligns with the positive sentiment expressed.",,,,Del Frisco's Double Eagle Steakhouse,Opulently outfitted chain restaurant specializing in prime steaks & seafood along with fine wines.,"['Steak house', 'American restaurant', 'Bar', 'Fine dining restaurant', 'Seafood restaurant', 'Traditional American restaurant']"
Mansfield Town Center,Great stores,Valid,"The review provides a genuine, positive assessment of the business park's retail offerings. The 5-star rating is consistent with the positive comment 'Great stores', and the text is directly relevant to what one would expect to find at a business park/town center.",,,,Mansfield Town Center,,['Business park']
BB's Tex-Orleans,"Food was good, service was quick and prompt, but it did take a little longer than expected for the food to come out.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning food quality, service speed, and wait time. The content is directly relevant to the Cajun/Tex-Orleans restaurant and the 3-star rating is consistent with the mixed feedback (positive food and service, but longer wait time).",,,,BB's Tex-Orleans,"Local Tex-Orleans chain serving po' boys, gumbo, fried seafood & more in a casual setting.","['Cajun restaurant', 'American restaurant', 'Bar', 'Cafe', 'Fusion restaurant', 'Takeout restaurant', 'Oyster bar restaurant', 'Salad shop', 'Seafood restaurant', 'Southern restaurant (US)']"
Leon's Ice House,Great place to hang. Quiet and steak on Wednesdays!!,Valid,"The review describes a genuine experience at the bar, mentioning the atmosphere ('quiet'), food offerings ('steak on Wednesdays'), and overall positive sentiment ('Great place to hang') which are all relevant to a bar establishment. The 5-star rating is consistent with the positive text.",,,,Leon's Ice House,,['Bar']
Sandoval's Body & Paint,Excellent body job!!! They're fast and experience,Valid,"The review describes a genuine experience with the auto body shop's services, praising their work quality and efficiency. The 5-star rating is consistent with the positive feedback about their 'excellent body job' and being 'fast and experienced'.",,,,Sandoval's Body & Paint,,['Auto body shop']
Gino's Italian Restaurant and Pizza,Had neverveaten there before.  The food and service were excellent.  The portions were mammoth. Will definitely go back.,Valid,"The review describes a genuine dining experience at the Italian restaurant, mentioning specific aspects like food quality, service, and portion sizes. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's offerings.",,,,Gino's Italian Restaurant and Pizza,"Family-run spot with Italian standards like pasta, pizza & subs in a casual strip-mall outpost.","['Italian restaurant', 'Pizza restaurant']"
Dollar General,Good bargains,Valid,"The review 'Good bargains' is directly relevant to Dollar General as a discount/dollar store, and the 4-star rating is consistent with the positive sentiment about finding good deals.",,,,Dollar General,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
Rios Barbacoa,Best barbacoba in town hands down 👍,Valid,"The review describes a genuine dining experience at the barbecue restaurant, with the 5-star rating consistent with the positive text praising their barbacoa.",,,,Rios Barbacoa,"Member of a casual, family-owned local chain known for Mexican barbecue, breakfast & lunch.",['Barbecue restaurant']
Whataburger,Love the friendly workers!,Valid,"The review describes a genuine experience about the staff at Whataburger, which is relevant to the restaurant. The positive comment about friendly workers is appropriate feedback for a fast-food establishment, and the 5-star rating aligns with the positive sentiment.",,,,Whataburger,,['Restaurant']
IT'SUGAR Domain,"I stopped in here recently and was super excited that there was a candy store at the domain finally (there are actually multiple candy stores in this area). Instantly fell in love with the place because of all the variety of items. It just makes you happy when you get in there. I can only imagine what children feel like going in here.They have a bunch of special items, like KidRoBot Yummy world items. I selected a few items to purchase and waited in line. This is where the whole experience went downhill. They had two registers opened and only one of them accepted card. The lady that had been in line at the credit card register was there for at least 10-15 minutes prior to me even getting in line. I didn't know that only one machine was accepting credit cards until I had already bagged my candy, otherwise I would have left. They couldn't even get the register situation figured out. It was a nightmare, they had to manually enter in each barcode... sigh. I ended up putting back all of my other items and just get the candy and resorted in paying in cash. It was extremely frustrating and a massive let down when I had been looking forward to this store opening.",Valid,"The review describes a genuine shopping experience at the candy store, detailing both positive aspects (variety, excitement about the store opening) and negative experiences (register issues, payment problems). The 2-star rating is consistent with the mixed but ultimately disappointing experience described.",,,,IT'SUGAR Domain,"Colorful retail chain offering classic & oversized candy, plus apparel, accessories & novelty gifts.","['Candy store', 'Chocolate shop', 'Dessert shop', 'Gift basket store', 'Gift shop', 'Novelty store']"
Guadalajara Grill,"Super disappointed with this location. The rice was overcooked and dry, the pico de gallo was literally like 5 pieces of tomato and onion. I didn't think the enchiladas were too bad, but they were small. Especially after the menu mentioned they were big.

The service was slow, and the day wasn't even busy. The waiter actually checked his phone while taking our orders.",Valid,"The review provides a detailed account of a genuine dining experience at the Mexican restaurant, describing specific food items (rice, pico de gallo, enchiladas) and service quality. The 3-star rating is consistent with the mixed feedback about the food and service.",,,,Guadalajara Grill,,"['Mexican restaurant', 'Bar & grill']"
Italiano's Restaurant,"Company Christmas Dinner- great service, impressive variety on the menu and very reasonable prices. Of course,  the garlic bread knots are to die for. The cleaner fish and vegetable choices were just as tasty as the more traditional Italian items. We will return!!",Valid,"The review describes a genuine dining experience at an Italian restaurant, mentioning specific details like service quality, menu variety, prices, garlic bread knots, and food choices. The positive content aligns with the 5-star rating and is directly relevant to the restaurant's category and services.",,,,Italiano's Restaurant,,['Italian restaurant']
Chute 4 Rodeo Foods,Best BBQ in Waco. Never had any issues with anything but the crowd. The food is so worth the wait!,Valid,"The review describes a genuine dining experience at the barbecue restaurant, praising the BBQ food quality and mentioning the crowd/wait time, which are relevant details for a restaurant review. The 5-star rating is consistent with the positive feedback.",,,,Chute 4 Rodeo Foods,,['Barbecue restaurant']
Cracker Barrel Old Country Store,Good food!!,Valid,"The review expresses a positive opinion about the food quality with a 4-star rating, which is directly relevant to this American restaurant. Although brief, the comment relates to the core service of the establishment.",,,,Cracker Barrel Old Country Store,"Homey chain restaurant serving American comfort food, with an on-site general store.","['American restaurant', 'Gift shop', 'Hobby store', 'Restaurant', 'Southern restaurant (US)']"
Domino's Pizza,Good,Valid,"The review provides a genuine assessment ('Good') with a 3-star rating that is consistent with the sentiment. The comment is relevant to Domino's Pizza as it evaluates the business, even though it's brief.",,,,Domino's Pizza,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,"['Pizza delivery', 'Delivery Restaurant', 'Takeout Restaurant', 'Pizza restaurant', 'Pizza Takeout']"
Capital Plaza,"(Translated by Google) By soo good.

(Original)
Af soo good.",Valid,"The review expresses a positive opinion about the shopping mall with a 5-star rating. Although brief and translated, it conveys a genuine experience and is relevant to the location.",,,,Capital Plaza,"Low-key shopping center featuring familiar retail chains, fast-food eateries & local services.",['Shopping mall']
Best Western Plus Dallas Love Field North Hotel,Hotel is nice and clean! Elevator was not working at all. Stairs were a pain. Its not in such a great area but the price was ok.,Valid,"The review describes a genuine hotel stay experience, mentioning specific aspects like cleanliness, elevator issues, location, and pricing. The 4-star rating is consistent with the mixed but overall positive feedback about the hotel.",,,,Best Western Plus Dallas Love Field North Hotel,"Colorful rooms with minifridges & microwaves, plus an outdoor pool, a gym & a free breakfast buffet.",['Hotel']
Palenque Grill Loop 20,Goos service.and food but the food take long,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning both service and food quality along with wait time concerns. The 4-star rating is consistent with the mixed but generally positive feedback about good service and food despite longer wait times.",,,,Palenque Grill Loop 20,"Unassuming restaurant & bar serving gourmet Mexican-inspired seafood, steaks & cocktails.","['Mexican restaurant', 'Banquet hall', 'Event venue', 'Family restaurant', 'Seafood restaurant', 'Steak house', 'Taco restaurant']"
Spring Creek Barbeque,Best ribs ever!,Valid,"The review describes a genuine dining experience at the barbecue restaurant, praising the ribs which directly relates to the business category and description. The 5-star rating is consistent with the positive feedback.",,,,Spring Creek Barbeque,"Branch of a Texas smokehouse chain dishing up meat & sides in a simple, family-friendly setting.",['Barbecue restaurant']
Extended Stay America - Waco - Woodway,Family staying there for work. She is enjoying it there.,Valid,"The review describes a genuine stay experience at the extended stay hotel, mentioning family staying for work purposes and positive feedback about enjoying the stay. The 5-star rating is consistent with the positive sentiment expressed.",,,,Extended Stay America - Waco - Woodway,Simple studios with kitchenettes in a modest hotel offering free Wi-Fi & to-go breakfast.,['Extended stay hotel']
The Well,Great atmosphere. The Sunday brunch was excellent and there was plenty of food. Will gladly go back.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific details like Sunday brunch, food quality, and atmosphere. The 4-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's business.",,,,The Well,,['Church']
Captain D's,Haven't eaten at a Captain D's in 20 years and it still the same just plain Jane,Valid,"The review describes a genuine dining experience at Captain D's, comparing it to a previous visit 20 years ago. The reviewer provides their opinion about the food quality ('plain Jane') and the 3-star rating is consistent with their lukewarm assessment. Despite the long gap, they did eat there and shared their experience.",,,,Captain D's,"Fast, casual seafood restaurant chain serving fish & seafood dishes, plus sides & desserts.","['Seafood restaurant', 'American restaurant', 'Family restaurant', 'Fast food restaurant', 'Fish & chips restaurant']"
Osprey Cruises,"We got to see quite a few Dolphines too!
Great Crew!",Valid,"The review describes a genuine experience on a boat tour, mentioning seeing dolphins and praising the crew, which is directly relevant to Osprey Cruises' boat tour services. The 5-star rating is consistent with the positive experience described.",,,,Osprey Cruises,,"['Boat tour agency', 'Fishing charter', 'Gift shop', 'Sightseeing tour agency', 'Tourist attraction']"
Mr G's Pizzeria,Oh My Goodness. First time and in a Pandemic! The restaurant is very clean and SAFE. we ordered the calzone and it is a performance as well as a meal. Thank you for a wonderful dinner and great wait staff!,Valid,"The review describes a genuine dining experience at the pizzeria, mentioning specific food items (calzone), restaurant cleanliness, and staff service. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the pizza restaurant's business.",,,,Mr G's Pizzeria,"Family-owned, bi-level pizza place with hand-tossed pies, homemade sauce & calzones in relaxed digs.","['Pizza restaurant', 'Italian restaurant']"
Taco Bell,Friendly and good,Valid,"The review describes a genuine experience at Taco Bell with positive feedback about the service ('Friendly') and food quality ('good'). The 5-star rating is consistent with the positive text, and the content is relevant to the fast-food restaurant.",,,,Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.",
Sunoco Stripes,Clean store with clean bathrooms,Valid,"The review describes a genuine experience at the gas station, commenting on cleanliness of the store and bathrooms, which are relevant aspects of a gas station visit. The 4-star rating is consistent with the positive feedback.",,,,Sunoco Stripes,,['Gas station']
Casarez Mexican Restaurant,"Awesome Mexican food, cooked by actual Mexicans.",Valid,"The review describes a genuine dining experience at a Mexican restaurant, praising the food quality. The 5-star rating is consistent with the positive feedback about the Mexican cuisine, which directly relates to the business category and description.",,,,Casarez Mexican Restaurant,"Neighborhood Mexican joint serving tacos, fajitas, Tex-Mex eats & other basics in relaxed surrounds.",['Mexican restaurant']
Quality RV Solutions,Great company to do business with. Don't hesitate to contact them for your rv service.,Valid,"The review describes a genuine business experience with RV services, which directly relates to the business category 'RV repair shop'. The 5-star rating is consistent with the positive recommendation.",,,,Quality RV Solutions,,['RV repair shop']
Home Slice Pizza,Loved it best pizza in TEXAS 🥰🥰🥰,Valid,"The review expresses genuine positive experience about the pizza quality at this pizza restaurant. The 5-star rating is consistent with the enthusiastic text praising it as the 'best pizza in TEXAS', which directly relates to the business category of pizza restaurant.",,,,Home Slice Pizza,"Thin-crust slices & pies for dining in or carry out, open late for takeaway on weekends.","['Pizza restaurant', 'Italian restaurant', 'Pizza takeaway', 'Restaurant']"
AutoZone Auto Parts,Good service. They are meeting ppl at the car and offering free checking of the car under the hood and answering any questions and then buy items in store.,Valid,"The review describes a genuine customer experience at AutoZone, mentioning specific services like curbside assistance, hood checking, and in-store purchases. The content is directly relevant to an auto parts store and the 5-star rating aligns with the positive description of good service.",,,,AutoZone Auto Parts,,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']"
