business_name,text,predicted_label,prediction_reason,name,description,category
The National WWII Museum,There are not enough stars to give to this museum.  From the very moment you enter you are wrapped in history.  Tom Hanks narrates the starting 4 D movie on WWII.  Detail after detail brings this part of history to life.  We will be back,Valid,"The review describes a genuine visit experience to the WWII Museum, mentioning specific features like Tom Hanks narration, 4D movie, and interactive exhibits that align with the museum's description and category. The 5-star rating is consistent with the highly positive sentiment expressed.",The National WWII Museum,"Multi-building museum with interactive submarine exhibit, planes, 4-D theater & eatery downstairs.","['War museum', 'History museum', 'Museum', 'National museum', 'Tourist attraction']"
Outback Steakhouse,Excellent service and food,Valid,"The review describes a genuine dining experience at Outback Steakhouse, praising both service and food quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's steakhouse category and description.",Outback Steakhouse,"Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.","['Steak house', 'American restaurant', 'Australian restaurant', 'Bar', 'Bar & grill', 'Gluten-free restaurant', 'Takeout Restaurant', 'Restaurant']"
Palace Café,Everything was extraordinary good atmosphere nice staff food was quickly served,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like atmosphere, staff, and food service speed. The 5-star rating is consistent with the positive feedback about the Creole restaurant.",Palace Café,"Modern Creole cooking in an opulent, high-ceilinged room, plus sidewalk seating & people-watching.","['Creole restaurant', 'Bar', 'Restaurant']"
"Motel 6 Baton Rouge, LA - Southeast",Wonderful place,Valid,"The review provides a positive assessment of the motel with a 5-star rating that matches the positive sentiment. While brief, the comment 'Wonderful place' is directly relevant to the lodging business.","Motel 6 Baton Rouge, LA - Southeast","Basic budget lodging with a seasonal pool & a coin laundry, plus free morning coffee & parking.","['Motel', 'Hotel']"
Market Basket,To pricey..,Valid,"The review expresses a genuine opinion about pricing at a grocery store/supermarket, which is directly relevant to the business. Despite being brief and containing a typo ('pricey'), it shares a legitimate customer experience.",Market Basket,,"['Grocery store', 'Supermarket']"
Zea Rotisserie & Bar,Food was wonderful service was great..,Valid,"The review describes a genuine dining experience at the restaurant, mentioning both food quality and service, with a 5-star rating that is consistent with the positive feedback.",Zea Rotisserie & Bar,"Sleek eatery serving a mix of Asian & American dishes with a Cajun bent plus beer, wine & cocktails.","['American restaurant', 'Bar', 'Restaurant']"
Terrace Inn Motel,I use to work there,Irrelevant,"The review is very short and only mentions past employment at the location, which does not provide any information about the motel experience, services, or facilities that would be relevant to potential guests.",Terrace Inn Motel,,['Motel']
Sammy's Deli & Grocery,ITS A CONVENIENT STORE PEOPLE!! IT IS WHAT IT ISI,Valid,"The review accurately describes the business as a convenience store, which aligns with the deli/grocery nature of the establishment. Despite the caps and casual tone, it provides a genuine assessment of what to expect from this type of business.",Sammy's Deli & Grocery,,['Deli']
NOLA Riding Academy,It was Great!!!!,Valid,"The review expresses a positive experience with a 5-star rating and enthusiastic text that is relevant to the motorcycle driving school. While brief, the comment 'It was Great!!!!' clearly relates to the service provided at NOLA Riding Academy.",NOLA Riding Academy,,['Motorcycle driving school']
Willie Mae's Scotch House,"Do not miss this place if you yravel,to,New Orleans, OMG",Valid,"The review expresses genuine enthusiasm about visiting this New Orleans restaurant, with a 5-star rating that matches the positive sentiment. Despite some typos, the content is clearly relevant to the restaurant experience and recommends the location to other travelers.",Willie Mae's Scotch House,"Lauded family-owned spot since 1957, famous for fried chicken & other soul food in a humble setting.","['American restaurant', 'Southern restaurant (US)']"
Mall of Louisiana,Very nice mall just watch your back. There’s quite a few sketchy people walking around here,Valid,"The review provides a genuine experience about visiting the Mall of Louisiana, offering both positive feedback ('Very nice mall') and a safety warning about the environment. The 3-star rating reflects the mixed sentiment, and the content is directly relevant to the shopping mall experience.",Mall of Louisiana,,['Bus stop']
Famous Door,Iconic place from new Orleans.,Valid,"The review provides a genuine opinion about the location, describing it as 'iconic' and mentioning its connection to New Orleans, which is relevant to a live music venue. The 5-star rating is consistent with the positive sentiment expressed.",Famous Door,"Longtime club with cover bands, dancing, drink specials & a lively party crowd.",['Live music venue']
Lucky's Casino Hwy 190,Very helpful. And professional with all that is going on.,Valid,"The review describes a genuine experience at the casino, praising the staff as 'helpful' and 'professional'. The 4-star rating is consistent with the positive feedback, and the content is relevant to the casino business.",Lucky's Casino Hwy 190,,['Casino']
Harrah's Casino New Orleans,Good location right off the river!,Valid,"The review provides a genuine positive comment about the casino's location near the river, which is relevant to the business. The 4-star rating is consistent with the positive sentiment expressed in the text.",Harrah's Casino New Orleans,"Plush casino with a poker room, table games & slots, plus upscale dining & craft cocktails.","['Casino', 'Tourist attraction']"
Burger King,"Order taker argued about what she thought I said and didn't say. Buns were stale. Onion rings mixed some ok and some old and hard.
Won't go back anytime soon",Valid,"The review describes a genuine dining experience at Burger King, detailing specific issues with service (order taker argument), food quality (stale buns, old onion rings), and states they won't return. The 2-star rating is consistent with the negative experience described.",Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes.",['Fast food restaurant']
Joey W Hendrix - Attorney at Law,"Good guy, down to earth. Affordable advice",Valid,"The review provides a genuine assessment of the attorney's character and services, describing him as 'down to earth' and noting 'affordable advice' which directly relates to legal services. The 5-star rating is consistent with the positive feedback.",Joey W Hendrix - Attorney at Law,,"['Family law attorney', 'Divorce lawyer', 'Insurance attorney']"
Blue Nile,Great night out with Kermit Ruffins.,Valid,"The review describes a genuine experience at a live music venue, mentioning a specific performer (Kermit Ruffins) which aligns perfectly with the business description as a live music bar featuring various acts. The 4-star rating is consistent with the positive tone.",Blue Nile,A range of acts from funk & blues to brass bands takes the stage at this longtime live music bar.,"['Live music venue', 'Bar', 'Jazz club']"
Hard Rock Cafe,Food was not what I expected.  Shrimp and grits wasn't good,Valid,"The review describes a genuine dining experience at the restaurant, specifically mentioning food items (shrimp and grits) that align with the American restaurant category. The 3-star rating is consistent with the mixed/disappointed sentiment expressed in the text.",Hard Rock Cafe,Rock ’n’ roll-themed chain with a high-energy vibe serving burgers & American classics.,"['American restaurant', 'Bar']"
Bon Creole,Great prices and great food with a friendly staff.,Valid,"The review describes a genuine dining experience with specific mentions of prices, food quality, and staff friendliness, which are all relevant to the seafood restaurant. The 5-star rating is consistent with the positive feedback.",Bon Creole,Generously stuffed po' boys & other Southern-inspired seafood eats in a rustic counter-serve joint.,['Seafood restaurant']
SPORTSMAN'S - The Gentleman’s Barber,Highly recommend this place. Raeann was really nice and took care of cutting my hair. Very satisfied! Called and made an appointment and got in later in the day which is good for me due to my work schedule. People that know me know that if I give a 5 star rating then I must have been really impressed because I am a hard person to please. Will definitely be back again! Thanks.,Valid,"The review describes a genuine haircut experience at the barber shop, mentioning specific staff member (Raeann), appointment scheduling, and satisfaction with the service. The 5-star rating is consistent with the highly positive feedback about the hair cutting service.",SPORTSMAN'S - The Gentleman’s Barber,,"['Barber shop', 'Beauty supply store', 'Hair salon']"
Subway,Good food,Valid,"The review provides a genuine assessment of the food quality at Subway, which is directly relevant to this sandwich shop/fast food restaurant. The 4-star rating aligns with the positive 'Good food' comment.",Subway,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
Toast,Outstanding!,Valid,"The review expresses a positive experience with a 5-star rating and enthusiastic comment 'Outstanding!' which is relevant to the breakfast restaurant, indicating genuine customer satisfaction.",Toast,"Breakfast & brunch fare from eggs & crêpes to Monte Cristos offered in a cheerful, intimate space.","['Breakfast restaurant', 'Restaurant']"
Olive Garden Italian Restaurant,Great lunch for a Veterans day rain check I had,Valid,"The review describes a genuine dining experience at Olive Garden for lunch, mentioning a specific occasion (Veterans day rain check). The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the restaurant's service.",Olive Garden Italian Restaurant,"Lively, family-friendly chain featuring Italian standards such as pastas & salads.","['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']"
Mall of Louisiana,I love this mall. Well I love any mall in general. I just wish they didn't have people that would spritz perfume in the air every time someone walks by because it stank of perfume in some places.,Valid,"The review describes a genuine experience at the mall, mentioning both positive aspects (loving the mall) and a specific complaint about perfume spritzing, which is relevant to the shopping mall experience. The 4-star rating is consistent with the mixed but generally positive sentiment.",Mall of Louisiana,,['Bus stop']
Chili's Grill & Bar,Our waitress was G-R-E-A-T,Valid,"The review describes a genuine dining experience at the restaurant, praising the waitress service. The positive comment aligns with the 5-star rating and is relevant to the restaurant's service quality.",Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']"
ALBASHA GREEK & LEBANESE,I had the skewers when I went here and had trouble keeping my daughter away from them. All the taste of the grilled meat of three different Meats was good around the board. Needless to say I was full and the price wasn't half bad.,Valid,"The review describes a genuine dining experience at the Mediterranean restaurant, mentioning specific food items (skewers, grilled meat) that align with the Greek & Lebanese cuisine offered. The reviewer shares personal details about their visit (bringing their daughter, being satisfied with the food and pricing), and the 5-star rating is consistent with the positive experience described.",ALBASHA GREEK & LEBANESE,Relaxed local chain serving a range of traditional Greek & Lebanese dishes in a stylish setting.,['Mediterranean restaurant']
LUMBERJACK'S SOUL FOOD AND MORE,Great place to eat but need more publicity I seriously know a guy who could truly help,Advertisement,The review contains promotional language offering services ('I seriously know a guy who could truly help') which suggests the primary purpose is to promote another service rather than share a genuine dining experience.,LUMBERJACK'S SOUL FOOD AND MORE,,['Soul food restaurant']
Donut Palace,"Arrived at 10:50 AM sign said open, open light was on, hours listed on Google said open. Walk in to a bunch of 'hens' clucking in the back and one comes out and says ""sorry we're closed."" You probably want to update your hours so visitors with young children don't have to listen to their disappointed crys all the way home.",Valid,"The review describes a genuine visit experience to the donut shop, detailing specific circumstances (arrival time, signage, interaction with staff) and expressing legitimate frustration about inconsistent operating hours. Despite the negative tone and 1-star rating, this represents a real customer experience at the location.",Donut Palace,,['Donut shop']
Blue Harbor Pointe Car Wash,One of the only places for a complete car wash. Keep up the great work!,Valid,"The review describes a genuine experience at the car wash location, praising the service quality and completeness of the wash. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the car wash business.",Blue Harbor Pointe Car Wash,,['Car wash']
Castnet Seafood,Their food is great and the prices are not bad. GREAT PLACE TO EAT AT.,Valid,"The review provides a genuine experience about the food quality and pricing at Castnet Seafood, which is relevant to a seafood market. The 5-star rating is consistent with the positive feedback.",Castnet Seafood,,['Seafood market']
Cross Lake,I love the lake,Valid,"The review expresses a genuine positive sentiment about the lake location, and the 5-star rating is consistent with the positive text 'I love the lake'. The content is directly relevant to the business category 'Lake'.",Cross Lake,2 public parks afford access for fishing & boating on this sizable lake studded with trees.,['Lake']
Juban Crossing,👍👍👍👍,Irrelevant,"The review consists only of thumb emoji with no substantive content related to the shopping mall experience. The 5-star rating with such minimal, non-descriptive text fails to provide any relevant information about the location, service, or shopping experience.",Juban Crossing,,['Shopping mall']
Agave Mexican Grill & Cantina,"This place was great. We went early so there was not a big crowd. The sevice was great and the food was excellent, very tastfull and just the right portion size. Our waitress was super nice and very friendly! The place was clean and very authentic inside. I would definantly recommend as a great place to get Mexican food!!!👍",Valid,"The review describes a genuine dining experience at the Mexican restaurant, with specific details about service, food quality, portion size, staff friendliness, and atmosphere. The 4-star rating is consistent with the positive feedback provided.",Agave Mexican Grill & Cantina,Indoor-outdoor cantina offering fajitas & other Mexican faves with a few local twists.,"['Mexican restaurant', 'Bar', 'Caterer', 'Live music venue', 'Restaurant', 'Tex-Mex restaurant']"
Dollar General,Crowded but clean,Valid,"The review provides a genuine assessment of the store experience, describing it as 'crowded but clean' which is relevant to a Dollar General store. The 4-star rating is consistent with the mixed but overall positive comment.",Dollar General,,['Grocery store']
Parkway Bakery & Tavern,Believe the hype the poboys are awesome,Valid,"The review provides a genuine positive experience about the po' boys, which directly relates to the business description as a place 'known for classic-style po' boys'. The 5-star rating is consistent with the positive sentiment expressed.",Parkway Bakery & Tavern,Longtime (since 1911) neighborhood hangout with a patio known for classic-style po' boys.,"['Bakery', 'Bar', 'Restaurant', 'Sandwich shop']"
Borden's Ice Cream Shoppe,"First time I had been to Bordens in years, not because of the establishment, but because of me not being in that area of the city. I ordered a vanilla malt. When I started to drink with a straw, I started to get sum sort of solid with each straw pull. It was chopped pecan, only a few, but where did they cone from? They were either in the aluminum mixing container, on the utensils used to scoop the icecream or the malted powder, or the pecan had been dropped in the icecream or malt mix by some other order.",Valid,"The review describes a genuine experience at the ice cream shop, detailing the customer's visit, their order (vanilla malt), and a specific issue they encountered (unexpected pecan pieces). The content is directly relevant to the business as an ice cream shop, and the 3-star rating is consistent with the mixed experience described.",Borden's Ice Cream Shoppe,"Restored landmark sweet shop offering ice cream, malts, hot dogs & other nostalgic treats.",['Ice cream shop']
Cracker Barrel Old Country Store,Great food. Great service.,Valid,"The review provides a genuine assessment of the restaurant experience, praising both food quality and service, which directly relates to Cracker Barrel's core business as an American comfort food restaurant. The 5-star rating is consistent with the positive feedback.",Cracker Barrel Old Country Store,"Homey chain restaurant serving American comfort food, with an on-site general store.","['American restaurant', 'Gift shop', 'Hobby store', 'Restaurant', 'Southern restaurant (US)']"
Shrimp Basket Baton Rouge,"This place doesn't deserve the 2 stars. But the waitress did a terrific job. She was completely honest and actually steered us away from things SHE wouldn't recommend.

Maybe, we ate here on the wrong night. But I was very dissatisfied with the flavor and the presentation of the food. My partner ordered a fish plate that barely had 3 pieces of fish and the ""new "" potatoes were hard and soaked in butter. My mahi mahi tacos were edible and so was the fried okra.

But the Boom Boom shrimp were a joke. The shrimp were obviously frozen and then partial battered before being fried. The couple next us had to send back the Cheese Grits because they were cold!

The shrimp basket is NOT a good representation of Louisiana seafood. It is a barely a good seafood restaurant. I pray we were just unlucky and the chef and cooks don't normally operate in this manner.",Valid,"This is a detailed, genuine review of a dining experience at the seafood restaurant. The reviewer describes specific menu items they ordered (fish plate, mahi mahi tacos, fried okra, Boom Boom shrimp), provides constructive feedback about food quality and presentation, and mentions interactions with staff. The 2-star rating is consistent with their dissatisfied experience.",Shrimp Basket Baton Rouge,,['Seafood restaurant']
Academy Sports + Outdoors,Love that store.,Valid,"The review expresses a positive sentiment about the store with a 5-star rating. While brief, the text 'Love that store' is relevant to Academy Sports + Outdoors as it directly refers to the business and conveys a genuine positive experience.",Academy Sports + Outdoors,"Sporting goods chain selling athletic apparel & footwear, plus outdoor gear & fitness equipment.","['Outdoor sports store', 'Clothing store', 'Exercise equipment store', 'Gun shop', 'Hunting and fishing store', 'Shoe store', 'Sportswear store']"
Louie's Cafe,The food is awsome.  There is a style like no other.  Unique and comforting.,Valid,"The review describes a genuine dining experience at the cafe, praising the food quality and unique style. The 5-star rating is consistent with the positive feedback about the food and atmosphere.",Louie's Cafe,LSU-area fixture dating to 1941 serves a diner menu 24/7 in a classic lunch-counter setting.,['Cafe']
Subway,The good food there never disappoints,Valid,"The review describes a genuine positive experience with the food at Subway, which is directly relevant to the sandwich shop/restaurant business. The 5-star rating is consistent with the positive comment about the food quality.",Subway,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
Morrow's,"Atmosphere here is laid back and chill and even better is the food! Oysters were delicious and the redfish was to die for even the side... Mac and cheese was the best I’ve had along with the red beans, tasted like home cooked soul food.  It was delicious 🤤",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (oysters, redfish, mac and cheese, red beans) that align with the New Orleans cuisine described in the business description. The 5-star rating is consistent with the positive experience described.",Morrow's,"Polished, casual stop for classic New Orleans cuisine & Korean BBQ dishes, plus ample cocktails.",['Restaurant']
"Geaux Chevrolet, Llc",I went in for a recall.   They were friendly and took care of the recall quickly and accurately.,Valid,"The review describes a genuine experience at the Chevrolet dealership, specifically mentioning a recall service. The content is directly relevant to the business category (Chevrolet dealer), and the 5-star rating aligns with the positive feedback about friendly service and quick, accurate work.","Geaux Chevrolet, Llc",,['Chevrolet dealer']
Daq's Wings & Grill,Good wings,Valid,The review describes a genuine experience with the food at the restaurant. 'Good wings' directly relates to the business name 'Daq's Wings & Grill' and is consistent with the sports bar category and grill fare description. The 5-star rating matches the positive comment.,Daq's Wings & Grill,Easygoing hangout featuring a menu of typical grill fare & a bar with beer on tap.,['Sports bar']
SKECHERS Warehouse Outlet,I get most of my work shoes from here. Huge selection and good prices!,Valid,"The review describes a genuine shopping experience at the shoe store, mentioning specific aspects like selection and prices that are relevant to the business. The 5-star rating is consistent with the positive feedback about getting work shoes there.",SKECHERS Warehouse Outlet,,"['Shoe store', 'Clothing store', ""Men's clothing store"", ""Women's clothing store""]"
Rocket Drive In,Great food,Valid,"The review provides a positive assessment of the food quality at a hamburger/American restaurant, which is directly relevant to the business. Despite being brief, 'Great food' is a genuine evaluation of the dining experience and the 5-star rating is consistent with the positive sentiment.",Rocket Drive In,,"['Hamburger restaurant', 'American restaurant']"
Steamboat Bill's Seafood,The food is awesome!  Always an enjoyable experience.  The staff is friendly as well!,Valid,"The review describes a genuine dining experience at the seafood restaurant, mentioning food quality, overall experience, and staff friendliness. The 5-star rating is consistent with the positive text, and the content is directly relevant to the restaurant's seafood/Cajun focus.",Steamboat Bill's Seafood,"Bustling fish house providing fried platters & other Cajun seafood in bright, casual quarters.","['Seafood restaurant', 'Cajun restaurant', 'Crab house', 'Restaurant', 'Seafood market']"
McDonald's,Decent food,Valid,"The review provides a genuine assessment of the food quality at McDonald's with 'Decent food' and a 4-star rating, which is consistent and relevant to the fast-food restaurant.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Jack's Bar-B-Q,Best BBQ in town,Valid,"The review describes a positive experience with the BBQ food at Jack's Bar-B-Q, which is directly relevant to the barbecue restaurant. The 5-star rating is consistent with the positive text praising the quality of the BBQ.",Jack's Bar-B-Q,"Veteran joint doling out barbecue plates & sandwiches, plus breakfast staples, in down-home digs.",['Barbecue restaurant']
Hi Life Wonderland,Need a pipe? Or a dark blue bic lighter?,Valid,"The review mentions 'pipe' and 'dark blue bic lighter' which are directly relevant to a tobacco/cigar shop business. These are legitimate products sold at such establishments, making this a valid inquiry about available merchandise.",Hi Life Wonderland,,"['Tobacco shop', 'Cigar shop', 'Incense supplier']"
RaceTrac,"Down hill.....
Before remodel always had beer on ice.
Now no ice and bathrooms constantly shut down.",Valid,"The review describes a genuine experience comparing the business before and after remodeling, mentioning specific issues with beer storage and bathroom availability that are relevant to a gas station/convenience store operation.",RaceTrac,,"['Gas station', 'ATM', 'Convenience store']"
Starbucks,Fast and friendly,Valid,"The review describes a genuine experience at Starbucks with 'Fast and friendly' service, which is relevant to the coffee shop business. The 5-star rating is consistent with the positive feedback about service quality.",Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']"
McDonald's,It's a McDonald's,Valid,"The review acknowledges the location as McDonald's, which is directly relevant to the business name and fast-food restaurant category. Despite being brief, the 5-star rating combined with the matter-of-fact statement indicates a positive experience at the location.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Little Caesars Pizza,Pizza's getting pretty skimpy.,Valid,"The review provides a genuine assessment of the pizza quality at Little Caesars Pizza, which is directly relevant to the business as a pizza restaurant. The 2-star rating is consistent with the negative feedback about the pizza being 'skimpy'.",Little Caesars Pizza,"Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.","['Pizza restaurant', 'Pizza delivery']"
McDonald's,Good food and fast,Valid,"The review describes a genuine dining experience at McDonald's, praising the food quality and service speed, which is directly relevant to this fast-food restaurant. The 5-star rating is consistent with the positive feedback.",McDonald's,"Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Turtle,Looks horrible,Irrelevant,"The review text 'Looks horrible' is extremely vague and short, and does not relate to any aspect of a cocktail bar experience such as drinks, service, atmosphere, or venue quality. The extreme 1-star rating combined with such a muffled, non-specific comment indicates low relevancy to the business.",Turtle,,['Cocktail bar']
Copeland's of New Orleans,"Excellent service from Jacob, food was sooo delicious!!!! It felt good to get out",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific staff member (Jacob), food quality, and service. The 5-star rating is consistent with the positive text about excellent service and delicious food.",Copeland's of New Orleans,"New Orleans-based chain offering a lengthy menu of Cajun-Creole classics, plus signature drinks.","['Restaurant', 'Bar', 'Creole restaurant', 'Southern restaurant (US)']"
Bennett Ford Inc,Always go to get state inspection sticker. Quick and easy! And a 2 year sticker!,Valid,"The review describes a genuine experience at the Ford dealership, specifically about getting a state inspection sticker. The content is relevant to automotive services that a Ford dealer would provide, and the 5-star rating is consistent with the positive experience described.",Bennett Ford Inc,,['Ford dealer']
Dollar General,I found everything I needed!,Valid,"The review describes a genuine shopping experience at Dollar General, expressing satisfaction with finding needed items. The 4-star rating is consistent with the positive text, and the content is relevant to the store's purpose as a retail chain selling household goods and groceries.",Dollar General,,['Grocery store']
Turkey and the Wolf,We only had drinks but they were great.,Valid,"The review describes a genuine experience at the location, mentioning drinks which aligns with the business description that includes cocktails. The 4-star rating is consistent with the positive feedback.",Turkey and the Wolf,"A playful option for inventive sandwiches & cocktails served in a quirky, colorful space.","['Sandwich shop', 'American restaurant', 'Restaurant']"
AutoZone Auto Parts,"(Translated by Google) The service was excellent ..

(Original)
Fue excelente el servicio..",Valid,"The review describes a genuine service experience at AutoZone Auto Parts, with the text praising excellent service which is relevant to an auto parts store. The 5-star rating is consistent with the positive feedback.",AutoZone Auto Parts,,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']"
Shane's Seafood & BBQ,Service and food were great!,Valid,"The review describes a genuine dining experience at the seafood and BBQ restaurant, praising both service and food quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's offerings.",Shane's Seafood & BBQ,"Casual seafood eatery serving fried catfish, BBQ fare, po' boys, broiled crawfish & more.","['Seafood restaurant', 'Restaurant']"
Tire Choice Auto Service Centers,Had a nail in one of my tires and needed a tire rotation walked in on a Saturday morning and was out in less that 1.5 hours,Valid,"The review describes a genuine service experience at an auto service center, mentioning specific services (tire repair and rotation) that directly relate to the business category of tire shop and auto repair. The 4-star rating is consistent with the positive experience described.",Tire Choice Auto Service Centers,,"['Tire shop', 'Auto repair shop', 'Brake shop', 'Oil change service']"
Best Western Plus Westbank,Wonderful place to sleep.,Valid,"The review describes a genuine experience at the hotel, with the text 'Wonderful place to sleep' being directly relevant to the accommodation service provided by the hotel, and the 5-star rating is consistent with the positive sentiment.",Best Western Plus Westbank,"Low-key hotel with free Wi-Fi & breakfast, plus a courtyard housing a restaurant & an outdoor pool.",['Hotel']
G-Styles Barber & Beauty Salon,I've been using them for over five years. Best barbers around! !!!!,Valid,"The review describes a genuine long-term customer experience at the barber shop, with specific details about using their services for over five years. The 5-star rating is consistent with the positive feedback about the barbers' quality.",G-Styles Barber & Beauty Salon,,['Barber shop']
Freddy's Frozen Custard & Steakburgers,"Good food, got my order wrong",Valid,"The review describes a genuine dining experience at the restaurant, mentioning both food quality and service (order accuracy). The 3-star rating is consistent with mixed feedback - positive about food quality but negative about order accuracy.",Freddy's Frozen Custard & Steakburgers,"Retro-style chain for steakburgers, hot dogs & other fast-food staples, plus frozen custard.","['New American restaurant', 'Diner', 'Family restaurant', 'Fast food restaurant', 'Frozen dessert supplier', 'Hamburger restaurant', 'Ice cream shop', 'Soup restaurant']"
Jefferson Feed Midcity,Buy local. Better brands.,Valid,"The review 'Buy local. Better brands.' is relevant to Jefferson Feed Midcity, a pet supply store. The comment encourages supporting local businesses and mentions better brands, which aligns with the store's focus on natural pet foods and supplies. The 5-star rating is consistent with the positive sentiment.",Jefferson Feed Midcity,"Longtime pet store with a selection of natural foods, plus toys, treats, leashes & other supplies.","['Pet supply store', 'Pet store']"
Nikki's Family Restaurant,Good buffet at reasonable prices .,Valid,"The review describes a genuine dining experience at the family restaurant, mentioning the buffet and pricing which are relevant to the business category and name. The 5-star rating is consistent with the positive feedback.",Nikki's Family Restaurant,,['Family restaurant']
Valdez Market,"(Translated by Google) Excellent good service

(Original)
Exelente buena atención",Valid,"The review provides a genuine positive assessment of the service quality at the Mexican grocery store, with a 5-star rating that aligns with the positive feedback about 'excellent good service'.",Valdez Market,,['Mexican grocery store']
Dave & Buster's,"I'm not a person to gripe, but this location has ALOT to improve on. Great customer service isn't there, they are very unorganized. Alot of the employees have an ""I just work here attitude"", the wait time is rediculous but what's even more disappointing is considering the long period of wait time you would expect the food quality to be on point.  Me and my wife's ribs were hard and dry, the only thing that was right were the burger sliders, my parmesan spinach was very greasy and the cooks sauteed regular spinach and placed it on the bottom, and to then put the creamed spinach on top of it, our waitress was cool, she was honest and told us to go get our drinks from the bar because when she places the order no one gets their drinks because the tickets magically disappear, I believe her because I stood at the bar 20 minutes before I was acknowledged.  There were employees sitting on the floor playing on their phones instead of helping customers, just a horrible experience, would have given one star but our waitress was cool so I gave two.  Definitely not looking forward to going back unless my wife asks, but I'm definitely going back to the one in Houston or Panama to have the great experience, will change review (update it) if the business changes the way it conducts businesses.",Valid,"The review provides a detailed, genuine experience of visiting Dave & Buster's, describing specific issues with service, food quality, wait times, and staff behavior. The 2-star rating is consistent with the negative but constructive feedback, and the content is directly relevant to the restaurant and entertainment venue.",Dave & Buster's,Family-friendly chain offering a sports-bar-style setting for American food & arcade games.,"['Restaurant', 'Amusement center', 'Bar & grill', 'Cocktail bar', 'Family restaurant', 'Video arcade']"
ABC Insurance Agencies,High,Irrelevant,"The review text 'High' is extremely short and vague, with no clear connection to insurance services, agency experience, or any business-related content. Despite the 5-star rating, the word 'High' does not relate to the insurance agency category or business name in any meaningful way.",ABC Insurance Agencies,,['Auto insurance agency']
Dollar General,Awesome selection! Great pricing! Fabulous employees!,Valid,"The review describes a genuine shopping experience at Dollar General, praising the selection, pricing, and staff. The positive content aligns with the 5-star rating and is relevant to the store's retail business.",Dollar General,,['Grocery store']
Rascal's Cajun Restaurant,The food is very very good Thursday's they have some of the best fried chicken in the world hot and juicy and a whole works on the buffet rice dressing to eggplant dressing to everything you need,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (fried chicken, rice dressing, eggplant dressing, buffet) that are relevant to a Cajun restaurant. The 5-star rating is consistent with the positive description of the food quality.",Rascal's Cajun Restaurant,,['Seafood restaurant']
Popeyes Louisiana Kitchen,Slow but it is Popeyes.,Valid,"The review provides a genuine experience about the service speed at Popeyes, which is relevant to the fast-food restaurant. The 3-star rating is consistent with the mixed sentiment (acknowledging slowness but accepting it as typical for the chain).",Popeyes Louisiana Kitchen,"Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Golden Corral Buffet & Grill,Well my family and I really enjoyed all the fresh food and friendly waitress.,Valid,"The review describes a genuine dining experience at the buffet restaurant, mentioning specific aspects like fresh food and friendly service. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's buffet service.",Golden Corral Buffet & Grill,"Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.","['Takeout restaurant', 'American restaurant', 'Banquet hall', 'Breakfast restaurant', 'Buffet restaurant', 'Down home cooking restaurant', 'Family restaurant', 'Steak house']"
