business_name,text,predicted_label,prediction_reason,description,category
Sweeto Burrito,Love this place. Had a salad this time which was also magical.,Valid,"The review describes a genuine dining experience at the burrito restaurant, mentioning they had a salad and expressing positive sentiment. The 5-star rating is consistent with the positive text about loving the place.",,['Burrito restaurant']
El Paisa Grill,Good food good prices friendly staff clean restaurant. they also have all you can eat tacos or a regular menu,Valid,"The review provides a genuine experience about the Mexican restaurant, mentioning specific aspects like food quality, prices, staff friendliness, cleanliness, and menu options. The 4-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant.",,"['Mexican restaurant', 'Restaurant']"
Tacos Mi Caramelo,Good tacos 🌮,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning 'good tacos' which directly relates to the business category and description. The 4-star rating is consistent with the positive feedback.","Bare-bones, quick-serve restaurant serving classic Mexican plates such as tacos & burritos.","['Mexican restaurant', 'Burrito restaurant', 'Catering food and drink supplier', 'Restaurant']"
Salt Lake City Dreadlock shop,Nice.,Valid,"The review is short but relevant to the hair salon business. The positive comment 'Nice.' combined with a 5-star rating indicates a genuine, albeit brief, positive experience at the dreadlock shop.",,['Hair salon']
South End Market,Convenience that you pay for.,Valid,"The review provides a relevant assessment of the grocery store/supermarket, commenting on convenience versus cost, which is appropriate for this type of business. The 4-star rating aligns with the neutral-to-positive tone of the comment.",,"['Grocery store', 'Supermarket']"
Don Joaquín Street Tacos,"Delicious food! But confusing if you don't know Spanish, I didn't know they called my order number in Spanish",Valid,"The review describes a genuine dining experience at the Mexican restaurant, commenting on the food quality and language barrier during ordering. The 4-star rating is consistent with the positive feedback about food despite the minor communication issue.",,"['Mexican restaurant', 'Burrito restaurant', 'Catering food and drink supplier', 'Fast food restaurant', 'Delivery Restaurant', 'Taco restaurant']"
The Home Depot,Busy.,Valid,"The review 'Busy' is a short but relevant comment about the store's condition/atmosphere, which relates to the shopping experience at Home Depot. The 4-star rating suggests a generally positive experience despite the busy environment.","Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Bathroom supply store', 'Cabinet store', 'Hardware store', 'Lighting store', 'Paint store', 'Rug store', 'Tool store', 'Window treatment store']"
DoubleTree by Hilton Hotel Park City - The Yarrow,That type of hotel have an indoor and outdoor pool that's pretty awesome if I do say so myself,Valid,"The review describes a genuine experience about the hotel's pool facilities, which aligns with the business description mentioning an outdoor pool. The 5-star rating is consistent with the positive sentiment expressed.","Warm quarters in a relaxed hotel featuring mountain views, a grill & a bar, plus an outdoor pool.",['Hotel']
Grey Hawk Park,Fun fun park!,Valid,"The review is a genuine positive experience about the park, with 'Fun fun park!' directly relating to the business category 'Park' and 'Tourist attraction'. The 5-star rating is consistent with the positive sentiment.",,"['Park', 'Tourist attraction']"
TNT Cleaning,"TNT Cleaning Company did a fantastic air duct cleaning job for us!  These guys were very thorough and super professional.  I had them clean to entirely separate systems in my building and their attention to detail was so impressive; I called their boss to let him know how the project was coming along!  I want to give a special shout out to Dan Allen and Eric Guthrie for their hard word and dedication to their craft!  You just don't see that work ethic every day!  TNT, your company is amazing and I would recommend it to everyone!  P.S.  Their prices are MORE than competitive!",Valid,"The review describes a genuine experience with TNT Cleaning's air duct cleaning service, which directly matches the business category. The reviewer provides specific details about the service quality, mentions staff members by name, and gives a detailed account of their positive experience. The 5-star rating is consistent with the highly positive text content.",,"['Carpet cleaning service', 'Air duct cleaning service', 'Commercial cleaning service', 'Upholstery cleaning service', 'Water damage restoration service']"
Kneaders Bakery & Cafe,Quality is upper class.,Valid,"The review 'Quality is upper class' is relevant to the bakery and cafe, as it comments on the quality of food/service which directly relates to the business category and description. The 5-star rating is consistent with the positive assessment.","Cafe chain specializing in a variety of breads plus sandwiches, salads, pastries & breakfast fare.","['Breakfast restaurant', 'Bakery', 'Caterer', 'Coffee shop', 'Pastry shop', 'Restaurant', 'Salad shop', 'Sandwich shop']"
Del Taco,I love the food here !!!,Valid,"The review expresses genuine positive sentiment about the food at Del Taco, which is directly relevant to this fast-food Mexican restaurant. The 5-star rating is consistent with the enthusiastic text.","Fast-food chain for Mexican standards like tacos, burritos & quesadillas plus breakfast.","['Fast food restaurant', 'American restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant']"
Pettingill Fruit Farm,My favorite place for peaches!,Valid,"The review describes a genuine positive experience at a fruit farm, mentioning peaches which is directly relevant to a produce market business. The 4-star rating is consistent with the positive sentiment.",,['Produce market']
Rod Maxfield DDS Family Dentistry,Rod is and his team are always so nice and have your best interest in mind.,Valid,"The review describes a genuine experience with the dental practice, mentioning the dentist by name and praising the staff's attitude and care approach, which is directly relevant to the dental services provided.",,['Dentist']
Hug-Hes Cafe,The wife loves it.,Valid,"The review expresses a positive experience about the cafe, with the 5-star rating consistent with the positive sentiment. While brief, the text is relevant to the restaurant business and indicates a genuine dining experience.",,"['American restaurant', 'Caterer']"
The Family Center at Riverdale,The parking lot could be re-done to make it flow better for traffic.,Valid,"The review provides a genuine observation about the parking lot traffic flow at the shopping mall, which is relevant to the visitor experience at this location.",,['Shopping mall']
Lions Park,Take your family here,Valid,"The review is relevant to the park location and provides a genuine recommendation to visit with family, which is appropriate for a city park. The 5-star rating is consistent with the positive recommendation.",,['Park']
AA Callister Corp.,"Nice store, having a retirement sale everything was 50% off with quite a few options left.",Valid,"The review describes a genuine shopping experience at the western apparel store, mentioning a retirement sale with 50% off and available inventory. The content is relevant to the business category and provides helpful information about the store's current situation.","Western apparel & equestrian supply shop stocking a range of apparel, boots, rodeo gear & tack.","['Fashion accessories store', 'Boot store', 'Clothing store', 'Animal feed store', 'Hat shop', 'Shoe store', 'Tack shop', 'Western apparel store']"
Hampton Inn & Suites Park City,"Room was not cleaned when we arrived there was a plastic baggie found in a drawer with what appeared to have drug residue.  We paid ahead since booked through expedia non refundable which is why we chose to say (not about to lose my hard earned money). We were there 3 nights our room was not cleaned we had to ask for our room to be cleaned.  We stay at Hampton (different locations) at least 1-2x month for work and leisure. The only reason I gave it 3 stars were the breakfast options were great  (different each day) and our last day had the nicest staff in the kitchen area.  We received a ""bill"" under our door day before  check out, when I took this to the front desk upon check out to ensure my credit card wouldn't be charged since we paid in advance the lady informed me the bill looked weird unlike anything they'd give.  Scary considering it had my name on it... amount was completely different than what we paid.  Compared to other Hampton it's outdated.",Valid,"This is a detailed review describing a genuine hotel stay experience. The reviewer provides specific details about room cleanliness issues, staff interactions, breakfast quality, and a billing concern. The 3-star rating is consistent with the mixed experience described (negative aspects like uncleaned room and positive aspects like good breakfast). The content is directly relevant to the hotel's services and amenities.","Low-key hotel with free hot breakfast & Wi-Fi, plus an exercise room & an indoor pool.",['Hotel']
The Westside Coffee Company,Amazing coffee shop. Its got a good food selection but even better drinks. Its my favorite go to spot for iced drinks. They have amazing scones and sandwiches. If you need a Sunday brunch or a nice place to get your day started. I highly recommend Westside.,Valid,"The review provides a genuine and detailed experience about the coffee shop, mentioning specific items like iced drinks, scones, and sandwiches. The content is directly relevant to the business category (Coffee shop) and the 5-star rating aligns with the positive feedback about food, drinks, and overall recommendation.",,['Coffee shop']
Chuck A Rama,So many choices for my picky kids who all want something different.,Valid,"The review describes a genuine dining experience at the buffet restaurant, mentioning the variety of food choices which is relevant to the business's buffet concept. The 5-star rating is consistent with the positive experience described.","Regional chain known for its comfort-food buffet, global daily specials & free nonalcoholic drinks.","['Buffet restaurant', 'American restaurant', 'Restaurant']"
Chef Alfredo's Ristorante Italiano,With a group of 13 they did a great job of getting us seated & getting food to us in a timely manner. Everyone even the kids enjoyed their food.  I can easily recommend this resteraunt.,Valid,"The review describes a genuine dining experience at the Italian restaurant with specific details about group size (13 people), service quality (timely seating and food delivery), and food satisfaction (everyone including kids enjoyed it). The 4-star rating is consistent with the positive experience described.",,"['Italian restaurant', 'Caterer', 'Fine dining restaurant']"
MOD Pizza,Sad to hear that your employees are refusing to serve police officers wont be back untell that is changed. Sad I liked your pizza.,Rant_Without_Visit,"The reviewer expresses strong negative sentiment with a 1-star rating based on hearsay about employee behavior ('Sad to hear that'), indicating they learned about this secondhand rather than experiencing it directly. The phrase 'wont be back untell that is changed' suggests they are boycotting without having visited recently to witness the alleged incident firsthand.",Counter-serve chain with industrial-chic decor known for build-your-own pizza.,['Pizza restaurant']
Slackwater,Best pizza,Valid,The review is short but directly relevant to the business. 'Best pizza' clearly relates to Slackwater's description as a pizza parlor and its category as a pizza restaurant. The 5-star rating is consistent with the positive text.,"Spare but comfy pizza parlor offering original pie combos, pub grub, robust beer list & live music.","['Pizza restaurant', 'Bar', 'Pub', 'Restaurant']"
Alfredo's A Mexican Food Cedar City Utah,Great food,Valid,"The review provides a genuine positive assessment of the food quality at a Mexican restaurant, with a 4-star rating that aligns with the positive comment 'Great food'.",,"['Mexican restaurant', 'Latin American restaurant', 'Restaurant']"
Corner Bakery Cafe,"Steady take out.
Ham & Swiss sandwich is excellent!",Valid,"The review describes a genuine experience with a specific menu item (Ham & Swiss sandwich) at the bakery cafe, and the 5-star rating is consistent with the positive feedback about the food quality and takeout service.","Casual, counter-serve cafe chain offering a standard menu of sandwiches, pasta & pastries.","['Sandwich shop', 'American restaurant', 'Bakery', 'Bistro', 'Breakfast restaurant', 'Brunch restaurant', 'Coffee shop', 'Dessert restaurant', 'Salad shop']"
Grind Coffee House,"The sweet and spicy sandwich was a very pleasant surprise! Extremely yummy. Haven't stopped thinking about it since. Potato salad, amazing! (Wish they would NOT put it in plastic!) The chi tea was so good with the perfect temperature. Excellent atmosphere! They do free drinks for so many purchases and they don't expire either. Love this place!!!",Valid,"The review describes a genuine dining experience at the coffee shop, mentioning specific menu items (sweet and spicy sandwich, potato salad, chai tea) that align with the business description of serving light breakfast and lunch fare. The positive sentiment matches the 5-star rating, and the content is clearly relevant to the coffee shop's offerings and atmosphere.","Down-to-earth coffee shop supplying espresso drinks, light breakfast & lunch fare & Wi-Fi service.",['Coffee shop']
Porcupine Pub & Grille,One of the best places for dinner and a beer.,Valid,"The review describes a genuine dining experience at the pub, mentioning both dinner and beer which aligns perfectly with the business description of serving pub fare and microbrews. The 5-star rating is consistent with the positive text.","Bustling après-ski destination serving pub fare, microbrews & brunch in a casual, lodgelike setting.",['Pub']
Mellow Mushroom,Gourmet pizzas and draft beers... Need I say more!?,Valid,"The review describes a genuine experience with the restaurant's offerings (gourmet pizzas and draft beers), which directly aligns with the business description and category as a pizza restaurant and bar. The 5-star rating is consistent with the positive tone.","Funky, art-filled chain pizzeria featuring craft beer, calzones & creative stone-baked pizzas.","['Pizza restaurant', 'Bar', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Pizza Takeout', 'Restaurant', 'Sandwich shop', 'Vegan restaurant', 'Vegetarian restaurant']"
McDonald's,"Friendly staff, fries were a bit cold when I got them but I dont blame them due to it being pretty late and not that many staff there, I dont blame them. Will always go there for a late night snack.",Valid,"The review describes a genuine dining experience at McDonald's, mentioning specific details like staff friendliness, fries temperature, timing of visit, and intention to return. The 5-star rating aligns with the overall positive sentiment despite minor complaints.","Classic, long-running fast-food chain known for its burgers, fries & shakes.",['Fast food restaurant']
The Shops at Fort Union,What a mess.,Irrelevant,"The review text 'What a mess' is extremely short and vague, providing no specific details about the shopping mall experience, services, or facilities. The phrase could refer to anything and lacks clear connection to the business category or name.",,['Shopping mall']
Fisher Park,Stopped to eat my lunch. Cold day so pretty quiet.,Valid,"The review describes a genuine experience of visiting the park to eat lunch, which is a typical and relevant activity for a park. The rating and text are consistent with a positive experience.",,"['Park', 'Tourist attraction']"
Dairy Queen Grill & Chill,Great soft serve ice cream treats.,Valid,"The review describes a genuine experience with the soft serve ice cream, which directly relates to the business description and category as an ice cream shop. The 5-star rating is consistent with the positive comment.",Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,"['Fast food restaurant', 'Ice cream shop']"
Lin's Market,"Fabulous groceries,  meat, and produce.",Valid,"The review describes a genuine shopping experience at Lin's Market, mentioning specific aspects of the grocery store (groceries, meat, and produce) that align with the business category as a grocery store/supermarket. The 5-star rating is consistent with the positive feedback.",,"['Pharmacy', 'Bakery', 'Deli', 'Grocery store', 'Market', 'Supermarket']"
FiiZ Drinks,Nice staff. Fun choices.,Valid,"The review provides a genuine experience about the staff and drink choices at FiiZ Drinks, which is relevant to a soft drinks shop/restaurant. The positive 5-star rating is consistent with the positive comments about nice staff and fun choices.",,['Soft drinks shop']
Dee's Family Restaurant,"Some of the best pie in town, excellent food and service.",Valid,"The review describes a genuine dining experience at Dee's Family Restaurant, mentioning specific aspects like pie quality, food, and service. The 4-star rating is consistent with the positive feedback, and the content is highly relevant to a family restaurant that serves American comfort food.","Easygoing, baby-blue toned eatery offering classic American comfort breakfast-to-dinner staples.","['Family restaurant', 'American restaurant', 'Breakfast restaurant', 'Diner', 'Hamburger restaurant', 'Lunch restaurant', 'Restaurant']"
Walmart Supercenter,The store is full of homeless and sketchy people and staff is rude and 3 out of 5 dont dpeak English,Valid,"The review describes a genuine experience at the Walmart location, commenting on the store environment, staff behavior, and language barriers. Despite the negative tone and 2-star rating, the content is directly relevant to the department store/supermarket and reflects the reviewer's actual visit experience.",,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Chuck E. Cheese,The kid i babysit loves this place! I take him for his birthday!,Valid,"The review describes a genuine experience taking a child to Chuck E. Cheese for a birthday celebration, which is directly relevant to the business as a children's amusement center and party service. The 5-star rating aligns with the positive sentiment expressed.",,"[""Children's amusement center"", 'American restaurant', ""Children's party service"", 'Family restaurant', 'Pizza restaurant', 'Video arcade']"
Taco Bell,Typical Taco Bell,Valid,"The review is relevant to the location as it directly references the business name 'Taco Bell' and provides a brief assessment of the dining experience. While short, the comment is directly related to the fast-food restaurant and expresses a genuine opinion with a corresponding 4-star rating.","Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Tex-Mex restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Vegetarian restaurant']"
Wheeler Historic Farm,Family friendly historic farm free and fun for all ages,Valid,"The review describes a genuine experience at the historic farm, mentioning it's family-friendly and free, which aligns with the farm's description as a tourist attraction and park. The 5-star rating is consistent with the positive assessment.","Working farm where guests can visit animals & milk a cow, take wagon rides or tour a Victorian home.","['Park', 'Farm', 'Historical landmark', 'Summer camp', 'Tourist attraction', 'Wedding venue']"
American Fork Fitness Center,Great place for families and for individuals. Year round pool wins it for my wife.,Valid,"The review describes a genuine experience at the fitness center, mentioning specific amenities like the year-round pool and noting it's good for families and individuals. The 5-star rating is consistent with the positive feedback about the gym facilities.",,['Gym']
Zao Asian Cafe,Good food but it wasn't my type.,Valid,"The review provides a genuine assessment of the food quality at an Asian restaurant, with a balanced 4-star rating that matches the mixed sentiment (positive about quality but personal preference issue).",,['Asian fusion restaurant']
Concentra Urgent Care,"Reception not wearing masks, speaking down to people in the lobby. Terrible service and attitudes here.",Valid,"The review describes a genuine experience at the urgent care facility, mentioning specific observations about reception staff behavior and service quality. The 1-star rating is consistent with the negative feedback about staff attitudes and service.",,"['Occupational health service', 'Medical clinic', 'Physical therapist', 'Urgent care center']"
West Valley Driver License Division,Service was fast but that one clerk could be a bit nicer to EVERYONE else.,Valid,"The review describes a genuine experience at the driver's license office, commenting on the service speed and staff behavior, which are relevant aspects of visiting a government office. The 2-star rating is consistent with the mixed feedback (fast service but unfriendly clerk).",,"[""Driver's license office"", 'Government office']"
Rancho Markets,I don't know why but I feel like every time I go into this place I am unwelcome. I love culture and I love Hispanic food I just wish that I felt more welcomed and didn't have to give myself a pep talk to walk through those doors. I wouldn't mind going shopping here more often for me and my family.,Valid,"The review describes a genuine personal experience visiting the grocery store, expressing feelings about the atmosphere and customer service. The 3-star rating is consistent with the mixed sentiment of appreciating the store's offerings but feeling unwelcome.",,['Grocery store']
Astro Burgers,The bomb,Valid,"The review uses 'The bomb' as slang for 'excellent/amazing', which is relevant praise for a burger restaurant. The 5-star rating is consistent with this positive assessment of the food quality.",,"['Fast food restaurant', 'American restaurant', 'Hamburger restaurant']"
Legacy Events Center Building #2,Worked out well for our event,Valid,"The review describes a genuine experience using the event center for an event, with positive feedback that is directly relevant to the business category of 'Event management company'.",,['Event management company']
Community Park,Best baseball complex in davis county by far.,Valid,"The review provides a genuine assessment of the park's baseball facilities, which is directly relevant to a park/tourist attraction. The 5-star rating is consistent with the positive 'best' designation.",,"['Park', 'Tourist attraction']"
P.F. Chang's,"Great food, wonderful atmosphere. And Ike the waiter was great.. Great service from the time we walked in the door. 😊😊",Valid,"The review describes a genuine dining experience at P.F. Chang's, mentioning specific aspects like food quality, atmosphere, and service from a named waiter. The 5-star rating is consistent with the positive feedback, and the content is clearly relevant to the restaurant business.",Family-friendly chain offering creative takes on Asian fare in a striking space.,"['Chinese restaurant', 'Asian restaurant', 'Dim sum restaurant', 'Takeout Restaurant', 'Sushi restaurant']"
Tacos Don Rafa,"(Translated by Google) Rich umildes, careful attention, unique prices, cleaning rich tacos variety.❤🙏

(Original)
Ricos umildes ,atencion esmerada,precios unicos, limpieza  ricos tacos variedad.❤🙏",Valid,"The review describes a genuine dining experience at the taco restaurant, mentioning specific aspects like food quality ('Rich tacos'), service ('careful attention'), pricing ('unique prices'), cleanliness, and variety. The 5-star rating is consistent with the positive feedback about the restaurant.",,['Taco restaurant']
Roosevelt Aquatic Center,Great in DC or and outdoor pool love the lazy river locker room very clean,Valid,"The review describes a genuine experience at the aquatic center, mentioning specific features like the outdoor pool, lazy river, and clean locker rooms, which are all relevant to a public swimming pool facility.",,['Public swimming pool']
Emanuels Fresh Grill,Delicious soft tacos!,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific food items (soft tacos) that are relevant to the business category. The 5-star rating is consistent with the positive comment about the food being delicious.",,['Restaurant']
Family Dollar,"Great place for just about everything. They have toys, school supplies, food, drinks, candles, headphones, speakers, etc. Everything is at great value and price. The employees are super nice and friendly. Love this place",Valid,"The review describes a genuine shopping experience at Family Dollar, mentioning specific product categories (toys, school supplies, food, drinks, etc.) that align with the business description and categories. The positive sentiment matches the 5-star rating, and the reviewer shares their personal experience with both products and staff.","Discount chain carrying a variety of goods, including groceries, household items & beauty products.","['Dollar store', 'Clothing store', 'Discount store', 'Discount supermarket', 'School supply store', 'Tobacco shop', 'Toy store']"
P.F. Chang's,Enviornment is incredible and service was on point. Great recommendations and the food was perfect.,Valid,"The review describes a genuine dining experience at P.F. Chang's, mentioning specific aspects like environment, service, recommendations, and food quality. The content is directly relevant to the restaurant's business as an Asian/Chinese restaurant, and the 5-star rating aligns with the positive feedback provided.",Family-friendly chain offering creative takes on Asian fare in a striking space.,"['Chinese restaurant', 'Asian restaurant', 'Dim sum restaurant', 'Takeout Restaurant', 'Sushi restaurant']"
The Lodge at Maddox,Good food and service. We went at Christmas with A group of about 28. Felt a bit rushed.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific details like group size (28 people), timing (Christmas), and aspects of the service (food quality, service, feeling rushed). The 4-star rating is consistent with the mixed but generally positive feedback.","Lodge-like eatery serving hearty country fare, including beef & bison steaks, in shareable portions.","['Fine dining restaurant', 'Restaurant']"
Avant Groove Jazz Club & Martini Bar,Make a reservation or you will have terrible seating and ordering food takes a billion years.,Valid,"The review provides genuine feedback about the restaurant experience, specifically mentioning reservation recommendations and service timing issues, which are relevant to a jazz club and cocktail bar establishment.","Posh throwback with a cool, retro vibe offering live jazz, crafted cocktails & refined small plates.","['Jazz club', 'Cocktail bar']"
Deseret Industries Thrift Store,"I enjoy going there ,the people are friendly  , and its clean and organized  .The one on 47 so and state . The one in west Valley is the tottle opasete ,Dirty and Junky . .and unorganized . SORRY  BUT TOTTLE SLOBS .",Valid,"The review provides a genuine experience comparing two Deseret Industries locations, discussing cleanliness, organization, and staff friendliness, which are all relevant aspects of thrift store services. Despite the spelling errors and informal tone, the content is directly related to the business and shares authentic feedback.","Thrift store chain for used clothing & home goods, plus new items such as bedding & furniture.","['Thrift store', 'Charity', 'Social services organization', 'Training centre']"
SugarHouse BBQ,"The only complaints I have is the baked beans, the sweet tea and they have no fried okra. But our server Denver definitely took care of us and try to fix our problem with the tea . I definitely enjoy trying new places and they definitely didn't disappoint.",Valid,"The review describes a genuine dining experience at SugarHouse BBQ, mentioning specific food items (baked beans, sweet tea, fried okra), service quality (server Denver), and overall satisfaction. The 4-star rating aligns with the mixed but generally positive feedback about the restaurant experience.","Memphis-style BBQ sandwiches & plates, plus homestyle sides, are fixed up in cool, industrial digs.","['Barbecue restaurant', 'American restaurant', 'Bar & grill', 'Chicken wings restaurant', 'Restaurant']"
Aarchway Inn,"Clean, comfortable,  and so many kids activities.",Valid,"The review describes a genuine experience at the hotel, mentioning cleanliness, comfort, and kid-friendly amenities, which are all relevant to a hotel/resort. The 5-star rating is consistent with the positive feedback.","Simple, Southwestern-style rooms, plus a pool, a gym & free Wi-Fi, breakfast & a local shuttle.","['Hotel', 'Resort hotel']"
Tim Dahle Nissan Auto Center,Anthony was great! Service was exceptional! I'll be back ;). Highly recommend,Valid,"The review describes a genuine customer service experience at the auto dealership, mentioning a specific staff member (Anthony) and positive service. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the motor vehicle dealer business.",,['Motor vehicle dealer']
Two Bros Auto Glass,"Mario has replaced all the windows for my fleet of trucks for years.  They are always fait, honest and reliable.  I highly recommend this place",Valid,"The review describes a genuine long-term business relationship with Mario at the auto glass shop, mentioning specific services (window replacement for fleet trucks) and positive attributes (fair, honest, reliable). The 5-star rating is consistent with the highly positive recommendation.",,['Auto glass shop']
Pizza Pie Cafe,Pizza pasta and salad all you can eat. When we went there they had around 20 different pizzas available some were dessert pizzas. They had several pasta and sauce choices. A nice salad bar and machines to get your own drinks,Valid,"The review describes a genuine dining experience at Pizza Pie Cafe, detailing specific offerings like the variety of pizzas, pasta options, salad bar, and drink machines. The content is highly relevant to the business description and category (pizza restaurant), and the 5-star rating is consistent with the positive tone describing the buffet-style dining experience.","Lively, laid-back regional chain serving pizzas, pastas & salads, plus creative dessert pies.",['Pizza restaurant']
Del Taco,Love the food,Valid,"The review expresses a positive sentiment about the food at Del Taco, which is directly relevant to this fast-food Mexican restaurant. The 5-star rating is consistent with the positive text 'Love the food'.","Fast-food chain for Mexican standards like tacos, burritos & quesadillas plus breakfast.","['Fast food restaurant', 'American restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant']"
Village Inn,"The food is just ""ok."" Average at best.  The service was TERRIBLE. I did not get the meal I ordered the way it is described on the menu. The waitress did not pay attention to me or listen to me. She was unaware of the way the meal was described in the menu and the cook was too obviously. Another worker and the manager on duty did not seem to care and made excuses for the mistakes. They obviously did not feel any need or desire to fix or apologize for the mistakes.  No tip left. We are not the kind of people to withhold tips. However, because the waitress did not pay attention or listen, I didn't feel a need to reward poor behavior. I don't encourage people to be lazy and inattentive.  Just keep in mind that this was at the Provo, Utah Village Inn and should not reflect on all Village Inns.",Valid,"The review describes a genuine dining experience at Village Inn, providing specific details about food quality, service issues, menu discrepancies, and interactions with staff and management. The 3-star rating is consistent with the mixed experience described (average food but poor service).",Family-friendly chain serving homestyle American classics such as chicken-fried steak & pot pie.,"['Breakfast restaurant', 'Bakery', 'Brunch restaurant', 'Diner', 'Family restaurant', 'Pie shop', 'Restaurant']"
Carl's Jr.,Food is cold been there several times and the same issue,Valid,"The review describes a genuine dining experience at Carl's Jr., mentioning specific issues with food temperature and multiple visits. The 2-star rating is consistent with the negative feedback about cold food, and the content is directly relevant to the fast-food restaurant.","Fast-food chain known for its variety of piled-high burgers & meal combos, plus shakes.","['Fast food restaurant', 'Hamburger restaurant']"
Hogle Zoo,It was fun.yeah,Valid,"The review expresses a positive experience ('It was fun') that is directly relevant to visiting a zoo, and the 4-star rating is consistent with the positive sentiment.","Modern, 42-acre zoo boasting hundreds of animals & tropical gardens, plus a train & carousel.","['Zoo', 'Animal park', 'Tourist attraction', 'Wildlife park']"
Salt Lake City International Airport,"You’ll definitely get your exercise in, not well marked.",Valid,"The review describes a genuine experience at the airport, commenting on the walking distance and signage issues, which are relevant aspects of airport navigation and user experience.",Airport featuring a number of restaurants plus free WiFi & lots of art displays.,"['Airport', 'International airport']"
Culver's,Always  good. Tried the fish and chips  for the first time. Yummy!,Valid,"The review describes a genuine dining experience at Culver's, mentioning specific food items (fish and chips) that align with the restaurant's offerings. The positive sentiment matches the 5-star rating, and the content is directly relevant to the business.",Fast-food chain specializing in frozen custard & signature burgers made with Midwest beef & dairy.,['American restaurant']
Macey's,"Decent prices, good variety. A nice family grocery store with good values",Valid,"The review describes a genuine shopping experience at the grocery store, mentioning relevant aspects like prices, variety, and family-friendly atmosphere. The 5-star rating is consistent with the positive text about the store's values and offerings.","Grocery store with meat, produce & other staples, plus health & beauty items. Most have pharmacies.","['Grocery store', 'Supermarket']"
Moab Diner,Many options. One of the few really good places in Moab. Stays open fairly late.,Valid,"The review provides a genuine assessment of the diner, mentioning variety of options, quality, and operating hours, which are all relevant aspects of a dining experience. The 5-star rating is consistent with the positive commentary.",Buzzy eatery serving all-day breakfast & signature green chili in old-school digs with vinyl booths.,"['Diner', 'American restaurant', 'Dessert shop', 'Ice cream shop', 'Restaurant']"
Rancherito's Mexican Food,My favorite Mexican food restaurant. I love eating and ordering from them.,Valid,"The review describes a genuine experience at the Mexican restaurant, expressing personal preference and indicating both dining in and ordering. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the business category and description.","Fast-food chain offering familiar Mexican fare, including breakfast options, around the clock.","['Mexican restaurant', 'Breakfast restaurant', 'Latin American restaurant', 'Taco restaurant']"
Kilby Court,Sick venue that's pretty secluded from the road. Definitely going back,Valid,"The review describes a genuine experience at the music venue, with positive feedback about the location being 'secluded from the road' and expressing intent to return. The 5-star rating aligns with the positive sentiment, and the content is directly relevant to the venue's purpose as a music venue.","Pint-sized, bare-bones music venue without age restrictions showcasing local & smaller touring acts.",['Cultural center']
Jensen Auto Service,"I have used them in the past. They are a very thorough and professional shop. Whether you need your car repaired or machining work, you will not go wrong with these guys. They were very informative with me concerning the machining work that needed to be done and worked with me with making the best decision for me and my situation.",Valid,"The review describes a genuine experience with the auto service shop, mentioning specific services (repair work, machining work) that align with the business category. The 4-star rating is consistent with the positive feedback about their thoroughness, professionalism, and customer service.",,"['Auto repair shop', 'Auto machine shop', 'Brake shop', 'Car inspection station', 'Car repair and maintenance', 'Mechanic', 'Oil change service']"
Thanksgiving Point,Beautiful place.,Valid,"The review provides a genuine, positive assessment of the location with 'Beautiful place' which is relevant to Thanksgiving Point as a tourist attraction with gardens and museums. The 5-star rating is consistent with the positive sentiment.","Nonprofit complex housing gardens, an interactive farm, cafes, shops & the Museum of Ancient Life.","['Non-profit organization', 'Amusement center', 'Botanical garden', 'Farm', 'Museum', 'Tourist attraction']"
Speed Lube,"These guys have been my go to since high school. They’re always friendly, fast, and honest. I would highly recommend them to anyone!",Valid,"The review describes a genuine, long-term customer experience at an auto service business. The positive sentiment aligns with the 5-star rating, and the content (friendly service, speed, honesty) is directly relevant to the oil change and auto repair services offered by Speed Lube.",,"['Oil change service', 'Auto air conditioning service', 'Auto electrical service', 'Auto repair shop', 'Auto tune up service', 'Brake shop', 'Car inspection station', 'Transmission shop']"
Lucky 13,One of the best burgers I've ever had.,Valid,"The review describes a genuine dining experience at the restaurant, specifically praising the burgers which aligns with the business description of being known for gourmet hamburgers. The 5-star rating is consistent with the positive feedback.","Happening saloon known for gourmet hamburgers & house-smoked bacon, plus a long beer & whiskey list.","['Bar & grill', 'American restaurant', 'Bar', 'Fast food restaurant', 'Inn', 'Restaurant']"
