business_name,text,predicted_label,prediction_reason,description,category
FedEx Ship Center,Right by the house another all the time for my home office needs,Valid,"The review describes a genuine experience using the FedEx Ship Center for home office needs, which is directly relevant to the shipping and mailing services provided. The 5-star rating is consistent with the positive sentiment expressed about convenience and regular usage.",,"['Shipping and mailing service', 'Logistics service', 'Mailing service', 'Packaging supply store', 'Shipping company', 'Shipping service']"
Crest Foods,Best place I've ever bought groceries.,Valid,"The review describes a genuine shopping experience at a grocery store, with the 5-star rating consistent with the positive text about buying groceries at the location.",,['Grocery store']
Tiger Mart,It is alright,Irrelevant,"The review text 'It is alright' is extremely short and vague, paired with a 5-star rating that doesn't match the lukewarm sentiment. The comment provides no specific details about the shopping mall experience, products, or services, making it irrelevant to helping others understand this location.",,['Shopping mall']
ExpressCRYO,The owners/operators are nice and helpful.  The building is new and clean.  The cryo units are super cold - as they should be. 😊,Valid,"The review describes a genuine experience at the wellness center, mentioning specific aspects like the owners, building condition, and the cryo units' temperature, which are all relevant to this type of business.",,"['Wellness center', 'Health spa']"
Prairie Moon Casino,"It's the quitest casino in Miami rarely hear anyone win.sad because they just this last year remodeled it,and the foods good.",Valid,"The review describes a genuine experience at the casino, mentioning specific aspects like noise level, winning frequency, recent remodeling, and food quality. Despite the 2-star rating, the content is relevant to the casino business and shares the reviewer's personal observations.",,['Casino']
Bricktown Brewery,"Recently updated menu (try the goat cheese burger and Heath bar brownie!) Improved already good standards like the cheese curds. Late night specials and friendly servers all the time make you feel welcome. Their house draft beers are almost all tasty, and they stock a wide selection of local craft favorites.",Valid,"The review provides a detailed and genuine dining experience at Bricktown Brewery, mentioning specific menu items (goat cheese burger, Heath bar brownie, cheese curds), service quality, beer selection, and overall atmosphere. The content is highly relevant to the restaurant/brewpub category and the 5-star rating is consistent with the positive experience described.",,"['Restaurant', 'Brewpub']"
Grand Casino Hotel & Resort,"Real nice  nice place to go to

Real nice place to go to. To have fun",Valid,"The review expresses a positive experience about the casino hotel resort being a 'nice place to go to' and 'to have fun', which is relevant to the business as an entertainment venue with casino, dining, and resort amenities. The 5-star rating is consistent with the positive sentiment.","Polished venue with numerous dining options, plus a casino, spa & rooftop pool.","['Hotel', 'Brazilian restaurant', 'Casino', 'Concert hall', 'Event venue', 'Resort hotel', 'Sushi restaurant', 'Truck stop']"
Andolini's Pizzeria,"Such a delicious place! A little more expensive, but the pizza is so authentic even my guy friend couldnt eat half a pizza without filling up! Definitely get your money's worth.",Valid,"The review describes a genuine dining experience at the pizzeria, mentioning specific details about the food quality, portion size, and value. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to a pizza restaurant.",,"['Pizza restaurant', 'Bar', 'Caterer', 'Cocktail bar', 'Ice cream shop', 'Italian restaurant']"
Yogi Bear's Jellystone Park,Great place friendly staff,Valid,"The review describes a genuine experience at the location with positive feedback about the place and staff, and the 5-star rating is consistent with the positive text about this lakeside resort/campground.","Relaxed, themed lakeside resort featuring basic cabins, plus water activities & a snack bar.","['RV park', 'Campground', 'Recreation center', 'Resort hotel']"
Smashburger,Great taste for burgers. Best in the biz,Valid,"The review describes a genuine dining experience at Smashburger, praising the taste of burgers which directly relates to the hamburger restaurant's core offering. The 5-star rating is consistent with the positive feedback about the food quality.","Counter-serve chain featuring signature smashed burgers, plus sides & shakes.","['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']"
Sean's Tire,Needed my front tire replaced last minute. They were extremely fast! Took about 15 minutes total and I was on my way! Awesome service!,Valid,"The review describes a genuine experience at the tire shop, mentioning specific services (front tire replacement), timing (15 minutes), and positive feedback about the service quality. The 5-star rating is consistent with the positive experience described.",,['Tire shop']
"Quality Heating, Cooling & Plumbing","Due to the snowstorm we’ve had over the past few weeks, I had a pipe burst and was stressed about trying to find a plumber available. I called about 7 plumbers with no luck - but when I called them, Cassie was so kind and understanding on the phone. She let me know she would try her best to squeeze me in that day. They called to update me and let me know they were running late, and then called again to let me know they were on the way. Both gentlemen wore masks, which made me much more comfortable. They were fast, efficient, and well priced - it was even later in the evening/night when they came out! I’ve found my new plumbers, thank you all!",Valid,"The review describes a genuine experience with the plumbing service, detailing specific interactions with staff (Cassie), the emergency pipe burst situation, communication updates, professional conduct (wearing masks), and overall satisfaction. The 5-star rating is consistent with the positive detailed experience described.",,['Heating contractor']
Wet Pets by Steve,Darryl was very knowledgeable and friendly. Highly recommend them in your time of need or supplies. Really helped me with my beta fish!,Valid,"The review describes a genuine customer experience at an aquarium/pet store, mentioning specific staff interaction (Darryl), services received (help with beta fish), and recommendations for supplies. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the business category.",,"['Aquarium shop', 'Pond supply store', 'Tropical fish store']"
Thai Thai Asian Bistro,Excellent experience,Valid,"The review expresses a positive experience with a 5-star rating that is consistent with the text. While brief, 'Excellent experience' is directly relevant to the Thai restaurant and describes a genuine dining experience.","Casual, colorful restaurant preparing curries, noodles, fried rice & other Thai specialties.","['Asian fusion restaurant', 'Asian restaurant', 'Southeast Asian restaurant', 'Thai restaurant']"
WesterN SizzliN,The worst place to eat in town. McDonald's is better,Valid,"The review expresses a genuine negative opinion about the restaurant's food quality, comparing it unfavorably to McDonald's. While brief and harsh, it relates directly to the dining experience at this steak house/restaurant and is consistent with the 1-star rating.","Casual, long-running chain offering a menu of steak, chicken & seafood, plus hot & cold buffets.","['Steak house', 'American restaurant', 'Family restaurant', 'Hamburger restaurant', 'Restaurant']"
P.F. Chang's,"As a chinese person from Hong Kong. The food is good. No doubt about that. My waitress is great, only one thing I noticed was she holds the water glasses at the top of the glass which is a big no no. Especially y’all dont want us to use straws. That’s half a star gone.

Secondly, I understand that sometimes we have to work out front such as cleaning the silverware at the hostess stand.  But can she NOT throw the metal on metal like that?  It wasn’t a busy night so the echo noise is loud!!!!  Totally took away that fancy feeling. That’s Half a star gone.

Y’all wanna save the planet by not using straws right?  What about the wastefulness on your Togo orders?  Y’all put a single sauce in foam box in its own plastic bag.  Makes no sense. Half a star gone.

Also. Y’all have no plans to fix the right Faucet on the men’s room anytime soon do y’all?  Been busted for at least 6 months.  HELLO!!!  One start gone!  (Oct/18/2018 - Faucet is fixed. Awesome!)  one star back.

Also why y’all lying about your Dim Sum section?  Them ain’t no dim sum.  You can fool white people. But you can’t fool me.  HELLO!!!! That one star gone.",Valid,"This is a detailed, genuine review of a dining experience at P.F. Chang's. The reviewer shares specific observations about food quality, service, cleanliness, environmental practices, and facility maintenance. Despite being critical, it describes actual experiences at the location and is highly relevant to the restaurant's service and operations.",Family-friendly chain offering creative takes on Asian fare in a striking space.,"['Chinese restaurant', 'Asian restaurant', 'Delivery Chinese restaurant', 'Dim sum restaurant', 'Takeout Restaurant', 'Sushi restaurant']"
Dollar General,Very nice clerk and very patient!,Valid,"The review describes a genuine experience with the store's customer service, praising the clerk's behavior. The 5-star rating is consistent with the positive feedback about staff, which is relevant to the retail store experience.","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
Boomarang Diner,Great food!,Valid,The review expresses a genuine positive opinion about the food at the diner with a 4-star rating that matches the positive sentiment. The comment is directly relevant to the restaurant's food service.,"'50s-style diner chain for American eats such as burgers & chicken-fried steak, plus breakfast fare.","['Diner', 'Restaurant']"
The Press,Grits with cajun gravy = phenomenal.,Valid,"The review describes a specific food item (grits with cajun gravy) and provides a positive assessment, which is directly relevant to this American restaurant's offerings and consistent with the 5-star rating.","Warm, brick-exposed eatery offering American plates & comfort fare plus a full bar with cocktails.",['American restaurant']
Doggie D'Tails by Karen,"They gave a dog to the wrong owner, they are aggressive to animals when they don't listen. Don't take your animals here.",Valid,"The review describes specific concerns about the pet service business, including alleged mishandling of animals and giving a dog to the wrong owner. Despite the 1-star rating and negative tone, the content is directly relevant to the pet care services offered and appears to be based on the reviewer's experience or knowledge of the business operations.",,"['Pet sitter', 'Kennel', 'Pet boarding service', 'Pet groomer', 'Pet store']"
Zink Park,"Take the trails all the way down to the landing. Look for the huge hole in the fence. Go play in the creek with your kids. They enjoyed getting to ""rinse"" off in the fountain and running throught the rock paths. Very pretty and quiet.",Valid,"The review describes a genuine visit to the park, mentioning specific features like trails, creek, fountain, and rock paths that align with the park's description and category. The 4-star rating is consistent with the positive experience described.","Neighborhood park with tennis, baseball & picnicking spots, a playground, walking paths & a creek.","['Park', 'Tourist attraction']"
Altus AFB Homes,Some of the houses have been updated with new carpet and wood flooring replacing  some carpeted areas. Very nice improvements.,Valid,"The review provides a genuine assessment of housing improvements at the location, discussing specific updates like new carpet and wood flooring. The content is directly relevant to a housing development, and the 5-star rating aligns with the positive feedback about the improvements.",,"['Housing development', 'Apartment rental agency']"
DB1 Barbers,Absolutely fantastic place to get a haircut! Great aesthetic and atmosphere on top of that!,Valid,"The review describes a genuine experience at the barber shop, praising the haircut service, aesthetic, and atmosphere. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the barber shop category.",,['Barber shop']
O'Reilly Auto Parts,Yep,Irrelevant,"The review text 'Yep' is extremely short and vague, providing no meaningful information about the auto parts store experience, services, or products. Despite the 4-star rating, the text fails to relate to any aspect of the business categories or automotive services offered.",,"['Auto parts store', 'Auto body parts supplier', 'Car battery store', 'Car repair and maintenance', 'Car stereo store', 'Motorcycle parts store', 'Trailer supply store', 'Truck accessories store']"
Denny's,Great breakfast.  Service was fast and the food was cooked perfectly.,Valid,"The review describes a genuine dining experience at Denny's, mentioning specific aspects like breakfast quality, service speed, and food preparation. The 5-star rating is consistent with the positive feedback, and the content directly relates to the restaurant's breakfast offerings.","Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.","['Diner', 'American restaurant', 'Breakfast restaurant']"
S & S Farm Center,"Dang we were rite outside just now an they closed up on us, just needed some bells for our traditional dance tonight",Valid,The review describes a genuine experience at the farm shop where the customer arrived just as the business was closing and needed bells for a traditional dance. The content is relevant to the business as it discusses operating hours and a specific item they were seeking to purchase.,,['Farm shop']
Victory Vapor Tecumseh,Great vapes.....hell yea is a great juice...possibly my favorite,Valid,"The review describes a genuine experience with vape products at a vaporizer store. The reviewer mentions specific products ('vapes' and 'hell yea' juice) and expresses satisfaction, which is directly relevant to the business category and the 5-star rating is consistent with the positive feedback.",,['Vaporizer store']
OKC Fairgrounds,Great car shows!,Valid,"The review describes a positive experience with car shows at an event venue, which is relevant to the business category and represents a genuine visitor experience.",,['Event venue']
Brandon's Plumbing,"Robert came out on a Sunday, got here earlier than the estimated time and fixed our sink pretty quickly. Very glad I went with this company and would highly recommend.",Valid,"The review describes a genuine service experience with Brandon's Plumbing, mentioning specific details like a technician named Robert coming out on Sunday, arriving early, and fixing a sink. The 5-star rating is consistent with the positive feedback about the plumbing service.",,['Plumber']
Braum's Ice Cream & Burger Restaurant,I loved this Braums location until today. I always get a double dip in a cup with hot fudge only in a different container. Norma and Michelle overcharged me at 2.96 then final reciept price of 2.70 unfortunately neither price is correct i normally pay 2.24. I was upset because i advised them I've come to that same location these past few days and their pricing was incorrect. I have receipt but it didn't matter. So im no longer going to go to Braums again,Valid,"The review describes a genuine experience at the location, detailing a specific pricing issue with ice cream service and mentioning staff members by name. The 2-star rating is consistent with the negative experience described, and the content is directly relevant to the ice cream shop services.","Longtime Oklahoma-based chain offering fast-food burgers, ice cream & a full range of groceries.","['Ice cream shop', 'Fast food restaurant', 'Grocery store', 'Hamburger restaurant']"
Midwest City Tag Agency,No happy went at 11 to renew my license got turned away need it to do my income ask the lady if should make an exception said no did not care at all,Valid,"The review describes a genuine experience at the tag agency where the reviewer attempted to renew their license but was turned away. Despite the poor grammar, the content is directly relevant to the business services and the 2-star rating reflects their negative experience with the staff's lack of accommodation.",,['Notary public']
Oasis Healing Center,"Absolutely LOVE Oasis. Pretty much only place I go any more. Great prices, great products, and the most knowledgeable tender I've come across. I drive from Del City just for this place. 5 stars all the way.",Valid,"The review describes a genuine customer experience at a cannabis store, mentioning specific aspects like prices, products, staff knowledge, and the effort to travel from Del City. The 5-star rating is consistent with the highly positive text content.",,['Cannabis store']
Walmart Neighborhood Market,I work here needs to be bigger,Irrelevant,The review states 'I work here needs to be bigger' which appears to be an employee comment about the store's size rather than a customer review of their shopping experience. This is not a genuine customer review sharing their experience with the store's services or products.,,"['Supermarket', 'Deli', 'Department store', 'Discount store', 'Discount supermarket', 'Grocery store', 'Produce market']"
New Combs Bridge,Nice place to look around.,Valid,"The review provides a genuine, positive experience about visiting the location. The text 'Nice place to look around' is relevant to a museum/bridge location where visitors would typically explore and observe, and the 5-star rating is consistent with the positive sentiment.",,['Museum']
Sonic Drive-In,It took 15 minutes to get 2 burgers and one drink,Valid,"The review describes a genuine experience at Sonic Drive-In, mentioning specific items ordered (2 burgers and one drink) and wait time (15 minutes). The 1-star rating is consistent with the negative experience of slow service at a fast-food restaurant where speed is expected.","Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
Dollar General,Love this location. The employees are very nice and friendly,Valid,"The review describes a genuine experience at the Dollar General location, praising the employees' friendliness. The content is directly relevant to the business and the 5-star rating is consistent with the positive feedback about staff service.","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
CATFISH BAY MARINA MART,Great,Valid,"The review provides a positive assessment ('Great') with a 5-star rating, which is consistent and relevant to the gas station business. While brief, it expresses a genuine experience at the location.",,['Gas station']
Jazmin's Mexican Restaurant,Not a fan,Irrelevant,"The review text 'Not a fan' is extremely short and vague, providing no specific information about the restaurant experience, food quality, service, or any aspect related to a Mexican restaurant. Combined with the extreme 1-star rating, this appears to be an irrelevant comment that doesn't relate to the business.",,['Mexican restaurant']
Southern Woods Park,"A nice little park if your child likes to climb and is under 5 or 6.  An older child might find it boring but for someone small, it's a nice spot.",Valid,"The review provides a genuine assessment of the park's playground facilities, specifically evaluating its suitability for different age groups of children. The content is directly relevant to the park's amenities (playground mentioned in description) and offers helpful information for other visitors.","Green space with basketball courts, ballfields, a splash pad & a playground, plus a dog park.","['Park', 'Tourist attraction']"
El Tapatio Authentic Mexican Restaurant,Quick service. And our waiter was very friendly and brought everything quick. Food was super delicious and the margaritas were on point,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific aspects like service quality, waiter friendliness, food taste, and margaritas. The 5-star rating is consistent with the positive feedback about the restaurant experience.",,"['Mexican restaurant', 'Latin American restaurant', 'Taco restaurant']"
Buffalo Wild Wings,Great experience. Will be back.,Valid,The review describes a genuine positive experience at the restaurant with a 5-star rating that matches the positive sentiment. The text is relevant to the dining experience at Buffalo Wild Wings.,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']"
"NAPA Auto Parts - D & K Auto Parts, LLC",Meh!!,Valid,"The review expresses a neutral sentiment ('Meh!!') with a 3-star rating, which is consistent and relevant to the auto parts store. While brief, the comment reflects a genuine opinion about the business experience.",,"['Auto parts store', 'Trailer supply store', 'Truck accessories store']"
Tulsa Hills Shopping Center,It has everything you need!,Valid,"The review provides a positive assessment of the shopping center's offerings, which is directly relevant to the business category (shopping mall) and description mentioning various stores and food options. The 5-star rating aligns with the positive sentiment expressed.","Mid-range chain stores & specialty shops, plus familiar fast food, in a refined strip-mall format.",['Shopping mall']
Starbucks,"Walked in ordered an Ice Vanilla latte with sweet cream and a caramel frappuccino extra caramel.
I received a iced vanilla coffee with milk no whip cream on the frappuccino.
I went back in and was told I ordered an iced vanilla coffee.
I order this 2xs a day for my daughter. I know what I ordered.
I don't need your attitude. Used the name Petunia",Valid,"The review describes a specific experience at Starbucks, detailing a drink order issue and poor customer service. The content is directly related to the coffee shop business, and the 1-star rating aligns with the negative experience described.","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']"
Neighborhood JAM,"You're absolutely going to want to call ahead for a table, but well worth the effort.",Valid,"The review provides genuine advice about making reservations and expresses positive sentiment about the restaurant being worth the effort, which is relevant to the breakfast/brunch restaurant experience.","Breakfast specialist serving innovative American plates, plus lunch, in a laid-back, modern space.","['Breakfast restaurant', 'Brunch restaurant']"
Taco Bell,Never had a problem. They are very polite.,Valid,"The review describes a genuine customer experience at Taco Bell, mentioning service quality ('very polite') and indicating repeated visits ('Never had a problem'). The 5-star rating is consistent with the positive feedback about the staff's politeness.","Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Walmart Supercenter,Customer service was good. They have a new MartCart for disabled people. They don't always have what I have gone in for.,Valid,"The review describes a genuine shopping experience at Walmart, mentioning customer service, accessibility features (MartCart), and product availability - all relevant to a department/discount store experience.",,"['Department store', 'Clothing store', 'Craft store', 'Discount store', 'Electronics store', 'Grocery store', 'Home goods store', 'Sporting goods store', 'Supermarket', 'Toy store']"
Fox Building Supply & Carpet,I could spend all day in here and the people are very helpful.,Valid,"The review describes a genuine positive experience at the hardware/home improvement store, mentioning both the browsing experience and helpful staff, which is relevant to the business category and consistent with the 5-star rating.",,"['Hardware store', 'Home improvement store', 'Paint store', 'Tool store']"
Phat Philly's Cheesesteaks,Amazing!,Valid,"The review expresses a positive experience with a 5-star rating and enthusiastic comment 'Amazing!' which is relevant to the cheesesteak restaurant, despite being brief.","Low-key eatery offering cheesesteaks, wings & other American eats, plus a bar for draft beer & wine.","['Cheesesteak restaurant', 'American restaurant', 'Takeout Restaurant', 'Restaurant', 'Sandwich shop']"
Yummy Donut,Great place to get a variety of donuts and more !,Valid,"The review describes a genuine experience at the donut shop, mentioning the variety of donuts which is directly relevant to the business name 'Yummy Donut' and category 'Breakfast restaurant'. The 5-star rating is consistent with the positive text.",,['Breakfast restaurant']
Taste of China Restaurant,Great food!,Valid,"The review provides a genuine positive assessment of the food quality at a Chinese restaurant, with the 5-star rating appropriately matching the positive sentiment expressed in the text.","Relaxed dining space offering all-you-can-eat buffets of sushi, Chinese & Mexican food & desserts.","['Chinese restaurant', 'Restaurant']"
Bass Pro Shops,The best place for your outdoor needs!,Valid,"The review describes a genuine experience related to outdoor needs, which directly aligns with Bass Pro Shops' business description as a wilderness-themed store for hunting, fishing, and outdoor gear. The 5-star rating is consistent with the positive text.","Chain known for its large, wilderness-themed stores & wide array of hunting, fishing & outdoor gear.","['Sporting goods store', 'Clothing store', 'Fishing store', 'Hunting store', ""Men's clothing store"", 'Shoe store', 'T-shirt store', ""Women's clothing store""]"
Camperland of Oklahoma,"Great people,  excellent selection!",Valid,"The review provides a genuine positive experience about the business, praising both the staff ('Great people') and inventory ('excellent selection'), which is relevant to an RV dealer and camping store. The 5-star rating is consistent with the positive text.",,"['RV dealer', 'Camping store', 'Motor vehicle dealer', 'RV repair shop', 'RV supply store', 'Trailer dealer', 'Trailer repair shop', 'Trailer supply store']"
McDonald's,not very friendly crew members,Valid,"The review describes a genuine experience with the service quality at McDonald's. The 1-star rating is consistent with the negative feedback about unfriendly staff, and the content is directly relevant to the restaurant's service.","Classic, long-running fast-food chain known for its burgers, fries & shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
Gardner's Tax Services,"Our first year with them. They are so pleasant to speak with. They were very helpful, play area for our 2 yr old. They were very quick and cheap. The cost was the least we have paid for our taxes. They helped us file for earned income tax. Our new tax shop for sure.",Valid,"The review describes a genuine experience with the tax preparation service, mentioning specific details like helpfulness, quick service, cost-effectiveness, earned income tax filing, and amenities like a play area. The 5-star rating is consistent with the positive experience described.",,"['Tax preparation service', 'Bookkeeping service', 'Payroll service']"
Pizza Inn Buffet,"It was very, very good. The salad bar and pizza selection was amazing! We took our 3 grandkids ranging in age from 13-6, not one complaint came out of their mouths! It's about time Stillwater got a buffet restaurant that is not chicken related. Welcome to the community. We will definitely be back.",Valid,"The review describes a genuine dining experience at the pizza buffet restaurant, mentioning specific details like the salad bar, pizza selection, and family visit with grandchildren. The 5-star rating is consistent with the positive feedback about the food and service.","Pizzeria & buffet chain offering several crust options, plus pastas & more.",['Pizza restaurant']
Braum's Ice Cream & Burger Restaurant,Best food in town,Valid,"The review expresses a positive opinion about the food quality at Braum's, which is directly relevant to this fast-food burger and ice cream restaurant. The 5-star rating is consistent with the positive sentiment expressed in the text.","Longtime Oklahoma-based chain offering fast-food burgers, ice cream & a full range of groceries.","['Ice cream shop', 'Fast food restaurant', 'Grocery store', 'Hamburger restaurant']"
AlleyCats Salon,Love my nail tech!!,Valid,"The review expresses positive sentiment about a nail technician, which is relevant to a beauty salon that likely offers nail services. The 5-star rating is consistent with the enthusiastic text.",,"['Beauty salon', 'Hair salon']"
Kwan’s Kitchen,High end Chinese and fish,Valid,The review describes the restaurant's cuisine type (high-end Chinese and fish) which is directly relevant to the business category of Chinese restaurant and Asian fusion restaurant. The 4-star rating is consistent with the positive description of the food quality.,"Warm, dimly-lit space serving a range of southern Chinese staples alongside dim sum offerings.","['Chinese restaurant', 'Asian fusion restaurant']"
Abuelo's Mexican Restaurant,Service great. Food just not as good as Casa Tequila,Valid,"The review provides a genuine assessment of both service and food quality at the Mexican restaurant, comparing it to another restaurant. The 3-star rating is consistent with mixed feedback (positive service, less positive food), and the content is directly relevant to the restaurant's category and offerings.",Texas-based chain restaurant serving Mexican food & margaritas in a hacienda-style setting.,"['Mexican restaurant', 'Bar', 'Tex-Mex restaurant']"
Sonic Drive-In,The car hop was the best!,Valid,"The review describes a genuine experience at Sonic Drive-In, specifically praising the car hop service which is directly relevant to the restaurant's retro drive-in service model. The 5-star rating is consistent with the positive feedback.","Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
Jimmy's Egg,Good food,Valid,"The review provides a genuine assessment of the food quality at the restaurant with a 4-star rating that matches the positive sentiment, making it a relevant review for this breakfast/lunch establishment.",Branch of a regional chain offering traditional American dishes for breakfast & lunch.,"['Restaurant', 'Breakfast restaurant', 'Diner', 'Family restaurant']"
Best Buy Here Pay Here,dont buy here,Valid,"The review provides a genuine opinion about the car dealership with a clear recommendation not to buy from this location. The 1-star rating is consistent with the negative sentiment, and the content is directly relevant to the business category (car dealer).",,"['Car dealer', 'Chevrolet dealer', 'Ford dealer', 'GMC dealer', 'Honda dealer', 'Hyundai dealer', 'Lexus dealer', 'Nissan dealer', 'Toyota dealer', 'Used car dealer']"
Eischen's Bar,Always good food and atmosphere. Great place to take the whole family.,Valid,"The review describes a genuine dining experience at the bar and grill, mentioning food quality and family-friendly atmosphere, which is relevant to the business category and description. The 5-star rating is consistent with the positive feedback.","A small menu of fried chicken, Frito pie & other American comfort fare served in simple digs.","['Bar & grill', 'Bar']"
LINE-X TULSA Truck Accessories & Van Upfitter,"Excellent product, professional staff. What more can you ask for?",Valid,"The review provides a genuine experience about the business, praising both the product quality and staff professionalism, which is directly relevant to an auto parts/truck accessories store. The 5-star rating is consistent with the positive feedback.",,"['Auto parts store', 'Trailer supply store', 'Truck accessories store']"
Regal Spotlight,"Went up to the counter to purchase tickets and the person didn't acknowledge me, and when I asked if he was helping someone, he just looked at me and said "" no I'm not"" and continued to stand there looking around.  We will not be back.",Valid,"The review describes a genuine experience at the movie theater, specifically about poor customer service at the ticket counter. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the business (movie theater service).","Theater complex with multiple screens featuring new release films, plush seating & concession stand.",['Movie theater']
Dollar General,Shelves bare,Valid,"The review describes a genuine observation about the store's inventory condition ('Shelves bare'), which is directly relevant to the shopping experience at this retail establishment. The 3-star rating is consistent with a neutral assessment of the store's current state.","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
TA Truck Service,Professional staff and helpful,Valid,"The review describes a genuine experience with the truck service, praising the professional and helpful staff. The 4-star rating is consistent with the positive text, and the content is relevant to a truck repair shop business.","Truck-stop chain offering fuel & food. Many have amenities such as laundry rooms, showers & lodging.",['Truck repair shop']
Golden Chick,Good food fast service,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both food quality and service speed, which directly relates to Golden Chick as a fast-food restaurant. The 4-star rating is consistent with the positive feedback.","Fast-food chain specializing in fried & roasted chicken, catfish & Southern-style sides.","['American restaurant', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant']"
Sundown Tanning Company,Best place in town been coming here for almost 8 years!,Valid,"The review describes a genuine, long-term customer experience at the tanning salon with specific details (8 years of patronage) and positive sentiment that matches the 5-star rating.",,['Tanning salon']
"Bruner Hill, triangle park",I grew up on this side of town,Irrelevant,"The review text 'I grew up on this side of town' does not relate to the park experience, facilities, or services. It's a personal biographical statement that doesn't provide any information about the park itself, making it irrelevant to future visitors seeking information about Bruner Hill triangle park.",,['Park']
Oklahoma City Zoo,They offer a train rides. Tram rides which were nice. Also ADA friendly. You can rent chairs.,Valid,"The review describes genuine experiences and amenities at the zoo (train rides, tram rides, ADA accessibility, chair rentals) that are relevant to the business. The content aligns with the zoo's description and category, and the 5-star rating is consistent with the positive tone.","Zoo with an array of animals, plus walking trails, shows & attractions such as train tours.","['Zoo', 'Botanical garden', 'Tourist attraction']"
Casey's,"Best Casey's ever.  The employees at this store make all the difference, and the food they make is amazing. They need raises.",Valid,"The review describes a genuine experience at Casey's, praising both the employees and food quality. The content is directly relevant to the convenience store/gas station business, and the 5-star rating is consistent with the positive feedback about staff and food.","Convenience-store chain offering fuel, drinks & food, including pizza, sandwiches & baked goods.","['Pizza delivery', 'Convenience store', 'Gas station']"
Walmart Supercenter,Clean well stocked pleasant experience,Valid,"The review describes a genuine shopping experience at Walmart, mentioning specific aspects like cleanliness and stock levels that are relevant to a department/grocery store. The 5-star rating is consistent with the positive descriptors used.",,"['Department store', 'Clothing store', 'Craft store', 'Discount store', 'Electronics store', 'Grocery store', 'Home goods store', 'Sporting goods store', 'Supermarket', 'Toy store']"
China Wok,Good food,Valid,"The review provides a genuine positive assessment of the food quality at this Chinese restaurant, with a 5-star rating that is consistent with the brief but positive comment 'Good food'.","An extensive menu of Chinese appetizers, entrees & lunch specials is offered at this simple takeout.",['Chinese restaurant']
Taco Bueno,Long wait but worth it.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning wait time and overall satisfaction. The 4-star rating is consistent with the positive but qualified feedback ('worth it' despite the 'long wait').","Counter-serve Mexican chain offering tacos, burritos & quesadillas plus a serve-yourself salsa bar.","['Fast food restaurant', 'Mexican restaurant', 'Restaurant']"
Red Rock Canyon Adventure Park,"Well it's pretty, but the heat,bugs.the fishing pond was so full of moss,hard to fish. Outside of that pretty nice",Valid,"The review describes a genuine experience visiting the adventure park, mentioning specific aspects like the scenery, heat, bugs, and fishing conditions. The content is directly relevant to the park's facilities and the 4-star rating aligns with the mixed but overall positive feedback.","A popular rappelling area with red sandstone cliffs, plus trails, a public pool & a campground.","['Park', 'Tourist attraction']"
